Q9 v2.3 - Lista de propostas/votacoes

Q9 v2.3 - Propostas disponiveis
ano  | id_votacao  | proposicao                                             | sim | nao | outros | total
2024 | 2352476-155 | REQ 861/2023                                           | 404 | 23  | 2      | 429  
2024 | 2269745-93  | PRLP 1 => PL 327/2021                                  | 306 | 121 | 2      | 429  
2024 | 1197773-140 | REQ 2360/2023                                          | 23  | 404 | 2      | 429  
2024 | 2456554-57  | REQ 3458/2024                                          | 227 | 198 | 3      | 428  
2024 | 2411815-7   | REQ 4244/2023                                          | 413 | 13  | 2      | 428  
2024 | 2444417-7   | (sem proposicao vinculada)                             | 339 | 82  | 6      | 427  
2024 | 2408709-73  | REQ 715/2024                                           | 9   | 352 | 66     | 427  
2024 | 2448974-35  | REQ 3015/2024                                          | 97  | 328 | 1      | 426  
2024 | 2388837-35  | RDF 1 => MPV 1188/2023                                 | 425 |     | 1      | 426  
2024 | 2379378-9   | REQ 2542/2023                                          | 258 | 164 | 4      | 426  
2024 | 2352476-168 | REQ 861/2023                                           | 338 | 83  | 5      | 426  
2024 | 2238434-94  | REQ 1801/2021                                          | 191 | 232 | 3      | 426  
2024 | 2167882-83  | REQ 1819/2023                                          | 325 | 97  | 2      | 424  
2024 | 2433327-66  | REQ 1587/2024                                          | 277 | 145 | 1      | 423  
2024 | 2433327-54  | REQ 1587/2024                                          | 199 | 221 | 3      | 423  
2024 | 2415411-9   | (sem proposicao vinculada)                             | 339 | 82  | 2      | 423  
2024 | 1672576-221 | REQ 6298/2017                                          | 27  | 394 | 1      | 422  
2024 | 2430143-142 | REQ 2261/2024                                          | 18  | 328 | 75     | 421  
2024 | 2349493-100 | RPD 1 => PL 709/2023                                   | 115 | 305 | 1      | 421  
2024 | 2466682-9   | REQ 4403/2024                                          | 360 | 60  |        | 420  
2024 | 2269745-86  | PRLP 1 => PL 327/2021                                  | 283 | 135 | 1      | 419  
2024 | 2451405-8   | REQ 2952/2024                                          | 276 | 140 | 2      | 418  
2024 | 2417025-50  | REQ 291/2024                                           | 112 | 305 | 1      | 418  
2024 | 2269745-81  | PRLP 1 => PL 327/2021                                  | 195 | 222 | 1      | 418  
2024 | 2454400-46  | REQ 3470/2024                                          | 110 | 307 |        | 417  
2024 | 2454400-42  | REQ 3470/2024                                          | 413 | 4   |        | 417  
2024 | 2416733-37  | REQ 801/2024                                           | 38  | 378 | 1      | 417  
2024 | 2166464-132 | REQ 7946/2017 => PLP 459/2017                          | 2   | 413 | 2      | 417  
2024 | 2462049-9   | REQ 4192/2024                                          | 272 | 140 | 4      | 416  
2024 | 2441271-7   | REQ 2244/2024                                          | 277 | 138 | 1      | 416  
2024 | 2424953-8   | (sem proposicao vinculada)                             | 275 | 139 | 2      | 416  
2024 | 2238434-104 | REQ 1801/2021                                          | 38  | 376 | 2      | 416  
2024 | 2178408-157 | REQ 3642/2015 => PL 3139/2015                          | 114 | 301 | 1      | 416  
2024 | 2470275-8   | (sem proposicao vinculada)                             | 357 | 56  | 2      | 415  
2024 | 2410466-47  | REQ 4341/2023                                          | 1   | 347 | 67     | 415  
2024 | 2388029-86  | REQ 3443/2023                                          | 392 | 22  | 1      | 415  
2024 | 2319364-20  | (sem proposicao vinculada)                             | 243 | 170 | 2      | 415  
2024 | 2461207-38  | REQ 4476/2024                                          | 364 | 47  | 3      | 414  
2024 | 2433398-9   | REQ 1600/2024                                          | 388 | 23  | 3      | 414  
2024 | 2416804-48  | PRLP 1 => PL 2/2024                                    | 305 | 107 | 1      | 413  
2024 | 2416733-46  | REQ 801/2024                                           | 402 | 10  | 1      | 413  
2024 | 2269745-84  | PRLP 1 => PL 327/2021                                  | 225 | 187 | 1      | 413  
2024 | 2238434-89  | REQ 1801/2021                                          | 98  | 314 | 1      | 413  
2024 | 2418084-8   | (sem proposicao vinculada)                             | 237 | 171 | 4      | 412  
2024 | 2457208-7   | REQ 3470/2024                                          | 316 | 19  | 76     | 411  
2024 | 2452211-7   | (sem proposicao vinculada)                             | 350 | 60  | 1      | 411  
2024 | 2424952-9   | (sem proposicao vinculada)                             | 299 | 110 | 2      | 411  
2024 | 2416804-43  | PRLP 1 => PL 2/2024                                    | 314 | 96  | 1      | 411  
2024 | 2352476-141 | REQ 861/2023                                           | 72  | 336 | 3      | 411  
2024 | 2269745-70  | PRLP 1 => PL 327/2021                                  | 51  | 350 | 10     | 411  
2024 | 2408682-8   | (sem proposicao vinculada)                             | 408 | 1   | 1      | 410  
2024 | 2433327-60  | REQ 1587/2024                                          | 184 | 223 | 2      | 409  
2024 | 2425883-50  | REQ 1515/2024                                          | 179 | 229 | 1      | 409  
2024 | 2416733-28  | REQ 801/2024                                           | 44  | 364 | 1      | 409  
2024 | 2269745-88  | PRLP 1 => PL 327/2021                                  | 382 | 21  | 6      | 409  
2024 | 2432975-44  | DTQ 1 => MPV 1218/2024                                 | 257 | 150 | 1      | 408  
2024 | 2430143-137 | REQ 2261/2024                                          | 118 | 289 | 1      | 408  
2024 | 2352476-146 | REQ 861/2023                                           | 83  | 323 | 2      | 408  
2024 | 2433327-49  | REQ 1587/2024                                          | 404 | 2   | 1      | 407  
2024 | 2422697-69  | EMP 1 => PL 914/2024                                   | 266 | 139 | 2      | 407  
2024 | 2422697-129 | EMP 1 => PL 914/2024                                   | 380 | 26  | 1      | 407  
2024 | 2469074-8   | REQ 4476/2024                                          | 270 | 133 | 3      | 406  
2024 | 2466104-39  | EMP 1 => PLP 175/2024                                  | 330 | 74  | 2      | 406  
2024 | 2427395-8   | REQ 1234/2024                                          | 297 | 108 | 1      | 406  
2024 | 2408107-9   | REQ 4135/2023                                          | 395 | 8   | 3      | 406  
2024 | 2401881-9   | (sem proposicao vinculada)                             | 293 | 111 | 2      | 406  
2024 | 2462730-34  | REQ 4605/2024                                          | 296 | 108 | 1      | 405  
2024 | 2454257-27  | REQ 4758/2024                                          | 348 | 57  |        | 405  
2024 | 2388491-7   | (sem proposicao vinculada)                             | 290 | 111 | 4      | 405  
2024 | 2447191-38  | REQ 2523/2024                                          | 16  | 316 | 72     | 404  
2024 | 2438459-69  | REQ 2262/2024                                          | 403 |     | 1      | 404  
2024 | 2416826-49  | EMP 1 => PL 3/2024                                     | 378 | 25  | 1      | 404  
2024 | 2399598-70  | EMP 1 => PL 5230/2023                                  | 315 | 87  | 2      | 404  
2024 | 2352476-171 | REQ 861/2023                                           | 379 | 23  | 2      | 404  
2024 | 2269745-90  | PRLP 1 => PL 327/2021                                  | 315 | 87  | 2      | 404  
2024 | 2457520-7   | REQ 3559/2024                                          | 296 | 104 | 3      | 403  
2024 | 2447273-8   | REQ 2524/2024                                          | 291 | 110 | 2      | 403  
2024 | 2326582-61  | REQ 4075/2023                                          | 383 | 19  | 1      | 403  
2024 | 2456554-50  | REQ 3458/2024                                          | 156 | 245 | 1      | 402  
2024 | 2422697-75  | EMP 1 => PL 914/2024                                   | 280 | 121 | 1      | 402  
2024 | 2238434-150 | REQ 1801/2021                                          | 22  | 309 | 69     | 400  
2024 | 2438459-77  | REQ 2262/2024                                          | 136 | 262 | 1      | 399  
2024 | 2438459-66  | REQ 2262/2024                                          | 292 | 106 | 1      | 399  
2024 | 2419197-28  | REQ 680/2024                                           | 105 | 292 | 1      | 398  
2024 | 2244008-82  | RPD 1 => PL 2950/2019                                  | 105 | 292 | 1      | 398  
2024 | 2462730-28  | REQ 4605/2024                                          | 38  | 357 | 1      | 396  
2024 | 2448974-43  | REQ 3015/2024                                          | 318 | 76  | 2      | 396  
2024 | 2408709-77  | REQ 715/2024                                           | 4   | 329 | 62     | 395  
2024 | 2416729-28  | PRLP 1 => PL 6233/2023                                 | 388 | 3   | 2      | 393  
2024 | 2469306-8   | (sem proposicao vinculada)                             | 355 | 35  | 2      | 392  
2024 | 2466104-97  | EMP 1 => PLP 175/2024                                  | 41  | 343 | 8      | 392  
2024 | 2466104-95  | EMP 1 => PLP 175/2024                                  | 356 | 35  | 1      | 392  
2024 | 2417025-29  | REQ 291/2024                                           | 97  | 293 | 2      | 392  
2024 | 559138-241  | REQ 10457/2014                                         | 116 | 274 | 1      | 391  
2024 | 2422697-83  | EMP 1 => PL 914/2024                                   | 187 | 202 | 2      | 391  
2024 | 2403068-11  | (sem proposicao vinculada)                             | 285 | 103 | 2      | 390  
2024 | 2454704-53  | REQ 3346/2024                                          | 253 | 67  | 69     | 389  
2024 | 541855-97   | REQ 1778/2024                                          | 370 | 15  | 3      | 388  
2024 | 2476749-7   | REQ 4790/2024                                          | 317 | 66  | 3      | 386  
2024 | 2421056-8   | REQ 731/2024                                           | 302 | 82  | 2      | 386  
2024 | 2388029-94  | REQ 3443/2023                                          | 378 | 7   | 1      | 386  
2024 | 2422697-72  | EMP 1 => PL 914/2024                                   | 273 | 111 | 1      | 385  
2024 | 2416804-51  | PRLP 1 => PL 2/2024                                    | 287 | 96  | 2      | 385  
2024 | 559138-237  | REQ 10457/2014                                         | 113 | 268 | 1      | 382  
2024 | 2448974-56  | REQ 3015/2024                                          | 292 | 89  | 1      | 382  
2024 | 2419525-7   | (sem proposicao vinculada)                             | 378 | 1   | 1      | 380  
2024 | 2448974-40  | REQ 3015/2024                                          | 81  | 296 | 2      | 379  
2024 | 2238434-85  | REQ 1801/2021                                          | 14  | 362 | 1      | 377  
2024 | 1548579-194 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 336 | 38  | 3      | 377  
2024 | 2466104-52  | EMP 1 => PLP 175/2024                                  | 25  | 348 | 2      | 375  
2024 | 2421859-9   | (sem proposicao vinculada)                             | 257 | 116 | 2      | 375  
2024 | 2324243-8   | REQ 835/2022                                           | 262 | 111 | 2      | 375  
2024 | 2466104-88  | EMP 1 => PLP 175/2024                                  | 30  | 343 | 1      | 374  
2024 | 2447183-40  | REQ 2524/2024                                          | 119 | 254 | 1      | 374  
2024 | 2421251-7   | (sem proposicao vinculada)                             | 349 | 23  | 1      | 373  
2024 | 2269745-79  | PRLP 1 => PL 327/2021                                  | 279 | 93  | 1      | 373  
2024 | 2479551-7   | REQ 4906/2024                                          | 321 | 51  |        | 372  
2024 | 2454704-40  | REQ 3346/2024                                          | 57  | 269 | 45     | 371  
2024 | 2352476-165 | REQ 861/2023                                           | 49  | 318 | 2      | 369  
2024 | 1548579-186 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 36  | 332 | 1      | 369  
2024 | 2461207-33  | REQ 4476/2024                                          | 44  | 321 | 3      | 368  
2024 | 2432865-33  | REQ 4232/2024                                          | 106 | 262 |        | 368  
2024 | 2418838-7   | (sem proposicao vinculada)                             | 350 | 17  | 1      | 368  
2024 | 2456109-35  | RDF 1 => PDL 343/2024                                  | 364 | 2   | 1      | 367  
2024 | 2408948-7   | (sem proposicao vinculada)                             | 366 |     | 1      | 367  
2024 | 2258828-105 | REQ 1145/2023                                          | 267 | 85  | 15     | 367  
2024 | 2431821-7   | REQ 1495/2024                                          | 285 | 78  | 3      | 366  
2024 | 2400758-37  | PRLP 1 => PLP 233/2023                                 | 106 | 259 | 1      | 366  
2024 | 347421-202  | REQ 815/2007 => PEC 558/2006                           | 4   | 360 | 1      | 365  
2024 | 2456554-54  | REQ 3458/2024                                          | 135 | 229 | 1      | 365  
2024 | 2388029-88  | REQ 3443/2023                                          | 361 | 3   |        | 364  
2024 | 2352476-136 | REQ 861/2023                                           | 58  | 302 | 3      | 363  
2024 | 2431748-8   | (sem proposicao vinculada)                             | 361 |     | 1      | 362  
2024 | 2447183-64  | REQ 2524/2024                                          | 258 | 102 | 1      | 361  
2024 | 2461217-7   | (sem proposicao vinculada)                             | 244 | 115 | 1      | 360  
2024 | 2238434-146 | REQ 1801/2021                                          | 14  | 280 | 66     | 360  
2024 | 2465140-45  | REQ 4816/2024                                          | 280 | 78  | 1      | 359  
2024 | 2420014-8   | (sem proposicao vinculada)                             | 270 | 88  | 1      | 359  
2024 | 2194861-66  | REQ 1145/2023                                          | 108 | 248 | 3      | 359  
2024 | 2430143-45  | REQ 2261/2024                                          | 115 | 239 | 4      | 358  
2024 | 2466104-30  | EMP 1 => PLP 175/2024                                  | 304 | 52  | 1      | 357  
2024 | 2454704-50  | REQ 3346/2024                                          | 53  | 240 | 64     | 357  
2024 | 2323391-73  | EMS 1269/2022                                          | 343 | 11  | 2      | 356  
2024 | 2407112-7   | (sem proposicao vinculada)                             | 337 | 17  | 1      | 355  
2024 | 565397-185  | REQ 8837/2013 => PL 5010/2013                          | 149 | 204 | 1      | 354  
2024 | 2454704-55  | REQ 3346/2024                                          | 57  | 228 | 69     | 354  
2024 | 2420733-7   | (sem proposicao vinculada)                             | 348 | 5   | 1      | 354  
2024 | 2448947-5   | REQ 2581/2024                                          | 300 | 50  | 2      | 352  
2024 | 2238434-87  | REQ 1801/2021                                          | 288 | 62  | 2      | 352  
2024 | 2194861-77  | REQ 1145/2023                                          | 238 | 111 | 3      | 352  
2024 | 2479094-8   | REQ 4890/2024                                          | 334 | 16  | 1      | 351  
2024 | 2448974-50  | REQ 3015/2024                                          | 283 | 64  | 3      | 350  
2024 | 2438459-31  | REQ 2262/2024                                          | 108 | 241 | 1      | 350  
2024 | 480184-129  | REQ 3281/2015 => PL 7452/2010                          | 266 | 78  | 5      | 349  
2024 | 2419197-39  | REQ 680/2024                                           | 88  | 257 | 1      | 346  
2024 | 2467306-30  | REQ 4454/2024                                          | 28  | 316 | 1      | 345  
2024 | 2454704-36  | REQ 3346/2024                                          | 43  | 243 | 59     | 345  
2024 | 2447264-7   | (sem proposicao vinculada)                             | 329 | 11  | 1      | 341  
2024 | 2454704-76  | REQ 3346/2024                                          | 231 | 54  | 55     | 340  
2024 | 2454704-58  | REQ 3346/2024                                          | 133 | 204 | 1      | 338  
2024 | 2439779-55  | REQ 4192/2024                                          | 241 | 94  | 3      | 338  
2024 | 2422095-37  | RDF 1 => MPV 1210/2024                                 | 336 |     | 1      | 337  
2024 | 2194861-82  | REQ 1145/2023                                          | 229 | 106 | 2      | 337  
2024 | 2194861-62  | REQ 1145/2023                                          | 90  | 247 |        | 337  
2024 | 2467306-39  | REQ 4454/2024                                          | 236 | 99  | 1      | 336  
2024 | 2194861-91  | REQ 1145/2023                                          | 228 | 107 | 1      | 336  
2024 | 2422697-66  | EMP 1 => PL 914/2024                                   | 174 | 159 | 2      | 335  
2024 | 2454704-64  | REQ 3346/2024                                          | 206 | 70  | 57     | 333  
2024 | 2439779-42  | REQ 4192/2024                                          | 99  | 232 | 2      | 333  
2024 | 2454704-70  | REQ 3346/2024                                          | 189 | 140 | 1      | 330  
2024 | 2439779-46  | REQ 4192/2024                                          | 97  | 230 | 2      | 329  
2024 | 2454704-67  | REQ 3346/2024                                          | 200 | 80  | 45     | 325  
2024 | 2416790-24  | PAR 1/2024 => MPV 1202/2023                            | 17  | 304 | 1      | 322  
2024 | 2194861-73  | REQ 1145/2023                                          | 90  | 227 | 1      | 318  
2024 | 2438459-63  | REQ 2262/2024                                          | 71  | 221 | 1      | 293  
2024 | 2194861-94  | REQ 1145/2023                                          | 196 | 84  | 1      | 281  
2024 | 2430143-125 | REQ 2261/2024                                          | 46  | 232 | 1      | 279  
2024 | 2460010-35  | REQ 4140/2024                                          | 82  | 193 | 1      | 276  
2024 | 2419197-54  | REQ 680/2024                                           | 86  | 178 | 1      | 265  
2024 | 2194861-85  | REQ 1145/2023                                          | 183 | 79  | 1      | 263  
2024 | 2194861-79  | REQ 1145/2023                                          | 176 | 86  | 1      | 263  
2024 | 2423268-31  | PRL 1 CCJC => CMC 1/2024                               | 39  | 25  | 1      | 65   
2024 | 2428236-50  | REQ 9/2024 CCJC                                        | 47  | 17  |        | 64   
2024 | 2362096-67  | PRL 1 CCJC => PLP 108/2023                             | 34  | 30  |        | 64   
2024 | 2373113-47  | REQ 37/2024 CCJC                                       | 38  | 24  |        | 62   
2024 | 945492-151  | EMC 1/2024 CCJC => PL 104/2015                         | 45  | 14  |        | 59   
2024 | 2458802-18  | PRL 1 CCJC => REC 21/2024                              | 57  | 2   |        | 59   
2024 | 2362096-45  | PRL 1 CCJC => PLP 108/2023                             | 22  | 36  | 1      | 59   
2024 | 2349493-37  | PRL 1/2024 CCJC => PL 709/2023                         | 17  | 42  |        | 59   
2024 | 2350568-60  | PRL 1 CCJC => PEC 3/2023                               | 31  | 27  |        | 58   
2024 | 2318399-27  | PRL 1 CCJC => PL 658/2022                              | 19  | 39  |        | 58   
2024 | 2410488-45  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                 | 39  | 18  |        | 57   
2024 | 2448732-23  | PRL 1 CCJC => PEC 28/2024                              | 19  | 37  |        | 56   
2024 | 2350568-47  | PRL 1 CCJC => PEC 3/2023                               | 19  | 37  |        | 56   
2024 | 2190986-125 | PRL 1 CCJC => PL 364/2019                              | 38  | 18  |        | 56   
2024 | 2373113-42  | REQ 37/2024 CCJC                                       | 26  | 29  |        | 55   
2024 | 2410488-26  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                 | 18  | 36  |        | 54   
2024 | 2147513-171 | PRL 1 CCJC => PL 8262/2017                             | 39  | 15  |        | 54   
2024 | 2219957-37  | PRL 1 CCJC => PLP 215/2019                             | 20  | 33  |        | 53   
2024 | 2350568-53  | PRL 1 CCJC => PEC 3/2023                               | 29  | 22  |        | 51   
2024 | 2193587-83  | PRL 1 CCJC => PL 1342/2019                             | 38  | 13  |        | 51   
2024 | 1212491-84  | PRL 1 CCJC => PL 1169/2015                             | 31  | 20  |        | 51   
2024 | 543252-60   | PRL 1 CCJC => PEC 164/2012                             | 35  | 15  |        | 50   
2024 | 2391567-50  | PRL 1 CCJC => PEC 50/2023                              | 38  | 12  |        | 50   
2024 | 2373113-32  | REQ 37/2024 CCJC                                       | 22  | 28  |        | 50   
2024 | 2324721-79  | PRL 1 CCJC => PL 1366/2022 (Nº Anterior: PLS 214/2015) | 39  | 11  |        | 50   
2024 | 2318399-50  | PRL 1 CCJC => PL 658/2022                              | 36  | 14  |        | 50   
2024 | 2286627-155 | PRL 1 CCJC => PL 2168/2021                             | 37  | 13  |        | 50   
2024 | 2079700-179 | PRL 1 CCJC => PL 4754/2016                             | 16  | 34  |        | 50   
2023 | 2196833-326 | REQ 1406/2019 => PEC 293/2004                          | 382 | 118 | 3      | 503  
2023 | 259094-136  | REQ 1744/2004 => PEC 228/2004                          | 371 | 121 | 7      | 499  
2023 | 2196833-349 | REQ 1406/2019 => PEC 293/2004                          | 390 | 108 | 1      | 499  
2023 | 259094-176  | REQ 1744/2004 => PEC 228/2004                          | 341 | 153 | 4      | 498  
2023 | 2196833-353 | REQ 1406/2019 => PEC 293/2004                          | 379 | 116 | 1      | 496  
2023 | 2196833-359 | REQ 1406/2019 => PEC 293/2004                          | 379 | 114 | 2      | 495  
2023 | 2196833-323 | REQ 1406/2019 => PEC 293/2004                          | 133 | 357 | 5      | 495  
2023 | 259094-149  | REQ 1744/2004 => PEC 228/2004                          | 352 | 141 | 1      | 494  
2023 | 2196833-328 | REQ 1406/2019 => PEC 293/2004                          | 379 | 114 | 1      | 494  
2023 | 259094-179  | REQ 1744/2004 => PEC 228/2004                          | 299 | 192 | 2      | 493  
2023 | 2196833-362 | REQ 1406/2019 => PEC 293/2004                          | 344 | 147 | 2      | 493  
2023 | 259094-199  | REQ 1744/2004 => PEC 228/2004                          | 293 | 198 | 1      | 492  
2023 | 2196833-373 | REQ 1406/2019 => PEC 293/2004                          | 375 | 113 | 3      | 491  
2023 | 259094-140  | REQ 1744/2004 => PEC 228/2004                          | 326 | 161 | 2      | 489  
2023 | 2196833-365 | REQ 1406/2019 => PEC 293/2004                          | 461 | 24  | 3      | 488  
2023 | 2196833-356 | REQ 1406/2019 => PEC 293/2004                          | 383 | 103 | 2      | 488  
2023 | 2196833-331 | REQ 1406/2019 => PEC 293/2004                          | 317 | 170 | 1      | 488  
2023 | 259094-193  | REQ 1744/2004 => PEC 228/2004                          | 333 | 154 |        | 487  
2023 | 2196833-395 | REQ 1406/2019 => PEC 293/2004                          | 307 | 166 | 13     | 486  
2023 | 259094-190  | REQ 1744/2004 => PEC 228/2004                          | 365 | 118 | 2      | 485  
2023 | 2357053-47  | REQ 1241/2023                                          | 372 | 108 | 1      | 481  
2023 | 2357053-62  | REQ 1241/2023                                          | 316 | 160 | 4      | 480  
2023 | 259094-172  | REQ 1744/2004 => PEC 228/2004                          | 285 | 192 | 2      | 479  
2023 | 2357053-38  | REQ 1241/2023                                          | 371 | 105 | 3      | 479  
2023 | 259094-143  | REQ 1744/2004 => PEC 228/2004                          | 445 | 29  | 2      | 476  
2023 | 2357053-65  | REQ 1241/2023                                          | 306 | 170 |        | 476  
2023 | 2362292-8   | REQ 1537/2023                                          | 367 | 102 | 2      | 471  
2023 | 2196833-390 | REQ 1406/2019 => PEC 293/2004                          | 349 | 84  | 38     | 471  
2023 | 259094-166  | REQ 1744/2004 => PEC 228/2004                          | 324 | 142 | 4      | 470  
2023 | 2345493-31  | PLV 12/2023                                            | 130 | 337 | 2      | 469  
2023 | 2288318-70  | REQ 2988/2023                                          | 464 | 3   | 2      | 469  
2023 | 2196833-386 | REQ 1406/2019 => PEC 293/2004                          | 336 | 132 |        | 468  
2023 | 2374400-53  | RPD 1 => PL 3626/2023                                  | 222 | 242 | 3      | 467  
2023 | 2357053-59  | REQ 1241/2023                                          | 326 | 138 | 1      | 465  
2023 | 2345493-41  | PLV 12/2023                                            | 337 | 125 | 2      | 464  
2023 | 2380451-7   | REQ 2617/2023                                          | 447 | 13  | 2      | 462  
2023 | 2357053-70  | REQ 1241/2023                                          | 126 | 335 | 1      | 462  
2023 | 2357871-9   | REQ 1281/2023                                          | 322 | 136 | 3      | 461  
2023 | 2196833-380 | REQ 1406/2019 => PEC 293/2004                          | 423 | 37  | 1      | 461  
2023 | 2384692-38  | PAR 1 => MPV 1185/2023                                 | 56  | 336 | 68     | 460  
2023 | 2367064-82  | EMP 1 => PL 2920/2023                                  | 251 | 206 | 1      | 458  
2023 | 259094-129  | REQ 1744/2004 => PEC 228/2004                          | 340 | 42  | 75     | 457  
2023 | 2362190-9   | REQ 1530/2023                                          | 324 | 131 | 2      | 457  
2023 | 2288318-78  | REQ 2988/2023                                          | 453 | 3   | 1      | 457  
2023 | 2387066-63  | REQ 2998/2023                                          | 367 | 86  | 3      | 456  
2023 | 2384692-33  | PAR 1 => MPV 1185/2023                                 | 338 | 47  | 71     | 456  
2023 | 2379582-7   | REQ 2550/2023                                          | 450 | 5   | 1      | 456  
2023 | 2412712-8   | REQ 4275/2023                                          | 351 | 102 | 1      | 454  
2023 | 2409076-34  | REQ 4239/2023                                          | 370 | 77  | 5      | 452  
2023 | 2384692-35  | PAR 1 => MPV 1185/2023                                 | 335 | 56  | 61     | 452  
2023 | 2196833-307 | REQ 1406/2019 => PEC 293/2004                          | 148 | 302 | 2      | 452  
2023 | 2357053-53  | REQ 1241/2023                                          | 429 | 20  | 2      | 451  
2023 | 345311-257  | REQ 1911/2007 => PL 490/2007                           | 311 | 137 | 2      | 450  
2023 | 2357053-50  | REQ 1241/2023                                          | 102 | 346 | 2      | 450  
2023 | 2357053-30  | REQ 1241/2023                                          | 105 | 342 | 3      | 450  
2023 | 2345493-47  | PLV 12/2023                                            | 260 | 186 | 3      | 449  
2023 | 2384692-27  | PAR 1 => MPV 1185/2023                                 | 42  | 331 | 75     | 448  
2023 | 2350586-63  | REQ 2415/2023                                          | 430 | 17  | 1      | 448  
2023 | 259094-151  | REQ 1744/2004 => PEC 228/2004                          | 437 | 10  |        | 447  
2023 | 2384692-45  | PAR 1 => MPV 1185/2023                                 | 49  | 325 | 73     | 447  
2023 | 2362137-8   | REQ 1520/2023                                          | 356 | 89  | 1      | 446  
2023 | 2360062-8   | REQ 1402/2023                                          | 304 | 141 | 1      | 446  
2023 | 2384692-31  | PAR 1 => MPV 1185/2023                                 | 327 | 43  | 75     | 445  
2023 | 2357053-110 | REQ 1241/2023                                          | 19  | 423 | 3      | 445  
2023 | 2383287-43  | PRLP 1 => PL 4173/2023                                 | 323 | 119 | 2      | 444  
2023 | 2357053-108 | REQ 1241/2023                                          | 379 | 64  | 1      | 444  
2023 | 2357053-105 | REQ 1241/2023                                          | 351 | 92  | 1      | 444  
2023 | 2357053-119 | REQ 1241/2023                                          | 176 | 265 | 2      | 443  
2023 | 259094-187  | REQ 1744/2004 => PEC 228/2004                          | 49  | 323 | 70     | 442  
2023 | 259094-125  | REQ 1744/2004 => PEC 228/2004                          | 44  | 318 | 80     | 442  
2023 | 2382611-10  | (sem proposicao vinculada)                             | 337 | 103 | 2      | 442  
2023 | 2359135-39  | PAR 1/2023 => MPV 1172/2023                            | 439 | 1   | 2      | 442  
2023 | 2350586-73  | REQ 2415/2023                                          | 116 | 325 | 1      | 442  
2023 | 345311-270  | REQ 1911/2007 => PL 490/2007                           | 283 | 155 | 2      | 440  
2023 | 2345493-44  | PLV 12/2023                                            | 324 | 114 | 2      | 440  
2023 | 2345493-35  | PLV 12/2023                                            | 324 | 114 | 2      | 440  
2023 | 345311-276  | REQ 1911/2007 => PL 490/2007                           | 288 | 148 | 3      | 439  
2023 | 2400118-7   | REQ 3725/2023                                          | 401 | 37  | 1      | 439  
2023 | 2387266-8   | (sem proposicao vinculada)                             | 384 | 51  | 4      | 439  
2023 | 2383287-41  | PRLP 1 => PL 4173/2023                                 | 118 | 318 | 2      | 438  
2023 | 2372099-6   | (sem proposicao vinculada)                             | 335 | 100 | 3      | 438  
2023 | 2367595-12  | REQ 1890/2023                                          | 318 | 118 | 2      | 438  
2023 | 2196833-392 | REQ 1406/2019 => PEC 293/2004                          | 370 | 28  | 40     | 438  
2023 | 2387066-44  | REQ 2998/2023                                          | 57  | 376 | 3      | 436  
2023 | 2355510-53  | REQ 2071/2023                                          | 423 | 11  | 2      | 436  
2023 | 2383287-53  | PRLP 1 => PL 4173/2023                                 | 116 | 318 | 1      | 435  
2023 | 345311-279  | REQ 1911/2007 => PL 490/2007                           | 290 | 142 | 2      | 434  
2023 | 2400068-23  | RPD 1 => REC 33/2023                                   | 171 | 262 | 1      | 434  
2023 | 2384692-49  | PAR 1 => MPV 1185/2023                                 | 50  | 320 | 64     | 434  
2023 | 259094-121  | REQ 1744/2004 => PEC 228/2004                          | 46  | 311 | 76     | 433  
2023 | 2405312-8   | REQ 3997/2023                                          | 301 | 131 | 1      | 433  
2023 | 2374400-46  | RPD 1 => PL 3626/2023                                  | 82  | 342 | 9      | 433  
2023 | 2355135-49  | RPD 1 => PDL 98/2023                                   | 295 | 136 | 2      | 433  
2023 | 2345368-78  | DTQ 1 => MPV 1150/2022                                 | 66  | 364 | 3      | 433  
2023 | 259094-146  | REQ 1744/2004 => PEC 228/2004                          | 62  | 370 |        | 432  
2023 | 2407521-8   | REQ 4111/2023                                          | 371 | 60  | 1      | 432  
2023 | 2359287-7   | REQ 1364/2023                                          | 274 | 157 | 1      | 432  
2023 | 2345493-38  | PLV 12/2023                                            | 319 | 111 | 2      | 432  
2023 | 2387066-78  | REQ 2998/2023                                          | 122 | 304 | 5      | 431  
2023 | 2349947-42  | RPD 1 => MPV 1164/2023                                 | 159 | 270 | 2      | 431  
2023 | 2310837-8   | (sem proposicao vinculada)                             | 238 | 192 | 1      | 431  
2023 | 2383287-61  | PRLP 1 => PL 4173/2023                                 | 127 | 302 | 1      | 430  
2023 | 2115253-175 | REQ 1364/2023                                          | 296 | 121 | 13     | 430  
2023 | 2387264-8   | REQ 2998/2023                                          | 366 | 60  | 3      | 429  
2023 | 2345493-50  | PLV 12/2023                                            | 182 | 243 | 3      | 428  
2023 | 2387035-44  | REQ 3312/2023                                          | 30  | 350 | 47     | 427  
2023 | 2377675-8   | (sem proposicao vinculada)                             | 425 | 1   | 1      | 427  
