Q9 v2.3 - Lista de propostas/votacoes

Q9 v2.3 - Propostas disponiveis
ano  | id_votacao  | proposicao                                             | sim | nao | outros | total
2025 | 2524984-37  | REQ 3754/2025                                          | 313 | 88  | 3      | 404  
2025 | 2520670-66  | REQ 2529/2025                                          | 286 | 116 | 2      | 404  
2025 | 2503832-40  | REQ 2780/2025                                          | 23  | 380 | 1      | 404  
2025 | 2456110-48  | RPD 1 => PDL 344/2024                                  | 103 | 300 | 1      | 404  
2025 | 2413257-125 | REQ 4759/2024                                          | 159 | 243 | 1      | 403  
2025 | 2225224-117 | REQ 894/2021                                           | 386 | 15  | 2      | 403  
2025 | 2566427-8   | REQ 4016/2025                                          | 271 | 127 | 4      | 402  
2025 | 2526776-31  | REQ 4625/2025                                          | 134 | 267 | 1      | 402  
2025 | 2512384-8   | (sem proposicao vinculada)                             | 294 | 107 | 1      | 402  
2025 | 2494647-7   | REQ 1294/2025                                          | 291 | 110 | 1      | 402  
2025 | 2413257-116 | REQ 4759/2024                                          | 302 | 99  | 1      | 402  
2025 | 2279186-94  | REQ 860/2021                                           | 276 | 125 | 1      | 402  
2025 | 2575077-10  | REQ 4381/2025                                          | 300 | 100 | 1      | 401  
2025 | 2500260-31  | REQ 1658/2025                                          | 48  | 352 | 1      | 401  
2025 | 2483495-47  | REQ 1516/2025                                          | 274 | 122 | 5      | 401  
2025 | 2456731-75  | REQ 3509/2024                                          | 275 | 121 | 5      | 401  
2025 | 2453934-59  | REQ 4484/2024                                          | 277 | 123 | 1      | 401  
2025 | 2422905-75  | REQ 5289/2025                                          | 397 | 3   | 1      | 401  
2025 | 2421211-77  | REQ 1292/2025                                          | 158 | 239 | 4      | 401  
2025 | 2386051-93  | REQ 3108/2023                                          | 287 | 113 | 1      | 401  
2025 | 2351284-38  | REQ 979/2023                                           | 334 | 65  | 2      | 401  
2025 | 2121642-95  | REQ 702/2019 => PL 6749/2016                           | 84  | 315 | 2      | 401  
2025 | 2556109-8   | REQ 3680/2025                                          | 300 | 99  | 1      | 400  
2025 | 2483863-74  | REQ 4381/2025                                          | 382 | 17  | 1      | 400  
2025 | 2471177-105 | REQ 2042/2025                                          | 283 | 116 | 1      | 400  
2025 | 2463814-40  | RPD 1 => MPV 1268/2024                                 | 308 | 88  | 4      | 400  
2025 | 2463712-40  | REQ 4731/2024                                          | 399 |     | 1      | 400  
2025 | 2379209-61  | REQ 592/2024                                           | 300 | 99  | 1      | 400  
2025 | 2297512-70  | RPD 1 => PDL 609/2021                                  | 392 | 7   | 1      | 400  
2025 | 2193584-7   | REQ 715/2019 => PL 638/2019                            | 286 | 113 | 1      | 400  
2025 | 2541109-77  | REQ 3288/2025                                          | 108 | 290 | 1      | 399  
2025 | 2536992-8   | REQ 2780/2025                                          | 384 | 13  | 1      | 398  
2025 | 2524984-25  | REQ 3754/2025                                          | 127 | 270 | 1      | 398  
2025 | 2360457-45  | REQ 4388/2024                                          | 275 | 113 | 10     | 398  
2025 | 2279186-99  | REQ 860/2021                                           | 223 | 174 | 1      | 398  
2025 | 545304-132  | RPD 1 => PL 3899/2012                                  | 162 | 234 | 1      | 397  
2025 | 2360457-42  | REQ 4388/2024                                          | 129 | 261 | 7      | 397  
2025 | 2492307-38  | REQ 1260/2025                                          | 300 | 92  | 4      | 396  
2025 | 2535455-16  | REQ 3205/2025                                          | 117 | 277 | 1      | 395  
2025 | 2497816-44  | REQ 2060/2025                                          | 256 | 136 | 3      | 395  
2025 | 2121642-88  | REQ 702/2019 => PL 6749/2016                           | 82  | 311 | 2      | 395  
2025 | 257161-442  | REQ 1864/2007                                          | 124 | 269 | 1      | 394  
2025 | 2530336-53  | REQ 2643/2025                                          | 246 | 146 | 2      | 394  
2025 | 2483495-52  | REQ 1516/2025                                          | 278 | 111 | 5      | 394  
2025 | 2471177-114 | REQ 2042/2025                                          | 286 | 107 | 1      | 394  
2025 | 2456731-79  | REQ 3509/2024                                          | 269 | 124 | 1      | 394  
2025 | 2341047-60  | REQ 843/2023                                           | 105 | 289 |        | 394  
2025 | 2237596-92  | REQ 5097/2025                                          | 386 | 7   | 1      | 394  
2025 | 257161-446  | REQ 1864/2007                                          | 119 | 273 | 1      | 393  
2025 | 2494658-8   | (sem proposicao vinculada)                             | 279 | 113 | 1      | 393  
2025 | 2279186-92  | REQ 860/2021                                           | 260 | 132 | 1      | 393  
2025 | 2517547-55  | RPD 1 => PDL 242/2025                                  | 375 | 15  | 2      | 392  
2025 | 2432423-87  | REQ 4624/2024                                          | 129 | 262 | 1      | 392  
2025 | 2397890-54  | REQ 1496/2024                                          | 34  | 356 | 2      | 392  
2025 | 2324988-18  | PRLP 1 => PDL 167/2022                                 | 121 | 270 | 1      | 392  
2025 | 545304-120  | RPD 1 => PL 3899/2012                                  | 126 | 264 | 1      | 391  
2025 | 2579832-105 | REQ 4666/2025                                          | 349 | 40  | 2      | 391  
2025 | 2559194-44  | REQ 3789/2025                                          | 8   | 382 | 1      | 391  
2025 | 2525122-73  | RPD 1 => REP 2/2025                                    | 151 | 236 | 4      | 391  
2025 | 2487358-48  | REQ 2265/2025                                          | 272 | 117 | 2      | 391  
2025 | 2432423-70  | REQ 4624/2024                                          | 115 | 275 | 1      | 391  
2025 | 2536848-6   | RPD 1 => REQ 2779/2025                                 | 319 | 70  | 1      | 390  
2025 | 2483495-38  | REQ 1516/2025                                          | 116 | 269 | 5      | 390  
2025 | 2432423-88  | REQ 4624/2024                                          | 278 | 110 | 2      | 390  
2025 | 255291-105  | REQ 2958/2015 => PL 3648/2004                          | 57  | 331 | 1      | 389  
2025 | 2456731-84  | REQ 3509/2024                                          | 266 | 118 | 5      | 389  
2025 | 2560611-10  | (sem proposicao vinculada)                             | 336 | 50  | 1      | 387  
2025 | 2576234-34  | EMP 1 => PLP 204/2025                                  | 360 | 23  | 3      | 386  
2025 | 2555110-45  | REQ 3961/2025                                          | 278 | 107 | 1      | 386  
2025 | 2432423-82  | REQ 4624/2024                                          | 116 | 269 | 1      | 386  
2025 | 2430953-270 | RPD 1 => PL 1546/2024                                  | 259 | 126 | 1      | 386  
2025 | 2379209-53  | REQ 592/2024                                           | 93  | 292 | 1      | 386  
2025 | 2498967-8   | (sem proposicao vinculada)                             | 267 | 116 | 2      | 385  
2025 | 2487358-45  | REQ 2265/2025                                          | 123 | 261 | 1      | 385  
2025 | 2421211-106 | REQ 1292/2025                                          | 210 | 174 | 1      | 385  
2025 | 2413257-115 | REQ 4759/2024                                          | 103 | 281 | 1      | 385  
2025 | 2355104-96  | REQ 4616/2024                                          | 90  | 289 | 6      | 385  
2025 | 257161-454  | REQ 1864/2007                                          | 267 | 116 | 1      | 384  
2025 | 2535328-36  | DTQ 1 => MPV 1304/2025                                 | 148 | 233 | 2      | 383  
2025 | 2421211-103 | REQ 1292/2025                                          | 208 | 174 | 1      | 383  
2025 | 2549432-7   | REQ 3387/2025                                          | 266 | 114 | 2      | 382  
2025 | 2497816-35  | REQ 2060/2025                                          | 141 | 240 | 1      | 382  
2025 | 2253943-133 | REQ 2575/2021                                          | 371 | 10  | 1      | 382  
2025 | 2483495-62  | REQ 1516/2025                                          | 256 | 123 | 2      | 381  
2025 | 2533420-8   | REQ 2672/2025                                          | 323 | 55  | 2      | 380  
2025 | 2485227-8   | (sem proposicao vinculada)                             | 347 | 29  | 4      | 380  
2025 | 2483495-56  | REQ 1516/2025                                          | 266 | 113 | 1      | 380  
2025 | 2413257-114 | REQ 4759/2024                                          | 90  | 288 | 2      | 380  
2025 | 2341047-55  | REQ 843/2023                                           | 76  | 303 | 1      | 380  
2025 | 2421211-88  | REQ 1292/2025                                          | 209 | 165 | 5      | 379  
2025 | 264726-136  | REQ 3515/2015 => PL 4149/2004                          | 235 | 142 | 1      | 378  
2025 | 2465240-36  | REQ 4485/2024                                          | 295 | 80  | 3      | 378  
2025 | 2432423-93  | REQ 4624/2024                                          | 243 | 133 | 2      | 378  
2025 | 2530336-43  | REQ 2643/2025                                          | 210 | 166 | 1      | 377  
2025 | 2494086-7   | REQ 1260/2025                                          | 361 | 10  | 6      | 377  
2025 | 2410601-41  | RPD 1 => PDL 478/2023                                  | 54  | 318 | 5      | 377  
2025 | 2233324-71  | REQ 1625/2022                                          | 111 | 261 | 5      | 377  
2025 | 2494645-8   | REQ 1293/2025                                          | 259 | 113 | 4      | 376  
2025 | 2481257-34  | RPD 1 => PDL 725/2024                                  | 94  | 278 | 4      | 376  
2025 | 2453934-65  | REQ 4484/2024                                          | 264 | 110 | 2      | 376  
2025 | 2442331-46  | RPD 1 => PDL 308/2024                                  | 363 | 11  | 2      | 376  
2025 | 2386051-101 | REQ 3108/2023                                          | 274 | 101 | 1      | 376  
2025 | 2530336-46  | REQ 2643/2025                                          | 230 | 143 | 2      | 375  
2025 | 2456731-71  | REQ 3509/2024                                          | 261 | 108 | 6      | 375  
2025 | 2438687-71  | REQ 4162/2025                                          | 285 | 86  | 4      | 375  
2025 | 2453934-72  | REQ 4484/2024                                          | 152 | 220 | 2      | 374  
2025 | 2335185-89  | REQ 3397/2025                                          | 369 | 4   | 1      | 374  
2025 | 2530336-50  | REQ 2643/2025                                          | 228 | 143 | 2      | 373  
2025 | 2492307-32  | REQ 1260/2025                                          | 85  | 283 | 5      | 373  
2025 | 2421211-85  | REQ 1292/2025                                          | 158 | 211 | 4      | 373  
2025 | 2306513-111 | REQ 1213/2023                                          | 48  | 322 | 2      | 372  
2025 | 2233324-75  | REQ 1625/2022                                          | 108 | 261 | 3      | 372  
2025 | 2438459-126 | REQ 2262/2024                                          | 81  | 289 | 1      | 371  
2025 | 2530336-58  | REQ 2643/2025                                          | 217 | 152 | 1      | 370  
2025 | 2438687-76  | REQ 4162/2025                                          | 169 | 200 | 1      | 370  
2025 | 2428615-16  | RPD 1 => REC 7/2024                                    | 120 | 249 | 1      | 370  
2025 | 2494644-8   | REQ 1292/2025                                          | 262 | 105 | 2      | 369  
2025 | 2487358-40  | REQ 2265/2025                                          | 125 | 243 | 1      | 369  
2025 | 2483495-59  | REQ 1516/2025                                          | 251 | 117 | 1      | 369  
2025 | 2483447-25  | RPD 1 => PL 358/2025                                   | 304 | 64  | 1      | 369  
2025 | 2519886-21  | PAR 1/2025 => MPV 1301/2025                            | 89  | 277 | 2      | 368  
2025 | 2481874-29  | REQ 1294/2025                                          | 67  | 299 | 1      | 367  
2025 | 2454495-142 | REQ 4812/2024                                          | 338 | 28  | 1      | 367  
2025 | 2421211-109 | REQ 1292/2025                                          | 204 | 162 | 1      | 367  
2025 | 2233324-83  | REQ 1625/2022                                          | 113 | 248 | 6      | 367  
2025 | 257161-450  | REQ 1864/2007                                          | 256 | 109 | 1      | 366  
2025 | 2520670-46  | REQ 2529/2025                                          | 276 | 67  | 22     | 365  
2025 | 2438467-41  | REQ 2263/2024                                          | 125 | 236 | 4      | 365  
2025 | 2270325-92  | REQ 3612/2023                                          | 148 | 215 | 1      | 364  
2025 | 2233324-86  | REQ 1625/2022                                          | 233 | 125 | 6      | 364  
2025 | 2453219-36  | REQ 3530/2024                                          | 77  | 285 | 1      | 363  
2025 | 2463814-34  | RPD 1 => MPV 1268/2024                                 | 88  | 269 | 5      | 362  
2025 | 2552333-8   | REQ 3528/2025                                          | 349 | 11  | 1      | 361  
2025 | 2497816-47  | REQ 2060/2025                                          | 214 | 146 | 1      | 361  
2025 | 2456110-43  | RPD 1 => PDL 344/2024                                  | 92  | 268 | 1      | 361  
2025 | 2386051-90  | REQ 3108/2023                                          | 100 | 259 | 2      | 361  
2025 | 2297512-65  | RPD 1 => PDL 609/2021                                  | 102 | 258 | 1      | 361  
2025 | 257161-462  | REQ 1864/2007                                          | 242 | 117 | 1      | 360  
2025 | 2530336-32  | REQ 2643/2025                                          | 131 | 228 | 1      | 360  
2025 | 2570219-7   | REQ 4201/2025                                          | 303 | 55  | 1      | 359  
2025 | 2530336-40  | REQ 2643/2025                                          | 125 | 233 | 1      | 359  
2025 | 2486461-64  | REQ 1669/2025                                          | 88  | 270 | 1      | 359  
2025 | 2535328-24  | DTQ 1 => MPV 1304/2025                                 | 157 | 198 | 3      | 358  
2025 | 264726-131  | REQ 3515/2015 => PL 4149/2004                          | 132 | 223 | 1      | 356  
2025 | 2497816-50  | REQ 2060/2025                                          | 226 | 130 |        | 356  
2025 | 2358548-81  | REQ 2529/2023                                          | 218 | 136 | 2      | 356  
2025 | 2430953-277 | RPD 1 => PL 1546/2024                                  | 266 | 86  | 1      | 353  
2025 | 2481875-32  | REQ 1296/2025                                          | 69  | 282 | 1      | 352  
2025 | 2456731-67  | REQ 3509/2024                                          | 102 | 244 | 5      | 351  
2025 | 2430953-280 | RPD 1 => PL 1546/2024                                  | 108 | 241 | 2      | 351  
2025 | 622019-63   | REQ 2086/2015 => PL 7906/2014                          | 119 | 230 | 1      | 350  
2025 | 2467641-27  | REQ 1293/2025                                          | 70  | 279 | 1      | 350  
2025 | 2438459-143 | REQ 2262/2024                                          | 15  | 334 | 1      | 350  
2025 | 2399380-8   | REQ 4760/2025                                          | 340 | 8   | 1      | 349  
2025 | 2191678-93  | REQ 715/2019 => PL 638/2019                            | 274 | 73  | 2      | 349  
2025 | 2318217-86  | RPD 1 => PLP 235/2019                                  | 311 | 35  | 1      | 347  
2025 | 2471177-64  | REQ 2042/2025                                          | 257 | 88  | 1      | 346  
2025 | 2481875-38  | REQ 1296/2025                                          | 276 | 68  | 1      | 345  
2025 | 2456731-58  | REQ 3509/2024                                          | 102 | 241 | 1      | 344  
2025 | 622019-76   | REQ 2086/2015 => PL 7906/2014                          | 225 | 117 | 1      | 343  
2025 | 2442331-41  | RPD 1 => PDL 308/2024                                  | 95  | 247 | 1      | 343  
2025 | 622019-68   | REQ 2086/2015 => PL 7906/2014                          | 128 | 214 |        | 342  
2025 | 2456731-54  | REQ 3509/2024                                          | 101 | 240 | 1      | 342  
2025 | 2157806-143 | REQ 3074/2019                                          | 87  | 254 | 1      | 342  
2025 | 257161-465  | REQ 1864/2007                                          | 232 | 104 | 1      | 337  
2025 | 2530336-35  | REQ 2643/2025                                          | 116 | 220 | 1      | 337  
2025 | 257161-467  | REQ 1864/2007                                          | 234 | 101 | 1      | 336  
2025 | 2494408-21  | EMP 1 => PL 1466/2025                                  | 93  | 242 | 1      | 336  
2025 | 2381043-91  | REQ 2815/2023                                          | 226 | 109 | 1      | 336  
2025 | 2541109-40  | REQ 3288/2025                                          | 45  | 288 | 2      | 335  
2025 | 2421211-112 | REQ 1292/2025                                          | 178 | 155 | 2      | 335  
2025 | 622019-73   | REQ 2086/2015 => PL 7906/2014                          | 204 | 128 | 1      | 333  
2025 | 2417172-60  | REQ 1260/2024                                          | 80  | 251 | 2      | 333  
2025 | 2497990-25  | RPD 1 => PL 1707/2025                                  | 101 | 230 | 1      | 332  
2025 | 2438459-115 | REQ 2262/2024                                          | 77  | 252 | 1      | 330  
2025 | 2410601-46  | RPD 1 => PDL 478/2023                                  | 310 | 5   | 15     | 330  
2025 | 2358548-86  | REQ 2529/2023                                          | 208 | 121 | 1      | 330  
2025 | 2483495-34  | REQ 1516/2025                                          | 98  | 229 | 1      | 328  
2025 | 2483495-64  | REQ 1516/2025                                          | 225 | 100 | 1      | 326  
2025 | 2442848-42  | RPD 1 => PDL 311/2024                                  | 43  | 268 | 14     | 325  
2025 | 2358548-98  | REQ 2529/2023                                          | 235 | 25  | 65     | 325  
2025 | 2358548-93  | REQ 2529/2023                                          | 229 | 26  | 70     | 325  
2025 | 2358548-90  | REQ 2529/2023                                          | 230 | 34  | 60     | 324  
2025 | 257161-479  | REQ 1864/2007                                          | 229 | 82  | 11     | 322  
2025 | 622019-72   | REQ 2086/2015 => PL 7906/2014                          | 214 | 107 |        | 321  
2025 | 257161-483  | REQ 1864/2007                                          | 231 | 87  | 2      | 320  
2025 | 2283136-39  | RPD 1 => PDL 204/2021                                  | 37  | 278 | 2      | 317  
2025 | 2497816-41  | REQ 2060/2025                                          | 110 | 205 | 1      | 316  
2025 | 1672171-148 | REQ 796/2022                                           | 19  | 296 | 1      | 316  
2025 | 2442848-47  | RPD 1 => PDL 311/2024                                  | 36  | 268 | 11     | 315  
2025 | 622019-83   | REQ 2086/2015 => PL 7906/2014                          | 204 | 108 | 1      | 313  
2025 | 264726-127  | REQ 3515/2015 => PL 4149/2004                          | 105 | 205 | 1      | 311  
2025 | 2497993-25  | PRLP 1 => PL 1708/2025                                 | 98  | 211 | 1      | 310  
2025 | 257161-476  | REQ 1864/2007                                          | 221 | 77  | 8      | 306  
2025 | 622019-81   | REQ 2086/2015 => PL 7906/2014                          | 197 | 106 | 2      | 305  
2025 | 2381043-85  | REQ 2815/2023                                          | 79  | 225 | 1      | 305  
2025 | 2324988-23  | PRLP 1 => PDL 167/2022                                 | 295 | 9   | 1      | 305  
2025 | 2533204-41  | REQ 2818/2025                                          | 265 | 33  | 3      | 301  
2025 | 2497990-28  | RPD 1 => PL 1707/2025                                  | 89  | 206 | 1      | 296  
2025 | 2481257-29  | RPD 1 => PDL 725/2024                                  | 73  | 216 | 4      | 293  
2025 | 2507258-33  | PAR 9/2025 => MPV 1299/2025                            | 69  | 221 | 1      | 291  
2025 | 2413257-89  | REQ 4759/2024                                          | 81  | 209 | 1      | 291  
2025 | 2413257-85  | REQ 4759/2024                                          | 77  | 209 | 1      | 287  
2025 | 2456110-50  | RPD 1 => PDL 344/2024                                  | 280 | 5   | 1      | 286  
2025 | 2442848-50  | RPD 1 => PDL 311/2024                                  | 270 | 7   | 9      | 286  
2025 | 264726-142  | REQ 3515/2015 => PL 4149/2004                          | 102 | 182 | 1      | 285  
2025 | 2442331-44  | RPD 1 => PDL 308/2024                                  | 77  | 206 | 1      | 284  
2025 | 2483447-18  | RPD 1 => PL 358/2025                                   | 70  | 204 | 1      | 275  
2025 | 2421211-100 | REQ 1292/2025                                          | 110 | 159 | 1      | 270  
2025 | 2413257-96  | REQ 4759/2024                                          | 75  | 189 | 5      | 269  
2025 | 2252295-110 | REQ 1056/2020                                          | 55  | 212 | 1      | 268  
2025 | 2453934-47  | REQ 4484/2024                                          | 64  | 197 | 2      | 263  
2025 | 2500080-55  | REQ 3/2025 CCJC                                        | 43  | 23  |        | 66   
2025 | 2499054-41  | RPD 1 CCJC => REC 1/2025                               | 44  | 22  |        | 66   
2025 | 2338753-88  | PRL 1 CCJC => PL 2812/2022                             | 37  | 28  |        | 65   
2025 | 2494565-41  | RPD 1 CCJC => SAP 1/2025                               | 44  | 18  |        | 62   
2025 | 2525122-53  | REQ 36/2025 CCJC                                       | 27  | 32  | 2      | 61   
2025 | 2494565-36  | RPD 1 CCJC => SAP 1/2025                               | 18  | 43  |        | 61   
2025 | 2500080-49  | REQ 3/2025 CCJC                                        | 22  | 38  |        | 60   
2025 | 2362526-23  | PRL 1 CCJC => PEC 25/2023                              | 21  | 39  |        | 60   
2025 | 1302214-131 | PRL 1 CCJC => PL 1804/2015                             | 44  | 14  |        | 58   
2025 | 1302214-120 | PRL 1 CCJC => PL 1804/2015                             | 15  | 43  |        | 58   
2025 | 2447265-48  | PRL 1 CCJC => PEC 27/2024                              | 41  | 15  |        | 56   
2025 | 2338753-75  | PRL 1 CCJC => PL 2812/2022                             | 25  | 31  |        | 56   
2025 | 1302214-128 | PRL 1 CCJC => PL 1804/2015                             | 41  | 15  |        | 56   
2025 | 2494565-25  | RPD 1 CCJC => SAP 1/2025                               | 17  | 38  |        | 55   
2025 | 2467670-28  | PRL 1 CCJC => PEC 42/2024                              | 20  | 34  |        | 54   
2025 | 2231888-29  | PRL 1 CCJC => PEC 208/2019                             | 26  | 28  |        | 54   
2025 | 2387055-91  | PRL 1 CCJC => PL 4432/2023                             | 37  | 15  |        | 52   
2025 | 2419271-30  | PRL 1 CCJC => PLP 13/2024                              | 18  | 33  |        | 51   
2025 | 2387055-90  | PRL 1 CCJC => PL 4432/2023                             | 15  | 35  | 1      | 51   
2024 | 347421-200  | REQ 815/2007 => PEC 558/2006                           | 344 | 154 | 2      | 500  
2024 | 347421-221  | REQ 815/2007 => PEC 558/2006                           | 348 | 146 |        | 494  
2024 | 347421-205  | REQ 815/2007 => PEC 558/2006                           | 349 | 143 | 1      | 493  
2024 | 347421-224  | REQ 815/2007 => PEC 558/2006                           | 358 | 129 | 1      | 488  
2024 | 2430143-98  | REQ 2261/2024                                          | 477 | 3   | 3      | 483  
2024 | 2430143-72  | REQ 2261/2024                                          | 336 | 142 | 2      | 480  
2024 | 2473375-59  | REQ 4678/2024                                          | 264 | 209 | 1      | 474  
2024 | 2430143-95  | REQ 2261/2024                                          | 155 | 316 | 3      | 474  
2024 | 347421-192  | REQ 815/2007 => PEC 558/2006                           | 294 | 172 | 1      | 467  
2024 | 2473389-58  | REQ 4679/2024                                          | 318 | 149 |        | 467  
2024 | 2430143-76  | REQ 2261/2024                                          | 229 | 233 | 2      | 464  
2024 | 2269745-144 | PRLP 1 => PL 327/2021                                  | 448 | 14  | 2      | 464  
2024 | 2447439-8   | REQ 2527/2024                                          | 322 | 137 | 4      | 463  
2024 | 2473389-80  | REQ 4679/2024                                          | 444 | 16  | 2      | 462  
2024 | 2473389-62  | REQ 4679/2024                                          | 227 | 233 | 2      | 462  
2024 | 2473375-53  | REQ 4678/2024                                          | 290 | 170 | 1      | 461  
2024 | 2475016-8   | (sem proposicao vinculada)                             | 267 | 156 | 37     | 460  
2024 | 347421-188  | REQ 815/2007 => PEC 558/2006                           | 320 | 136 | 3      | 459  
2024 | 2460010-43  | REQ 4140/2024                                          | 340 | 117 | 2      | 459  
2024 | 2349493-82  | RPD 1 => PL 709/2023                                   | 336 | 120 | 2      | 458  
2024 | 2473389-53  | REQ 4679/2024                                          | 308 | 148 | 1      | 457  
2024 | 2473389-45  | REQ 4679/2024                                          | 75  | 379 | 3      | 457  
2024 | 2480330-8   | (sem proposicao vinculada)                             | 314 | 140 | 1      | 455  
2024 | 2431153-7   | REQ 1473/2024                                          | 325 | 128 | 1      | 454  
2024 | 2204088-88  | REQ 201/2024                                           | 450 | 1   | 3      | 454  
2024 | 347421-198  | REQ 815/2007 => PEC 558/2006                           | 149 | 302 | 2      | 453  
2024 | 2473375-78  | REQ 4678/2024                                          | 277 | 174 | 2      | 453  
2024 | 2349493-69  | RPD 1 => PL 709/2023                                   | 124 | 327 | 2      | 453  
2024 | 2325845-23  | (sem proposicao vinculada)                             | 386 | 9   | 58     | 453  
2024 | 2238434-80  | REQ 1801/2021                                          | 429 | 19  | 4      | 452  
2024 | 2450745-8   | REQ 2753/2024                                          | 308 | 142 |        | 450  
2024 | 2430143-140 | REQ 2261/2024                                          | 324 | 123 | 3      | 450  
2024 | 2447191-32  | REQ 2523/2024                                          | 20  | 350 | 78     | 448  
2024 | 2430143-57  | REQ 2261/2024                                          | 134 | 309 | 5      | 448  
2024 | 2204088-85  | REQ 201/2024                                           | 5   | 366 | 76     | 447  
2024 | 2473389-68  | REQ 4679/2024                                          | 59  | 385 | 2      | 446  
2024 | 2439877-8   | REQ 2172/2024                                          | 302 | 142 | 2      | 446  
2024 | 2438459-55  | REQ 2262/2024                                          | 303 | 142 | 1      | 446  
2024 | 2320081-66  | REQ 1501/2024                                          | 423 | 21  | 2      | 446  
2024 | 2178408-165 | REQ 3642/2015 => PL 3139/2015                          | 439 | 3   | 4      | 446  
2024 | 2457424-6   | REQ 3525/2024                                          | 339 | 39  | 67     | 445  
2024 | 2367548-7   | (sem proposicao vinculada)                             | 442 | 2   | 1      | 445  
2024 | 2166464-128 | REQ 7946/2017 => PLP 459/2017                          | 384 | 59  | 2      | 445  
2024 | 2481282-8   | REQ 4990/2024                                          | 343 | 99  | 2      | 444  
2024 | 2454155-9   | REQ 3081/2024                                          | 338 | 105 | 1      | 444  
2024 | 347421-181  | REQ 815/2007 => PEC 558/2006                           | 147 | 295 | 1      | 443  
2024 | 2473389-65  | REQ 4679/2024                                          | 186 | 256 | 1      | 443  
2024 | 2433327-57  | REQ 1587/2024                                          | 215 | 226 | 2      | 443  
2024 | 2324721-94  | REQ 1473/2024                                          | 309 | 131 | 3      | 443  
2024 | 2473389-74  | REQ 4679/2024                                          | 137 | 302 | 2      | 441  
2024 | 2400758-62  | PRLP 1 => PLP 233/2023                                 | 304 | 136 | 1      | 441  
2024 | 2349493-118 | RPD 1 => PL 709/2023                                   | 148 | 292 | 1      | 441  
2024 | 2349493-89  | RPD 1 => PL 709/2023                                   | 320 | 119 | 1      | 440  
2024 | 2410466-50  | REQ 4341/2023                                          | 2   | 377 | 60     | 439  
2024 | 2399598-112 | EMP 1 => PL 5230/2023                                  | 437 | 1   | 1      | 439  
2024 | 2349493-86  | RPD 1 => PL 709/2023                                   | 322 | 116 | 1      | 439  
2024 | 2178408-173 | REQ 3642/2015 => PL 3139/2015                          | 305 | 132 | 2      | 439  
2024 | 2431123-8   | (sem proposicao vinculada)                             | 320 | 117 | 1      | 438  
2024 | 2352476-149 | REQ 861/2023                                           | 344 | 89  | 5      | 438  
2024 | 2480642-7   | REQ 4954/2024                                          | 299 | 134 | 4      | 437  
2024 | 2455033-10  | REQ 3346/2024                                          | 293 | 118 | 26     | 437  
2024 | 2434244-8   | REQ 1660/2024                                          | 320 | 115 | 2      | 437  
2024 | 2418020-7   | REQ 276/2024                                           | 353 | 7   | 77     | 437  
2024 | 2416733-42  | REQ 801/2024                                           | 339 | 96  | 2      | 437  
2024 | 2447191-41  | REQ 2523/2024                                          | 432 | 2   | 2      | 436  
2024 | 2349493-92  | RPD 1 => PL 709/2023                                   | 315 | 120 | 1      | 436  
2024 | 2423268-40  | (sem proposicao vinculada)                             | 277 | 129 | 29     | 435  
2024 | 2204088-80  | REQ 201/2024                                           | 14  | 348 | 73     | 435  
2024 | 2452555-8   | (sem proposicao vinculada)                             | 347 | 86  | 1      | 434  
2024 | 2417025-55  | REQ 291/2024                                           | 130 | 303 | 1      | 434  
2024 | 2349493-73  | RPD 1 => PL 709/2023                                   | 313 | 120 | 1      | 434  
2024 | 2349493-103 | RPD 1 => PL 709/2023                                   | 320 | 113 | 1      | 434  
2024 | 2320081-68  | REQ 1501/2024                                          | 421 | 12  | 1      | 434  
2024 | 2349493-95  | RPD 1 => PL 709/2023                                   | 313 | 119 | 1      | 433  
2024 | 2475018-8   | REQ 4722/2024                                          | 260 | 98  | 74     | 432  
2024 | 2452037-70  | REQ 2999/2024                                          | 22  | 342 | 68     | 432  
2024 | 2430143-144 | REQ 2261/2024                                          | 314 | 117 | 1      | 432  
2024 | 2238434-99  | REQ 1801/2021                                          | 152 | 279 | 1      | 432  
2024 | 2454400-32  | REQ 3470/2024                                          | 6   | 422 | 3      | 431  
2024 | 2439876-43  | REQ 2172/2024                                          | 400 | 29  | 2      | 431  
2024 | 2382257-49  | REQ 3684/2023                                          | 426 | 4   | 1      | 431  
2024 | 2238434-100 | REQ 1801/2021                                          | 382 | 48  | 1      | 431  
2024 | 2467823-9   | REQ 4454/2024                                          | 323 | 106 | 1      | 430  
2024 | 2420577-7   | (sem proposicao vinculada)                             | 139 | 290 | 1      | 430  
2024 | 2417025-45  | REQ 291/2024                                           | 139 | 290 | 1      | 430  
2024 | 2416804-54  | PRLP 1 => PL 2/2024                                    | 142 | 287 | 1      | 430  
2024 | 2349493-80  | RPD 1 => PL 709/2023                                   | 112 | 317 | 1      | 430  
2024 | 2236291-85  | REQ 876/2024                                           | 313 | 116 | 1      | 430  
2024 | 2447901-6   | RPD 1 => REC 18/2024                                   | 126 | 302 | 1      | 429  
2024 | 2433690-7   | REC 8/2024                                             | 219 | 209 | 1      | 429  
2024 | 2408105-8   | REQ 4134/2023                                          | 322 | 105 | 2      | 429  
2024 | 2399598-108 | EMP 1 => PL 5230/2023                                  | 126 | 302 | 1      | 429  
