ano_dados;id_votacao;sigla_bancada;orientacao;sigla_orgao;descricao
2023;2224999-96;MAIORIA;Sim;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;NOVO;Obstrucao;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;MINORIA;Obstrucao;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;PL;Obstrucao;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;OPOSICAO;Obstrucao;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;FDRPSOL-REDE;Sim;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-96;GOVERNO;Sim;PLEN;"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.497, de 2019, adotada pela relatora da Comissão de Cultura, ressalvados os destaques. Sim: 312; não: 25; abstenção: 8; total: 345."
2023;2224999-88;GOVERNO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;MAIORIA;Nao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;PL;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;NOVO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;MINORIA;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-88;OPOSICAO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 19; não: 283; abstenção: 2; total: 304."
2023;2224999-77;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;PL;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;MINORIA;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;NOVO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;OPOSICAO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;GOVERNO;;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;BLMDBPSDREPPODE;;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-77;MAIORIA;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 281; abstenção: 2; total: 309."
2023;2224999-67;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;MINORIA;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;MAIORIA;Nao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;PL;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;OPOSICAO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;NOVO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2224999-67;GOVERNO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 29; não: 301; abstenção: 2; total: 332."
2023;2309053-179;MAIORIA;Sim;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;BLUNIPPFDRPSDBCID...;Liberado;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;MINORIA;Nao;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;FDRPSOL-REDE;;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;FDRPT-PCDOB-PV;Sim;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;GOVERNO;Sim;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;NOVO;Obstrucao;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;OPOSICAO;;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-179;PL;Obstrucao;PLEN;"Rejeitada a Emenda nº 33 do Senado Federal. Sim: 159; não: 251; abstenção: 6; total: 416."
2023;2309053-176;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;OPOSICAO;Obstrucao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;NOVO;Obstrucao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;GOVERNO;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;FDRPSOL-REDE;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;PL;Obstrucao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;MINORIA;Obstrucao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-176;MAIORIA;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal de nºs 4, 9, 10, 15, 24, 25, 28, 29, 35, 38, 42 (apenas do § 7º do art. 37 da Lei nº 9.492, de 1997), 47 e 48 ao Projeto de Lei nº 4.188, de 2021. Sim: 9; não: 305; abstenção: 5; total: 319."
2023;2309053-174;MINORIA;Obstrucao;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;GOVERNO;Sim;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;PL;Obstrucao;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;BLMDBPSDREPPODE;Sim;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;FDRPSOL-REDE;Sim;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;OPOSICAO;Obstrucao;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;MAIORIA;Sim;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-174;NOVO;Obstrucao;PLEN;"Aprovadas as Emendas do Senado Federal de nºs 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 42 (exceto o § 7º do art. 37 da Lei nº 9.492, de 1997), 43, 44, 45, 46, 49 e 50 ao Projeto de Lei nº 4.188, de 2021. Sim: 305; não: 11; abstenção: 5; total: 321."
2023;2309053-173;PL;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;MAIORIA;;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;GOVERNO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;MINORIA;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;OPOSICAO;;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;NOVO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-173;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 26; não: 291; abstenção: 6; total: 323."
2023;2309053-167;GOVERNO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;PL;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;MINORIA;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;MAIORIA;Nao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;NOVO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;OPOSICAO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-167;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 22; não: 266; abstenção: 2; total: 290."
2023;2309053-157;MAIORIA;Nao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;OPOSICAO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;MINORIA;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;NOVO;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;PL;Obstrucao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2309053-157;GOVERNO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 10; não: 243; abstenção: 4; total: 257."
2023;2367600-49;NOVO;Obstrucao;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;MINORIA;Obstrucao;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;GOVERNO;Sim;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;PL;Obstrucao;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;BLMDBPSDREPPODE;Sim;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;MAIORIA;Sim;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;OPOSICAO;Obstrucao;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-49;FDRPSOL-REDE;Sim;PLEN;"Aprovada a Medida Provisória nº 1.177, de 2023. Sim: 270; não: 1; abstenção: 1; total: 272."
2023;2367600-47;BLMDBPSDREPPODE;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;NOVO;Obstrucao;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;OPOSICAO;Obstrucao;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;GOVERNO;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;FDRPSOL-REDE;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;MINORIA;Obstrucao;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;PL;Obstrucao;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;MAIORIA;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-47;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 259; não: 1; abstenção: 3; total: 263."
2023;2367600-45;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 275; não: 2; abstenção: 4; total: 281."
2023;2367600-45;GOVERNO;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 275; não: 2; abstenção: 4; total: 281."
2023;2367600-45;FDRPSOL-REDE;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 275; não: 2; abstenção: 4; total: 281."
2023;2367600-45;OPOSICAO;Obstrucao;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 275; não: 2; abstenção: 4; total: 281."
2023;2367600-45;MAIORIA;Sim;PLEN;"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 275; não: 2; abstenção: 4; total: 281."
