Q7 - ranking de beneficio por deputado
Resumo executivo
 ano_dados | deputados_com_gasto | media_beneficio | maior_beneficio 
-----------+---------------------+-----------------+-----------------
      2023 |                 561 |          429.18 |         4676.50
      2024 |                 575 |          239.33 |         6949.20
      2025 |                 562 |          389.79 |        12292.90
      2026 |                 552 |           96.38 |         2516.20
(4 rows)


Tabela principal - top 30 por beneficio
 ano_dados | id_deputado |           nome           | sigla_uf | sigla_partido | gasto_total | qtd_proposicoes | proposicoes_aprovadas | presenca_total | beneficio |    custo_beneficio     
-----------+-------------+--------------------------+----------+---------------+-------------+-----------------+-----------------------+----------------+-----------+------------------------
      2023 |      204506 | Marcos Pereira           | SP       | REPUBLICANOS  |   448549.61 |            3111 |                     0 |            100 |    4676.5 | 0.01042582558482215602
      2023 |      204365 | Gilson Marques           | SC       | NOVO          |   117305.28 |            2995 |                     0 |            202 |    4512.7 | 0.03846970912136265307
      2023 |      178937 | Altineu Côrtes           | RJ       | PL            |   342496.26 |            1827 |                     0 |             79 |    2748.4 | 0.00802461317387816147
      2023 |      204572 | Capitão Alberto Neto     | AM       | PL            |   415057.49 |            1776 |                     0 |            255 |    2689.5 | 0.00647982524059498360
      2023 |      220618 | Sargento Portugal        | RJ       | PODE          |   358084.44 |            1436 |                     0 |            296 |    2183.6 | 0.00609800302967646402
      2023 |       74856 | Laura Carneiro           | RJ       | PSD           |   440687.09 |            1300 |                     0 |            373 |    1987.3 | 0.00450954894095036912
      2023 |      220648 | Marangoni                | SP       | PODE          |   507383.41 |            1275 |                     0 |            260 |    1938.5 | 0.00382058215107979191
      2023 |      204535 | Sâmia Bomfim             | SP       | PSOL          |   385777.15 |            1163 |                     0 |            253 |    1769.8 | 0.00458762267283067439
      2023 |      204528 | Adriana Ventura          | SP       | NOVO          |    55965.41 |            1125 |                     0 |            309 |    1718.4 | 0.03070467990853636201
      2023 |       74084 | Raimundo Santos          | PA       | PSD           |   464852.28 |            1071 |                     0 |            211 |    1627.6 | 0.00350132734639916147
      2023 |      220715 | Amom Mandel              | AM       | REPUBLICANOS  |    12966.50 |             886 |                     0 |            204 |    1349.4 | 0.10406817568349207573
      2023 |      178986 | Nilto Tatto              | SP       | PT            |   477736.64 |             860 |                     0 |            213 |    1311.3 | 0.00274481773053873364
      2023 |      220598 | Tarcísio Motta           | RJ       | PSOL          |   382623.77 |             844 |                     0 |            361 |    1302.1 | 0.00340308183153388510
      2023 |      204536 | Kim Kataguiri            | SP       | MISSAO        |   275453.54 |             840 |                     0 |            269 |    1286.9 | 0.00467193124473913096
      2023 |       74478 | Luciano Bivar            | PE       | MDB           |   272636.70 |             837 |                     0 |             60 |    1261.5 | 0.00462703663886776799
      2023 |      220547 | Marcos Pollon            | MS       | PL            |   491300.24 |             810 |                     0 |            355 |    1250.5 | 0.00254528676802600381
      2023 |      133439 | André Figueiredo         | CE       | PDT           |   492469.02 |             812 |                     0 |            274 |    1245.4 | 0.00252889004063646481
      2023 |      178871 | Evair Vieira de Melo     | ES       | REPUBLICANOS  |   492719.10 |             806 |                     0 |            359 |    1244.9 | 0.00252659172335718262
      2023 |      160575 | Erika Kokay              | DF       | PT            |   390108.11 |             785 |                     0 |            481 |    1225.6 | 0.00314169320909529412
      2023 |      160592 | Zeca Dirceu              | PR       | PT            |   464769.12 |             805 |                     0 |            113 |    1218.8 | 0.00262237732145371448
      2023 |      160598 | Flávia Morais            | GO       | MDB           |   397478.45 |             776 |                     0 |            405 |    1204.5 | 0.00303035296630546889
      2023 |      178929 | Diego Garcia             | PR       | UNIAO         |   522585.50 |             734 |                     0 |            357 |    1136.7 | 0.00217514645928752329
      2023 |      160556 | Padre João               | MG       | PT            |   447674.03 |             682 |                     0 |            326 |    1055.6 | 0.00235796568320034111
      2023 |      220654 | Delegado Paulo Bilynskyj | SP       | PL            |   364748.42 |             666 |                     0 |            337 |    1032.7 | 0.00283126654804974892
      2023 |      178887 | Rubens Pereira Júnior    | MA       | PT            |   541296.06 |             668 |                     0 |            212 |    1023.2 | 0.00189027793773337275
      2023 |       74171 | Chico Alencar            | RJ       | PSOL          |   448440.53 |             661 |                     0 |            285 |    1020.0 | 0.00227454909126969411
      2023 |      178873 | Helder Salomão           | ES       | PT            |   302724.62 |             632 |                     0 |            259 |     973.9 | 0.00321711527790504783
      2023 |      160535 | Marcon                   | RS       | PT            |   411386.43 |             622 |                     0 |            184 |     951.4 | 0.00231266743533567697
      2023 |      139285 | Lídice da Mata           | BA       | PSB           |   457518.05 |             610 |                     0 |            222 |     937.2 | 0.00204844377178124448
      2023 |      160512 | Aureo Ribeiro            | RJ       | SOLIDARIEDADE |   467249.61 |             597 |                     0 |            376 |     933.1 | 0.00199700541216075065
      2024 |      204506 | Marcos Pereira           | SP       | REPUBLICANOS  |   488603.17 |            4628 |                     0 |             72 |    6949.2 | 0.01422258476137189204
      2024 |      220654 | Delegado Paulo Bilynskyj | SP       | PL            |   502268.59 |            1673 |                     0 |            355 |    2545.0 | 0.00506701006328108234
      2024 |      220715 | Amom Mandel              | AM       | REPUBLICANOS  |    24860.02 |            1645 |                     0 |            202 |    2487.7 | 0.10006830243901654142
      2024 |       74856 | Laura Carneiro           | RJ       | PSD           |   469161.85 |            1511 |                     0 |            278 |    2294.3 | 0.00489021006290259960
      2024 |      220618 | Sargento Portugal        | RJ       | PODE          |   478215.21 |            1507 |                     0 |            233 |    2283.8 | 0.00477567411542598154
      2024 |      204365 | Gilson Marques           | SC       | NOVO          |   152681.54 |            1327 |                     0 |            168 |    2007.3 | 0.01314697244997659835
      2024 |       74171 | Chico Alencar            | RJ       | PSOL          |   502376.54 |            1300 |                     0 |            223 |    1972.3 | 0.00392593969455659693
      2024 |      178937 | Altineu Côrtes           | RJ       | PL            |   468327.42 |            1278 |                     0 |             74 |    1924.4 | 0.00410909102866537261
      2024 |      206018 | Célia Xakriabá           | MG       | PSOL          |   503996.59 |            1169 |                     0 |            174 |    1770.9 | 0.00351371424953490261
      2024 |       74084 | Raimundo Santos          | PA       | PSD           |   549917.75 |            1094 |                     0 |            216 |    1662.6 | 0.00302336122083711610
      2024 |      220713 | Saullo Vianna            | AM       | MDB           |   598052.64 |            1029 |                     0 |            131 |    1556.6 | 0.00260278091908431338
      2024 |      220529 | Gilson Daniel            | ES       | PODE          |   528932.70 |             993 |                     0 |            439 |    1533.4 | 0.00289904556855720964
      2024 |       74160 | Patrus Ananias           | MG       | PT            |   461408.87 |             995 |                     0 |            141 |    1506.6 | 0.00326521681301878744
      2024 |      157130 | Túlio Gadêlha            | PE       | PSD           |   445586.36 |             977 |                     0 |            178 |    1483.3 | 0.00332887209563596157
      2024 |      204407 | Fernanda Melchionna      | RS       | PSOL          |   410420.02 |             923 |                     0 |            257 |    1410.2 | 0.00343599223059342963
      2024 |      204572 | Capitão Alberto Neto     | AM       | PL            |   470500.46 |             823 |                     0 |            217 |    1256.2 | 0.00266992300071290047
      2024 |      178871 | Evair Vieira de Melo     | ES       | REPUBLICANOS  |   516625.99 |             811 |                     0 |            246 |    1241.1 | 0.00240231816444232703
      2024 |      220559 | Julia Zanatta            | SC       | PL            |   549429.78 |             800 |                     0 |            229 |    1222.9 | 0.00222576213469899648
      2024 |      220695 | Rogéria Santos           | BA       | REPUBLICANOS  |   536803.62 |             725 |                     0 |            172 |    1104.7 | 0.00205792203860324191
      2024 |      204535 | Sâmia Bomfim             | SP       | PSOL          |   476484.47 |             688 |                     0 |            341 |    1066.1 | 0.00223742864064383882
      2024 |       74159 | Odair Cunha              | MG       | PT            |   524034.98 |             658 |                     0 |             90 |     996.0 | 0.00190063648041205188
      2024 |      220604 | Marcos Tavares           | RJ       | PDT           |   385781.89 |             628 |                     0 |            165 |     958.5 | 0.00248456452945471339
      2024 |      204462 | Chris Tonietto           | RJ       | PL            |   460914.45 |             623 |                     0 |            229 |     957.4 | 0.00207717505927618455
      2024 |      204528 | Adriana Ventura          | SP       | NOVO          |    67125.29 |             592 |                     0 |            253 |     913.3 | 0.01360590025011437567
      2024 |      160598 | Flávia Morais            | GO       | MDB           |   373643.57 |             582 |                     0 |            367 |     909.7 | 0.00243467323684976032
      2024 |      204536 | Kim Kataguiri            | SP       | MISSAO        |   162365.21 |             588 |                     0 |            203 |     902.3 | 0.00555722497448806921
      2024 |      160512 | Aureo Ribeiro            | RJ       | SOLIDARIEDADE |   504240.76 |             570 |                     0 |            272 |     882.2 | 0.00174956106285418101
      2024 |      220645 | Erika Hilton             | SP       | PSOL          |   478956.63 |             549 |                     0 |            103 |     833.8 | 0.00174086743511620248
      2024 |       74478 | Luciano Bivar            | PE       | MDB           |   409112.33 |             548 |                     0 |             45 |     826.5 | 0.00202022754972943495
      2024 |      220648 | Marangoni                | SP       | PODE          |   524028.62 |             539 |                     0 |            175 |     826.0 | 0.00157624978574643499
      2025 |      178937 | Altineu Côrtes           | RJ       | PL            |   378578.15 |            8189 |                     0 |             94 |   12292.9 | 0.03247123480317075880
      2025 |       74356 | Silas Câmara             | AM       | REPUBLICANOS  |   490228.84 |            4525 |                     0 |            115 |    6799.0 | 0.01386903308259057137
      2025 |      220654 | Delegado Paulo Bilynskyj | SP       | PL            |   459525.40 |            4073 |                     0 |            471 |    6156.6 | 0.01339773601198105698
      2025 |      178947 | Sóstenes Cavalcante      | RJ       | PL            |   459296.37 |            3597 |                     0 |            115 |    5407.0 | 0.01177235517885760778
      2025 |      220618 | Sargento Portugal        | RJ       | PODE          |   486764.54 |            2428 |                     0 |            419 |    3683.9 | 0.00756813550962442745
      2025 |      220552 | Zucco                    | RS       | PL            |   417652.84 |            2338 |                     0 |            387 |    3545.7 | 0.00848958671034057855
      2025 |      220715 | Amom Mandel              | AM       | REPUBLICANOS  |    51636.92 |            2235 |                     0 |            319 |    3384.4 | 0.06554225155179666022
      2025 |      204365 | Gilson Marques           | SC       | NOVO          |   186541.13 |            1790 |                     0 |            236 |    2708.6 | 0.01452012218431399016
      2025 |       74856 | Laura Carneiro           | RJ       | PSD           |   467642.29 |            1660 |                     0 |            525 |    2542.5 | 0.00543684789500111292
      2025 |      204462 | Chris Tonietto           | RJ       | PL            |   349450.63 |            1592 |                     0 |            289 |    2416.9 | 0.00691628456929667003
      2025 |      204378 | Coronel Chrisóstomo      | RO       | PL            |   567656.26 |            1399 |                     0 |            367 |    2135.2 | 0.00376143125771219364
      2025 |      220574 | Cabo Gilberto Silva      | PB       | PL            |   542660.44 |            1364 |                     0 |            676 |    2113.6 | 0.00389488498553533772
      2025 |      220604 | Marcos Tavares           | RJ       | PDT           |   419363.88 |            1362 |                     0 |            270 |    2070.0 | 0.00493604742497136377
      2025 |      204520 | Junio Amaral             | MG       | PL            |   385987.94 |            1326 |                     0 |            225 |    2011.5 | 0.00521130271583096612
      2025 |      204572 | Capitão Alberto Neto     | AM       | PL            |   410154.58 |            1307 |                     0 |            316 |    1992.1 | 0.00485694929945680480
      2025 |      156190 | Marcel van Hattem        | RS       | NOVO          |   258139.73 |            1197 |                     0 |            229 |    1818.4 | 0.00704424692781696177
      2025 |      220690 | Capitão Alden            | BA       | PL            |   472365.98 |            1145 |                     0 |            383 |    1755.8 | 0.00371703313604421724
      2025 |      220529 | Gilson Daniel            | ES       | PODE          |   497716.81 |            1140 |                     0 |            335 |    1743.5 | 0.00350299601092436480
      2025 |      220598 | Tarcísio Motta           | RJ       | PSOL          |   441384.85 |            1132 |                     0 |            273 |    1725.3 | 0.00390883375358261617
      2025 |       74084 | Raimundo Santos          | PA       | PSD           |   481121.09 |            1119 |                     0 |            271 |    1705.6 | 0.00354505349162723255
      2025 |      178871 | Evair Vieira de Melo     | ES       | REPUBLICANOS  |   483552.21 |            1113 |                     0 |            316 |    1701.1 | 0.00351792415549088277
      2025 |       74858 | Lindbergh Farias         | RJ       | PT            |   292651.25 |            1058 |                     0 |            137 |    1600.7 | 0.00546965030902823754
      2025 |      204464 | Talíria Petrone          | RJ       | PSOL          |   370759.42 |            1007 |                     0 |            229 |    1533.4 | 0.00413583557769078396
      2025 |      160604 | Pedro Uczai              | SC       | PT            |   495995.10 |             981 |                     0 |            245 |    1496.0 | 0.00301615882898843154
      2025 |      220540 | Duda Ramos               | RR       | PODE          |   524607.89 |             962 |                     0 |            162 |    1459.2 | 0.00278150601204263245
      2025 |      204528 | Adriana Ventura          | SP       | NOVO          |    92985.58 |             885 |                     0 |            316 |    1359.1 | 0.01461624479838701872
      2025 |      230767 | Rodrigo da Zaeli         | MT       | PL            |   547852.28 |             849 |                     0 |            368 |    1310.3 | 0.00239170310653813470
      2025 |      220568 | Gustavo Gayer            | GO       | PL            |   225537.64 |             857 |                     0 |            212 |    1306.7 | 0.00579371141774827474
      2025 |      204407 | Fernanda Melchionna      | RS       | PSOL          |   449263.56 |             848 |                     0 |            291 |    1301.1 | 0.00289607285309318210
      2025 |      204416 | Sanderson                | RS       | PL            |   522155.39 |             839 |                     0 |            275 |    1286.0 | 0.00246286838100052936
      2026 |      220618 | Sargento Portugal        | RJ       | PODE          |   164286.13 |            1672 |                     0 |             82 |    2516.2 | 0.01531596124395893920
      2026 |      178937 | Altineu Côrtes           | RJ       | PL            |    94200.00 |            1419 |                     0 |             38 |    2132.3 | 0.02263588110403397028
      2026 |      178947 | Sóstenes Cavalcante      | RJ       | PL            |   121246.66 |             983 |                     0 |             50 |    1479.5 | 0.01220239798770539329
      2026 |       74084 | Raimundo Santos          | PA       | PSD           |   123336.84 |             942 |                     0 |             92 |    1422.2 | 0.01153102349630491587
      2026 |       74856 | Laura Carneiro           | RJ       | PSD           |   204524.74 |             703 |                     0 |            176 |    1072.1 | 0.00524190863168925187
      2026 |      220654 | Delegado Paulo Bilynskyj | SP       | PL            |   171011.41 |             518 |                     0 |            164 |     793.4 | 0.00463945651345720148
      2026 |      160604 | Pedro Uczai              | SC       | PT            |    93153.09 |             472 |                     0 |             78 |     715.8 | 0.00768412513208096479
      2026 |      204462 | Chris Tonietto           | RJ       | PL            |    98133.50 |             436 |                     0 |            162 |     670.2 | 0.00682947209668461840
      2026 |      204365 | Gilson Marques           | SC       | NOVO          |    60276.13 |             387 |                     0 |             88 |     589.3 | 0.00977667278904601208
      2026 |      178871 | Evair Vieira de Melo     | ES       | REPUBLICANOS  |   175602.11 |             372 |                     0 |            139 |     571.9 | 0.00325679457951843517
      2026 |      204426 | Carlos Veras             | PE       | PT            |   300815.32 |             370 |                     0 |             51 |     560.1 | 0.00186193974429227873
      2026 |      220559 | Julia Zanatta            | SC       | PL            |   154913.84 |             350 |                     0 |            120 |     537.0 | 0.00346644302407067051
      2026 |      220690 | Capitão Alden            | BA       | PL            |   161713.30 |             312 |                     0 |            118 |     479.8 | 0.00296697921568603201
      2026 |      204572 | Capitão Alberto Neto     | AM       | PL            |    83895.52 |             300 |                     0 |            101 |     460.1 | 0.00548420225537668758
      2026 |      220598 | Tarcísio Motta           | RJ       | PSOL          |   145922.48 |             287 |                     0 |            115 |     442.0 | 0.00302900553773483016
      2026 |      220695 | Rogéria Santos           | BA       | REPUBLICANOS  |   134243.37 |             275 |                     0 |             85 |     421.0 | 0.00313609528723839397
      2026 |      204374 | Bia Kicis                | DF       | PL            |   185192.87 |             270 |                     0 |            121 |     417.1 | 0.00225224653627323773
      2026 |      204472 | José Medeiros            | MT       | PL            |   186347.54 |             255 |                     0 |             80 |     390.5 | 0.00209554684757308843
      2026 |      204528 | Adriana Ventura          | SP       | NOVO          |    15325.62 |             250 |                     0 |            127 |     387.7 | 0.02529750835529003068
      2026 |      220574 | Cabo Gilberto Silva      | PB       | PL            |   185615.36 |             246 |                     0 |            155 |     384.5 | 0.00207148804926488842
      2026 |      220568 | Gustavo Gayer            | GO       | PL            |    87802.64 |             238 |                     0 |            100 |     367.0 | 0.00417982876141309646
      2026 |      160665 | Augusto Coutinho         | PE       | REPUBLICANOS  |   172727.57 |             240 |                     0 |             68 |     366.8 | 0.00212357529258357540
      2026 |      156190 | Marcel van Hattem        | RS       | NOVO          |    85525.82 |             237 |                     0 |             97 |     365.2 | 0.00427005552241416686
      2026 |      220530 | Messias Donato           | ES       | UNIAO         |   162134.77 |             235 |                     0 |            106 |     363.1 | 0.00223949495842255181
      2026 |       74158 | Mário Heringer           | MG       | PDT           |   181897.23 |             230 |                     0 |             44 |     349.4 | 0.00192086487518254126
      2026 |      220556 | Ana Paula Lima           | SC       | PT            |   179470.02 |             221 |                     0 |             96 |     341.1 | 0.00190059598812102434
      2026 |      204535 | Sâmia Bomfim             | SP       | PSOL          |   135434.50 |             210 |                     0 |            173 |     332.3 | 0.00245358457409301175
      2026 |      160548 | Jonas Donizette          | SP       | PSB           |   107249.38 |             214 |                     0 |             84 |     329.4 | 0.00307134642643155606
      2026 |      220558 | Zé Trovão                | SC       | PL            |   180835.11 |             200 |                     0 |             91 |     309.1 | 0.00170929196216376344
      2026 |      204372 | Julio Cesar Ribeiro      | DF       | REPUBLICANOS  |   104323.14 |             196 |                     0 |            114 |     305.4 | 0.00292744255972356660
(120 rows)


Ranking global - todos os anos
 ano_dados | id_deputado |                nome                 | sigla_uf | sigla_partido | gasto_total | qtd_proposicoes | proposicoes_aprovadas | presenca_total | beneficio |      custo_beneficio       
-----------+-------------+-------------------------------------+----------+---------------+-------------+-----------------+-----------------------+----------------+-----------+----------------------------
 GLOBAL    |      178937 | Altineu Côrtes                      | RJ       | PL            |  1283601.83 |           12713 |                     0 |            285 |   19098.0 |     0.01487844560022168245
 GLOBAL    |      204506 | Marcos Pereira                      | SP       | REPUBLICANOS  |  1603382.13 |            7773 |                     0 |            380 |   11697.5 |     0.00729551601027261044
 GLOBAL    |      220618 | Sargento Portugal                   | RJ       | PODE          |  1487350.32 |            7043 |                     0 |           1030 |   10667.5 |     0.00717215027055630041
 GLOBAL    |      220654 | Delegado Paulo Bilynskyj            | SP       | PL            |  1497553.82 |            6930 |                     0 |           1327 |   10527.7 |     0.00702993098438358629
 GLOBAL    |      204365 | Gilson Marques                      | SC       | NOVO          |   516804.08 |            6499 |                     0 |            694 |    9817.9 |     0.01899733454116693506
 GLOBAL    |       74356 | Silas Câmara                        | AM       | REPUBLICANOS  |  1691660.17 |            5357 |                     0 |            530 |    8088.5 |     0.00478139767279618577
 GLOBAL    |      178947 | Sóstenes Cavalcante                 | RJ       | PL            |  1542584.04 |            5275 |                     0 |            349 |    7947.4 |     0.00515200455464325950
 GLOBAL    |       74856 | Laura Carneiro                      | RJ       | PSD           |  1582015.97 |            5174 |                     0 |           1352 |    7896.2 |     0.00499122647921183754
 GLOBAL    |      220715 | Amom Mandel                         | AM       | REPUBLICANOS  |    89463.44 |            4971 |                     0 |            810 |    7537.5 |     0.08425229345082192234
 GLOBAL    |       74084 | Raimundo Santos                     | PA       | PSD           |  1619227.96 |            4226 |                     0 |            790 |    6418.0 |     0.00396361732785296025
 GLOBAL    |      204572 | Capitão Alberto Neto                | AM       | PL            |  1379608.05 |            4206 |                     0 |            889 |    6397.9 |     0.00463747656444886647
 GLOBAL    |      204462 | Chris Tonietto                      | RJ       | PL            |  1215960.70 |            3245 |                     0 |            857 |    4953.2 |     0.00407348691450307563
 GLOBAL    |      220552 | Zucco                               | RS       | PL            |  1185979.37 |            3101 |                     0 |           1082 |    4759.7 |     0.00401330758392534265
 GLOBAL    |      178871 | Evair Vieira de Melo                | ES       | REPUBLICANOS  |  1668499.41 |            3102 |                     0 |           1060 |    4759.0 |     0.00285226351982947360
 GLOBAL    |      204528 | Adriana Ventura                     | SP       | NOVO          |   231401.90 |            2852 |                     0 |           1005 |    4378.5 |     0.01892162510333752661
 GLOBAL    |      204535 | Sâmia Bomfim                        | SP       | PSOL          |  1431567.44 |            2785 |                     0 |           1244 |    4301.9 |     0.00300502783159136394
 GLOBAL    |      220574 | Cabo Gilberto Silva                 | PB       | PL            |  1885787.24 |            2646 |                     0 |           1780 |    4147.0 |     0.00219908158886471201
 GLOBAL    |      220529 | Gilson Daniel                       | ES       | PODE          |  1699179.66 |            2655 |                     0 |           1317 |    4114.2 |     0.00242128604576163535
 GLOBAL    |      220604 | Marcos Tavares                      | RJ       | PDT           |  1376833.08 |            2637 |                     0 |            878 |    4043.3 |     0.00293666680350242602
 GLOBAL    |      220598 | Tarcísio Motta                      | RJ       | PSOL          |  1451009.37 |            2463 |                     0 |            956 |    3790.1 |     0.00261204378025484425
 GLOBAL    |      156190 | Marcel van Hattem                   | RS       | NOVO          |   869824.86 |            2395 |                     0 |            815 |    3674.0 |     0.00422383880819410013
 GLOBAL    |      160604 | Pedro Uczai                         | SC       | PT            |  1494380.68 |            2331 |                     0 |            621 |    3558.6 |     0.00238132093624229671
 GLOBAL    |      204407 | Fernanda Melchionna                 | RS       | PSOL          |  1503508.25 |            2263 |                     0 |            983 |    3492.8 |     0.00232309998964089489
 GLOBAL    |      220648 | Marangoni                           | SP       | PODE          |  1657981.93 |            2273 |                     0 |            831 |    3492.6 |     0.00210653683059139251
 GLOBAL    |      220695 | Rogéria Santos                      | BA       | REPUBLICANOS  |  1704209.32 |            2260 |                     0 |            764 |    3466.4 |     0.00203402244038895410
 GLOBAL    |       74171 | Chico Alencar                       | RJ       | PSOL          |  1632005.37 |            2157 |                     0 |            816 |    3317.1 |     0.00203253007678522528
 GLOBAL    |      220690 | Capitão Alden                       | BA       | PL            |  1677123.11 |            2148 |                     0 |            937 |    3315.7 |     0.00197701646362740777
 GLOBAL    |      204536 | Kim Kataguiri                       | SP       | MISSAO        |   549390.73 |            2157 |                     0 |            794 |    3314.9 |     0.00603377490552124897
 GLOBAL    |      204520 | Junio Amaral                        | MG       | PL            |  1017893.59 |            2150 |                     0 |            603 |    3285.3 |     0.00322754758677672781
 GLOBAL    |      220559 | Julia Zanatta                       | SC       | PL            |  1686852.56 |            2085 |                     0 |            719 |    3199.4 |     0.00189666843200569942
 GLOBAL    |      206018 | Célia Xakriabá                      | MG       | PSOL          |  1575094.04 |            2072 |                     0 |            688 |    3176.8 |     0.00201689544835049976
 GLOBAL    |      220568 | Gustavo Gayer                       | GO       | PL            |  1114825.21 |            2061 |                     0 |            654 |    3156.9 |     0.00283174435927942462
 GLOBAL    |      204378 | Coronel Chrisóstomo                 | RO       | PL            |  1815953.06 |            2032 |                     0 |           1024 |    3150.4 |     0.00173484660446013951
 GLOBAL    |      160575 | Erika Kokay                         | DF       | PT            |  1415141.06 |            1975 |                     0 |           1565 |    3119.0 |     0.00220402056597806582
 GLOBAL    |      160598 | Flávia Morais                       | GO       | MDB           |  1410337.05 |            1880 |                     0 |           1323 |    2952.3 |     0.00209332939243140496
 GLOBAL    |      204472 | José Medeiros                       | MT       | PL            |  1720313.94 |            1921 |                     0 |            614 |    2942.9 |     0.00171067613391541779
 GLOBAL    |      204426 | Carlos Veras                        | PE       | PT            |  2000745.25 |            1850 |                     0 |            837 |    2858.7 |     0.00142881758684670125
 GLOBAL    |      178929 | Diego Garcia                        | PR       | UNIAO         |  1793263.31 |            1830 |                     0 |           1052 |    2850.2 |     0.00158939291519882822
 GLOBAL    |      160512 | Aureo Ribeiro                       | RJ       | SOLIDARIEDADE |  1436751.66 |            1755 |                     0 |           1306 |    2763.1 |     0.00192315768752965979
 GLOBAL    |      220547 | Marcos Pollon                       | MS       | PL            |  1660076.24 |            1769 |                     0 |           1089 |    2762.4 |     0.00166401996091456619
 GLOBAL    |      220686 | Duarte Jr.                          | MA       | AVANTE        |  1335330.05 |            1744 |                     0 |            902 |    2706.2 |     0.00202661506793769825
 GLOBAL    |      204464 | Talíria Petrone                     | RJ       | PSOL          |  1379098.15 |            1730 |                     0 |            764 |    2671.4 |     0.00193706300019327848
 GLOBAL    |      178873 | Helder Salomão                      | ES       | PT            |  1253998.53 |            1730 |                     0 |            746 |    2669.6 |     0.00212887011916991641
 GLOBAL    |       74160 | Patrus Ananias                      | MG       | PT            |  1537981.64 |            1737 |                     0 |            604 |    2665.9 |     0.00173337569881523423
 GLOBAL    |      204374 | Bia Kicis                           | DF       | PL            |  1354243.01 |            1706 |                     0 |            874 |    2646.4 |     0.00195415444677096764
 GLOBAL    |      220543 | Ricardo Ayres                       | TO       | REPUBLICANOS  |  1686040.68 |            1653 |                     0 |           1070 |    2586.5 |     0.00153406737493427501
 GLOBAL    |      220530 | Messias Donato                      | ES       | UNIAO         |  1651603.02 |            1665 |                     0 |            773 |    2574.8 |     0.00155897026635371495
 GLOBAL    |      178986 | Nilto Tatto                         | SP       | PT            |  1619585.45 |            1619 |                     0 |            707 |    2499.2 |     0.00154311092384782785
 GLOBAL    |      209787 | Nikolas Ferreira                    | MG       | PL            |  1170043.29 |            1595 |                     0 |            834 |    2475.9 |     0.00211607555135844589
 GLOBAL    |      157130 | Túlio Gadêlha                       | PE       | PSD           |  1485061.83 |            1599 |                     0 |            747 |    2473.2 |     0.00166538520487056084
 GLOBAL    |       74858 | Lindbergh Farias                    | RJ       | PT            |  1173420.17 |            1589 |                     0 |            507 |    2434.2 |     0.00207444874584011966
 GLOBAL    |      220540 | Duda Ramos                          | RR       | PODE          |  1776660.43 |            1564 |                     0 |            531 |    2399.1 |     0.00135034245120211294
 GLOBAL    |      220713 | Saullo Vianna                       | AM       | MDB           |  1207586.12 |            1572 |                     0 |            408 |    2398.8 |     0.00198644217606608463
 GLOBAL    |      204416 | Sanderson                           | RS       | PL            |  1745119.60 |            1507 |                     0 |            741 |    2334.6 |     0.00133778796593654670
 GLOBAL    |      204491 | Gilberto Abramo                     | MG       | REPUBLICANOS  |  1543884.90 |            1463 |                     0 |            538 |    2248.3 |     0.00145626140912447554
 GLOBAL    |      220615 | Pastor Henrique Vieira              | RJ       | PSOL          |  1655052.51 |            1425 |                     0 |            768 |    2214.3 |     0.00133790317021421876
 GLOBAL    |      220645 | Erika Hilton                        | SP       | PSOL          |  1333970.40 |            1419 |                     0 |            587 |    2187.2 |     0.00163961659119272811
 GLOBAL    |      178887 | Rubens Pereira Júnior               | MA       | PT            |  1759904.48 |            1394 |                     0 |            593 |    2150.3 |     0.00122182767555657339
 GLOBAL    |      221338 | Professora Luciene Cavalcante       | SP       | PSOL          |  1222030.59 |            1350 |                     0 |           1225 |    2147.5 |     0.00175732098490267744
 GLOBAL    |       74478 | Luciano Bivar                       | PE       | MDB           |  1235019.59 |            1412 |                     0 |            222 |    2140.2 |     0.00173292797728010128
 GLOBAL    |      220558 | Zé Trovão                           | SC       | PL            |  1823881.40 |            1368 |                     0 |            695 |    2121.5 |     0.00116317870229939293
 GLOBAL    |      160553 | Antonio Brito                       | BA       | PSD           |  1731936.94 |            1348 |                     0 |            394 |    2061.4 |     0.00119022809225375146
 GLOBAL    |      220621 | Sargento Gonçalves                  | RN       | PL            |  1408626.88 |            1288 |                     0 |            928 |    2024.8 |     0.00143742819958114103
 GLOBAL    |      133439 | André Figueiredo                    | CE       | PDT           |  1695198.13 |            1256 |                     0 |           1059 |    1989.9 |     0.00117384508912831328
 GLOBAL    |      141555 | Vinicius Carvalho                   | SP       | PL            |  1440493.79 |            1283 |                     0 |            578 |    1982.3 |     0.00137612533546569472
 GLOBAL    |      139285 | Lídice da Mata                      | BA       | PSB           |  1714354.80 |            1261 |                     0 |            774 |    1968.9 |     0.00114847871630773280
 GLOBAL    |      220623 | Duda Salabert                       | MG       | PSOL          |  1405242.33 |            1245 |                     0 |            812 |    1948.7 |     0.00138673590910117261
 GLOBAL    |      204455 | Luiz Lima                           | RJ       | NOVO          |  1576217.87 |            1214 |                     0 |            937 |    1914.7 |     0.00121474323850928045
 GLOBAL    |      204501 | Alencar Santana                     | SP       | PT            |  1625951.26 |            1220 |                     0 |            764 |    1906.4 |     0.00117248287011998133
 GLOBAL    |      220666 | Coronel Meira                       | PE       | PL            |  1803845.44 |            1190 |                     0 |           1142 |    1899.2 |     0.00105286182390438063
