Q8 complemento - ranking completo de influencia legislativa global
 id_deputado |                nome                 | proposicoes_autoria | proposicoes_aprovadas | pct_aprovadas 
       73531 | Ivan Valente                        |                 457 |                     0 |              
      220696 | Ivoneide Caetano                    |                 238 |                     0 |              
      220670 | Iza Arruda                          |                 416 |                     0 |              
      220527 | Jack Rocha                          |                 479 |                     0 |              
      220697 | Jadyel Alencar                      |                 749 |                     0 |              
       74848 | Jandira Feghali                     |                 634 |                     0 |              
      220567 | Jeferson Rodrigues                  |                 318 |                     0 |              
       74273 | Jefferson Campos                    |                 340 |                     0 |              
      160531 | Jhonatan de Jesus                   |                   7 |                     0 |              
      141456 | Jilmar Tatto                        |                 352 |                     0 |              
      235869 | João Carlos                         |                   3 |                     0 |              
      141458 | João Carlos Bacelar                 |                 393 |                     0 |              
      230957 | João Cury                           |                  33 |                     0 |              
      178970 | João Daniel                         |                1011 |                     0 |              
       74550 | João Leão                           |                 186 |                     0 |              
      141459 | João Maia                           |                 136 |                     0 |              
      178910 | Joaquim Passarinho                  |                 632 |                     0 |              
      160548 | Jonas Donizette                     |                 878 |                     0 |              
      217480 | Jones Moura                         |                  41 |                     0 |              
      205550 | Jorge Braz                          |                 200 |                     0 |              
      214694 | Jorge Goetten                       |                 648 |                     0 |              
      178857 | Jorge Solla                         |                1163 |                     0 |              
      141464 | José Airton Félix Cirilo            |                 337 |                     0 |              
      141470 | José Guimarães                      |                 881 |                     0 |              
      209189 | Joseildo Ramos                      |                 345 |                     0 |              
      204472 | José Medeiros                       |                1921 |                     0 |              
      204391 | José Nelto                          |                 250 |                     0 |              
      220578 | Josenildo                           |                 616 |                     0 |              
       74079 | José Priante                        |                 169 |                     0 |              
       74554 | José Rocha                          |                 477 |                     0 |              
       74141 | Josias Gomes                        |                 159 |                     0 |              
      204563 | Josimar Maranhãozinho               |                  51 |                     0 |              
      215043 | Josivaldo JP                        |                 250 |                     0 |              
      204474 | Juarez Costa                        |                 254 |                     0 |              
      220640 | Juliana Cardoso                     |                 714 |                     0 |              
      228837 | Juliana Kolankiewicz                |                  31 |                     0 |              
      220559 | Julia Zanatta                       |                2085 |                     0 |              
       66385 | Julio Arcoverde                     |                 206 |                     0 |              
       74317 | Júlio Cesar                         |                 276 |                     0 |              
      204372 | Julio Cesar Ribeiro                 |                1083 |                     0 |              
       74253 | Julio Lopes                         |                 973 |                     0 |              
      228797 | Júlio Oliveira                      |                  30 |                     0 |              
      204457 | Juninho do Pneu                     |                 411 |                     0 |              
      204520 | Junio Amaral                        |                2150 |                     0 |              
      204497 | Júnior Ferrari                      |                 424 |                     0 |              
      204574 | Junior Lourenço                     |                 181 |                     0 |              
      204550 | Júnior Mano                         |                 473 |                     0 |              
      178886 | Juscelino Filho                     |                  35 |                     0 |              
      208297 | Katia Dias                          |                  27 |                     0 |              
      220677 | Keniston Braga                      |                  90 |                     0 |              
      162067 | Kiko Celeguim                       |                 410 |                     0 |              
      204536 | Kim Kataguiri                       |                2157 |                     0 |              
       98057 | Lafayette de Andrada                |                1018 |                     0 |              
       74856 | Laura Carneiro                      |                5174 |                     0 |              
      141480 | Lázaro Botelho                      |                 127 |                     0 |              
      178832 | Leandre                             |                  10 |                     0 |              
      220600 | Lebrão                              |                 237 |                     0 |              
      220566 | Lêda Borges                         |                 694 |                     0 |              
      231911 | Lenir de Assis                      |                 106 |                     0 |              
      122195 | Leonardo Gadelha                    |                  21 |                     0 |              
       74156 | Leonardo Monteiro                   |                 674 |                     0 |              
       74299 | Leônidas Cristino                   |                 227 |                     0 |              
       80815 | Leo Prates                          |                 657 |                     0 |              
       92102 | Leur Lomanto Júnior                 |                 221 |                     0 |              
      139285 | Lídice da Mata                      |                1261 |                     0 |              
       74585 | Lincoln Portela                     |                 520 |                     0 |              
       74858 | Lindbergh Farias                    |                1589 |                     0 |              
      171139 | Loreny                              |                  19 |                     0 |              
      234253 | Lucas Abrahao                       |                  44 |                     0 |              
      220662 | Lucas Ramos                         |                 503 |                     0 |              
      204404 | Lucas Redecker                      |                 584 |                     0 |              
      138286 | Luciano Alves                       |                 174 |                     0 |              
      220581 | Luciano Amaral                      |                 278 |                     0 |              
      103758 | Luciano Azevedo                     |                  49 |                     0 |              
       74478 | Luciano Bivar                       |                1412 |                     0 |              
      178931 | Luciano Ducci                       |                 505 |                     0 |              
      227323 | Luciano Galego                      |                  14 |                     0 |              
      220616 | Luciano Vieira                      |                 654 |                     0 |              
      178954 | Lucio Mosquini                      |                 779 |                     0 |              
      229082 | Lucyana Genésio                     |                  30 |                     0 |              
      204410 | Luisa Canziani                      |                 622 |                     0 |              
      222429 | Luis Carlos Gomes                   |                 153 |                     0 |              
      160510 | Luis Tibé                           |                 199 |                     0 |              
       74784 | Luiza Erundina                      |                 423 |                     0 |              
      204448 | Luiz Antonio Corrêa                 |                  30 |                     0 |              
      141485 | Luiz Carlos Busato                  |                 281 |                     0 |              
       73778 | Luiz Carlos Hauly                   |                 484 |                     0 |              
      204485 | Luiz Carlos Motta                   |                 298 |                     0 |              
       74041 | Luiz Couto                          |                1053 |                     0 |              
      141487 | Luiz Fernando Faria                 |                 233 |                     0 |              
      229432 | Luiz Fernando Vampiro               |                 175 |                     0 |              
      220658 | Luiz Gastão                         |                 733 |                     0 |              
      178866 | Luizianne Lins                      |                 505 |                     0 |              
      204455 | Luiz Lima                           |                1214 |                     0 |              
      220636 | Luiz Marinho                        |                   1 |                     0 |              
      162332 | Luiz Nishimori                      |                 421 |                     0 |              
      204526 | Luiz Philippe de Orleans e Bragança |                1206 |                     0 |              
      220669 | Lula da Fonte                       |                 313 |                     0 |              
      166402 | Magda Mofatto                       |                 198 |                     0 |              
      220648 | Marangoni                           |                2273 |                     0 |              
      179000 | Marcelo Álvaro Antônio              |                 428 |                     0 |              
      204433 | Marcelo Calero                      |                   4 |                     0 |              
      220599 | Marcelo Crivella                    |                 662 |                     0 |              
      220634 | Marcelo Lima                        |                 177 |                     0 |              
      133810 | Marcelo Moraes                      |                 219 |                     0 |              
      160161 | Marcelo Queiroz                     |                 772 |                     0 |              
