Q9 - Vies ideologico dos deputados (direita / esquerda / centro)

Q9.1 - Catalogo de partidos por ideologia
 ideologia |                                  partidos                                  | qtd_partidos 
-----------+----------------------------------------------------------------------------+--------------
 centro    | AVANTE, CIDADANIA, MDB, MISSAO, PODE, PRD, PSD, PSDB, SOLIDARIEDADE, UNIAO |           10
 direita   | NOVO, PL, PP, REPUBLICANOS                                                 |            4
 esquerda  | PCDOB, PDT, PSB, PSOL, PT, PV, REDE                                        |            7
(3 rows)


Q9.1 - Lista completa partidos x ideologia
 sigla_partido | ideologia 
---------------+-----------
 AVANTE        | centro
 CIDADANIA     | centro
 MDB           | centro
 MISSAO        | centro
 PODE          | centro
 PRD           | centro
 PSD           | centro
 PSDB          | centro
 SOLIDARIEDADE | centro
 UNIAO         | centro
 NOVO          | direita
 PL            | direita
 PP            | direita
 REPUBLICANOS  | direita
 PCDOB         | esquerda
 PDT           | esquerda
 PSB           | esquerda
 PSOL          | esquerda
 PT            | esquerda
 PV            | esquerda
 REDE          | esquerda
(21 rows)


Q9.2 - Correlacao ideologia x proposicao (pct de Sim por campo)
 ano_dados | id_votacao  |                        titulo_proposicao                         | ideologia | votos_sim | votos_nao | outros | total_votos | pct_sim 
      2024 | 2349493-47  | PRL 1/2024 CCJC => PL 709/2023                                   | centro    |         2 |        15 |      0 |          17 |    11.8
      2024 | 2349493-47  | PRL 1/2024 CCJC => PL 709/2023                                   | direita   |         0 |        22 |      0 |          22 |     0.0
      2024 | 2349493-47  | PRL 1/2024 CCJC => PL 709/2023                                   | esquerda  |         0 |         1 |      0 |           1 |     0.0
      2024 | 2349493-51  | PRL 1/2024 CCJC => PL 709/2023                                   | centro    |        17 |         1 |      1 |          19 |    89.5
      2024 | 2349493-51  | PRL 1/2024 CCJC => PL 709/2023                                   | direita   |        20 |         0 |      0 |          20 |   100.0
      2024 | 2349493-51  | PRL 1/2024 CCJC => PL 709/2023                                   | esquerda  |         1 |         7 |      0 |           8 |    12.5
      2024 | 2349493-69  | RPD 1 => PL 709/2023                                             | centro    |        14 |       148 |      0 |         162 |     8.6
      2024 | 2349493-69  | RPD 1 => PL 709/2023                                             | direita   |         3 |       170 |      1 |         174 |     1.7
      2024 | 2349493-69  | RPD 1 => PL 709/2023                                             | esquerda  |       107 |         9 |      1 |         117 |    91.5
      2024 | 2349493-73  | RPD 1 => PL 709/2023                                             | centro    |       143 |        13 |      0 |         156 |    91.7
      2024 | 2349493-73  | RPD 1 => PL 709/2023                                             | direita   |       160 |         3 |      1 |         164 |    97.6
      2024 | 2349493-73  | RPD 1 => PL 709/2023                                             | esquerda  |        10 |       104 |      0 |         114 |     8.8
      2024 | 2349493-80  | RPD 1 => PL 709/2023                                             | centro    |         9 |       138 |      0 |         147 |     6.1
      2024 | 2349493-80  | RPD 1 => PL 709/2023                                             | direita   |         2 |       170 |      1 |         173 |     1.2
      2024 | 2349493-80  | RPD 1 => PL 709/2023                                             | esquerda  |       101 |         9 |      0 |         110 |    91.8
      2024 | 2349493-82  | RPD 1 => PL 709/2023                                             | centro    |       153 |        12 |      0 |         165 |    92.7
      2024 | 2349493-82  | RPD 1 => PL 709/2023                                             | direita   |       174 |         1 |      1 |         176 |    98.9
      2024 | 2349493-82  | RPD 1 => PL 709/2023                                             | esquerda  |         9 |       107 |      1 |         117 |     7.7
      2024 | 2349493-86  | RPD 1 => PL 709/2023                                             | centro    |       139 |        10 |      0 |         149 |    93.3
      2024 | 2349493-86  | RPD 1 => PL 709/2023                                             | direita   |       172 |         4 |      1 |         177 |    97.2
      2024 | 2349493-86  | RPD 1 => PL 709/2023                                             | esquerda  |        11 |       102 |      0 |         113 |     9.7
      2024 | 2349493-89  | RPD 1 => PL 709/2023                                             | centro    |       153 |         9 |      0 |         162 |    94.4
      2024 | 2349493-89  | RPD 1 => PL 709/2023                                             | direita   |       157 |         5 |      1 |         163 |    96.3
      2024 | 2349493-89  | RPD 1 => PL 709/2023                                             | esquerda  |        10 |       105 |      0 |         115 |     8.7
      2024 | 2349493-92  | RPD 1 => PL 709/2023                                             | centro    |       143 |        11 |      0 |         154 |    92.9
      2024 | 2349493-92  | RPD 1 => PL 709/2023                                             | direita   |       163 |         3 |      1 |         167 |    97.6
      2024 | 2349493-92  | RPD 1 => PL 709/2023                                             | esquerda  |         9 |       106 |      0 |         115 |     7.8
      2024 | 2349493-95  | RPD 1 => PL 709/2023                                             | centro    |       138 |        12 |      0 |         150 |    92.0
      2024 | 2349493-95  | RPD 1 => PL 709/2023                                             | direita   |       166 |         3 |      1 |         170 |    97.6
      2024 | 2349493-95  | RPD 1 => PL 709/2023                                             | esquerda  |         9 |       104 |      0 |         113 |     8.0
      2024 | 2349647-27  | PRL 1 CDHMIR => PL 749/2023                                      | direita   |         2 |         0 |      0 |           2 |   100.0
      2024 | 2349647-27  | PRL 1 CDHMIR => PL 749/2023                                      | esquerda  |         1 |        10 |      0 |          11 |     9.1
      2024 | 2350568-47  | PRL 1 CCJC => PEC 3/2023                                         | centro    |         3 |        13 |      0 |          16 |    18.8
      2024 | 2350568-47  | PRL 1 CCJC => PEC 3/2023                                         | direita   |         0 |        24 |      0 |          24 |     0.0
      2024 | 2350568-47  | PRL 1 CCJC => PEC 3/2023                                         | esquerda  |        16 |         0 |      0 |          16 |   100.0
      2024 | 2350568-53  | PRL 1 CCJC => PEC 3/2023                                         | centro    |        13 |         4 |      0 |          17 |    76.5
      2024 | 2350568-53  | PRL 1 CCJC => PEC 3/2023                                         | direita   |        16 |         2 |      0 |          18 |    88.9
      2024 | 2350568-53  | PRL 1 CCJC => PEC 3/2023                                         | esquerda  |         0 |        16 |      0 |          16 |     0.0
      2024 | 2350568-60  | PRL 1 CCJC => PEC 3/2023                                         | centro    |        15 |         5 |      0 |          20 |    75.0
      2024 | 2350568-60  | PRL 1 CCJC => PEC 3/2023                                         | direita   |        16 |         6 |      0 |          22 |    72.7
      2024 | 2350568-60  | PRL 1 CCJC => PEC 3/2023                                         | esquerda  |         0 |        16 |      0 |          16 |     0.0
      2024 | 2350921-33  | PRL 1 CDC => PL 1047/2023                                        | centro    |         1 |         5 |      0 |           6 |    16.7
      2024 | 2350921-33  | PRL 1 CDC => PL 1047/2023                                        | direita   |         1 |         5 |      0 |           6 |    16.7
      2024 | 2350921-33  | PRL 1 CDC => PL 1047/2023                                        | esquerda  |         0 |         2 |      0 |           2 |     0.0
      2024 | 2350921-38  | PRL 1 CDC => PL 1047/2023                                        | centro    |         0 |         6 |      0 |           6 |     0.0
      2024 | 2350921-38  | PRL 1 CDC => PL 1047/2023                                        | direita   |         1 |         4 |      0 |           5 |    20.0
      2024 | 2350921-38  | PRL 1 CDC => PL 1047/2023                                        | esquerda  |         0 |         2 |      0 |           2 |     0.0
      2024 | 2351858-41  | PRL 1 CCJC => PL 1225/2023                                       | centro    |         5 |         7 |      0 |          12 |    41.7
      2024 | 2351858-41  | PRL 1 CCJC => PL 1225/2023                                       | direita   |         0 |        15 |      0 |          15 |     0.0
      2024 | 2351858-41  | PRL 1 CCJC => PL 1225/2023                                       | esquerda  |        11 |         0 |      0 |          11 |   100.0
      2024 | 2351965-34  | PRL 1 CDC => PL 1245/2023                                        | centro    |         0 |         7 |      0 |           7 |     0.0
      2024 | 2351965-34  | PRL 1 CDC => PL 1245/2023                                        | direita   |         0 |         5 |      0 |           5 |     0.0
      2024 | 2351965-34  | PRL 1 CDC => PL 1245/2023                                        | esquerda  |         0 |         1 |      0 |           1 |     0.0
      2024 | 2352476-136 | REQ 861/2023                                                     | centro    |        19 |       114 |      2 |         135 |    14.1
      2024 | 2352476-136 | REQ 861/2023                                                     | direita   |        22 |       115 |      1 |         138 |    15.9
      2024 | 2352476-136 | REQ 861/2023                                                     | esquerda  |        17 |        73 |      0 |          90 |    18.9
      2024 | 2352476-141 | REQ 861/2023                                                     | centro    |        18 |       129 |      1 |         148 |    12.2
      2024 | 2352476-141 | REQ 861/2023                                                     | direita   |        34 |       121 |      2 |         157 |    21.7
      2024 | 2352476-141 | REQ 861/2023                                                     | esquerda  |        20 |        86 |      0 |         106 |    18.9
      2024 | 2352476-146 | REQ 861/2023                                                     | centro    |        23 |       127 |      1 |         151 |    15.2
      2024 | 2352476-146 | REQ 861/2023                                                     | direita   |        39 |       108 |      1 |         148 |    26.4
      2024 | 2352476-146 | REQ 861/2023                                                     | esquerda  |        21 |        88 |      0 |         109 |    19.3
      2024 | 2352476-149 | REQ 861/2023                                                     | centro    |       130 |        29 |      2 |         161 |    80.7
      2024 | 2352476-149 | REQ 861/2023                                                     | direita   |       127 |        36 |      1 |         164 |    77.4
      2024 | 2352476-149 | REQ 861/2023                                                     | esquerda  |        87 |        24 |      2 |         113 |    77.0
      2024 | 2352476-155 | REQ 861/2023                                                     | centro    |       156 |         3 |      1 |         160 |    97.5
      2024 | 2352476-155 | REQ 861/2023                                                     | direita   |       154 |         0 |      1 |         155 |    99.4
      2024 | 2352476-155 | REQ 861/2023                                                     | esquerda  |        94 |        20 |      0 |         114 |    82.5
      2024 | 2352476-165 | REQ 861/2023                                                     | centro    |        12 |       128 |      1 |         141 |     8.5
      2024 | 2352476-165 | REQ 861/2023                                                     | direita   |        22 |       112 |      1 |         135 |    16.3
      2024 | 2352476-165 | REQ 861/2023                                                     | esquerda  |        15 |        78 |      0 |          93 |    16.1
      2024 | 2352476-168 | REQ 861/2023                                                     | centro    |       124 |        26 |      2 |         152 |    81.6
      2024 | 2352476-168 | REQ 861/2023                                                     | direita   |       126 |        34 |      1 |         161 |    78.3
      2024 | 2352476-168 | REQ 861/2023                                                     | esquerda  |        88 |        23 |      2 |         113 |    77.9
      2024 | 2352476-171 | REQ 861/2023                                                     | centro    |       142 |         3 |      1 |         146 |    97.3
      2024 | 2352476-171 | REQ 861/2023                                                     | direita   |       153 |         0 |      1 |         154 |    99.4
      2024 | 2352476-171 | REQ 861/2023                                                     | esquerda  |        84 |        20 |      0 |         104 |    80.8
      2024 | 2353243-47  | PRL 1 CAPADR => PL 1373/2023                                     | centro    |         9 |         0 |      0 |           9 |   100.0
      2024 | 2353243-47  | PRL 1 CAPADR => PL 1373/2023                                     | direita   |        19 |         0 |      0 |          19 |   100.0
      2024 | 2353243-47  | PRL 1 CAPADR => PL 1373/2023                                     | esquerda  |         0 |         4 |      0 |           4 |     0.0
      2024 | 2356599-40  | PRL 1 CCJC => PL 1937/2023                                       | centro    |         3 |         8 |      0 |          11 |    27.3
      2024 | 2356599-40  | PRL 1 CCJC => PL 1937/2023                                       | direita   |        10 |         2 |      0 |          12 |    83.3
      2024 | 2356599-40  | PRL 1 CCJC => PL 1937/2023                                       | esquerda  |         0 |        12 |      0 |          12 |     0.0
      2024 | 2360537-70  | PRL 1 CCJC => PL 2387/2023                                       | centro    |         9 |         5 |      0 |          14 |    64.3
      2024 | 2360537-70  | PRL 1 CCJC => PL 2387/2023                                       | direita   |        11 |         5 |      0 |          16 |    68.8
      2024 | 2360537-70  | PRL 1 CCJC => PL 2387/2023                                       | esquerda  |         0 |        13 |      0 |          13 |     0.0
      2024 | 2362096-45  | PRL 1 CCJC => PLP 108/2023                                       | centro    |         7 |        14 |      0 |          21 |    33.3
      2024 | 2362096-45  | PRL 1 CCJC => PLP 108/2023                                       | direita   |         2 |        22 |      0 |          24 |     8.3
      2024 | 2362096-45  | PRL 1 CCJC => PLP 108/2023                                       | esquerda  |        13 |         0 |      1 |          14 |    92.9
      2024 | 2362096-56  | PRL 1 CCJC => PLP 108/2023                                       | centro    |         5 |        11 |      1 |          17 |    29.4
      2024 | 2362096-56  | PRL 1 CCJC => PLP 108/2023                                       | direita   |         1 |        20 |      0 |          21 |     4.8
      2024 | 2362096-56  | PRL 1 CCJC => PLP 108/2023                                       | esquerda  |         3 |         0 |      0 |           3 |   100.0
      2024 | 2362096-62  | PRL 1 CCJC => PLP 108/2023                                       | centro    |        13 |         4 |      1 |          18 |    72.2
      2024 | 2362096-62  | PRL 1 CCJC => PLP 108/2023                                       | direita   |        19 |         0 |      0 |          19 |   100.0
      2024 | 2362096-62  | PRL 1 CCJC => PLP 108/2023                                       | esquerda  |         0 |        11 |      0 |          11 |     0.0
      2024 | 2362096-67  | PRL 1 CCJC => PLP 108/2023                                       | centro    |        13 |        12 |      0 |          25 |    52.0
      2024 | 2362096-67  | PRL 1 CCJC => PLP 108/2023                                       | direita   |        21 |         2 |      0 |          23 |    91.3
      2024 | 2362096-67  | PRL 1 CCJC => PLP 108/2023                                       | esquerda  |         0 |        16 |      0 |          16 |     0.0
      2024 | 2366564-26  | PRL 1 CDC => PL 2879/2023                                        | centro    |         1 |         5 |      0 |           6 |    16.7
      2024 | 2366564-26  | PRL 1 CDC => PL 2879/2023                                        | direita   |         0 |         5 |      0 |           5 |     0.0
      2024 | 2366564-26  | PRL 1 CDC => PL 2879/2023                                        | esquerda  |         0 |         2 |      0 |           2 |     0.0
      2024 | 2367548-7   | (sem proposicao vinculada)                                       | centro    |       158 |         1 |      0 |         159 |    99.4
      2024 | 2367548-7   | (sem proposicao vinculada)                                       | direita   |       168 |         1 |      1 |         170 |    98.8
      2024 | 2367548-7   | (sem proposicao vinculada)                                       | esquerda  |       116 |         0 |      0 |         116 |   100.0
      2024 | 2373113-32  | REQ 37/2024 CCJC                                                 | centro    |        10 |        12 |      0 |          22 |    45.5
      2024 | 2373113-32  | REQ 37/2024 CCJC                                                 | direita   |         7 |        13 |      0 |          20 |    35.0
      2024 | 2373113-32  | REQ 37/2024 CCJC                                                 | esquerda  |         5 |         3 |      0 |           8 |    62.5
      2024 | 2373113-42  | REQ 37/2024 CCJC                                                 | centro    |         9 |        12 |      0 |          21 |    42.9
      2024 | 2373113-42  | REQ 37/2024 CCJC                                                 | direita   |         8 |        15 |      0 |          23 |    34.8
      2024 | 2373113-42  | REQ 37/2024 CCJC                                                 | esquerda  |         9 |         2 |      0 |          11 |    81.8
      2024 | 2373113-47  | REQ 37/2024 CCJC                                                 | centro    |        13 |        11 |      0 |          24 |    54.2
      2024 | 2373113-47  | REQ 37/2024 CCJC                                                 | direita   |        12 |        11 |      0 |          23 |    52.2
      2024 | 2373113-47  | REQ 37/2024 CCJC                                                 | esquerda  |        13 |         2 |      0 |          15 |    86.7
      2024 | 2374515-24  | PRL 1 CDHMIR => PL 3637/2023                                     | direita   |         3 |         0 |      0 |           3 |   100.0
      2024 | 2374515-24  | PRL 1 CDHMIR => PL 3637/2023                                     | esquerda  |         0 |        10 |      0 |          10 |     0.0
      2024 | 2379378-9   | REQ 2542/2023                                                    | centro    |        88 |        67 |      0 |         155 |    56.8
      2024 | 2379378-9   | REQ 2542/2023                                                    | direita   |        59 |        96 |      2 |         157 |    37.6
      2024 | 2379378-9   | REQ 2542/2023                                                    | esquerda  |       111 |         1 |      2 |         114 |    97.4
      2024 | 2380083-26  | PRL 1 CE => PL 3943/2023                                         | centro    |         1 |         1 |      0 |           2 |    50.0
      2024 | 2380083-26  | PRL 1 CE => PL 3943/2023                                         | direita   |         0 |        11 |      0 |          11 |     0.0
      2024 | 2380083-26  | PRL 1 CE => PL 3943/2023                                         | esquerda  |        10 |         2 |      0 |          12 |    83.3
      2024 | 2381414-24  | PRL 1 CMADS => PL 4049/2023                                      | centro    |         1 |         2 |      0 |           3 |    33.3
      2024 | 2381414-24  | PRL 1 CMADS => PL 4049/2023                                      | direita   |         1 |         2 |      0 |           3 |    33.3
      2024 | 2381414-24  | PRL 1 CMADS => PL 4049/2023                                      | esquerda  |         0 |         5 |      0 |           5 |     0.0
      2024 | 2382257-49  | REQ 3684/2023                                                    | centro    |       159 |         2 |      0 |         161 |    98.8
      2024 | 2382257-49  | REQ 3684/2023                                                    | direita   |       156 |         1 |      1 |         158 |    98.7
      2024 | 2382257-49  | REQ 3684/2023                                                    | esquerda  |       111 |         1 |      0 |         112 |    99.1
      2024 | 2383411-50  | PRL 1 CCJC => PL 4183/2023                                       | centro    |         0 |        13 |      0 |          13 |     0.0
      2024 | 2383411-50  | PRL 1 CCJC => PL 4183/2023                                       | direita   |         0 |        17 |      0 |          17 |     0.0
      2024 | 2383411-50  | PRL 1 CCJC => PL 4183/2023                                       | esquerda  |         4 |         0 |      0 |           4 |   100.0
      2024 | 2383411-59  | PRL 1 CCJC => PL 4183/2023                                       | centro    |         2 |        15 |      0 |          17 |    11.8
      2024 | 2383411-59  | PRL 1 CCJC => PL 4183/2023                                       | direita   |         0 |        17 |      0 |          17 |     0.0
      2024 | 2383411-59  | PRL 1 CCJC => PL 4183/2023                                       | esquerda  |         5 |         0 |      0 |           5 |   100.0
      2024 | 2383411-63  | PRL 1 CCJC => PL 4183/2023                                       | centro    |        14 |         2 |      0 |          16 |    87.5
      2024 | 2383411-63  | PRL 1 CCJC => PL 4183/2023                                       | direita   |        19 |         0 |      0 |          19 |   100.0
      2024 | 2383411-63  | PRL 1 CCJC => PL 4183/2023                                       | esquerda  |         0 |         9 |      0 |           9 |     0.0
      2024 | 2384733-25  | PRL 1 CE => PL 4249/2023                                         | centro    |         3 |         0 |      0 |           3 |   100.0
      2024 | 2384733-25  | PRL 1 CE => PL 4249/2023                                         | direita   |        12 |         1 |      0 |          13 |    92.3
      2024 | 2384733-25  | PRL 1 CE => PL 4249/2023                                         | esquerda  |         0 |        16 |      0 |          16 |     0.0
      2024 | 2388029-86  | REQ 3443/2023                                                    | centro    |       131 |        19 |      1 |         151 |    86.8
      2024 | 2388029-86  | REQ 3443/2023                                                    | direita   |       154 |         2 |      0 |         156 |    98.7
      2024 | 2388029-86  | REQ 3443/2023                                                    | esquerda  |       107 |         1 |      0 |         108 |    99.1
      2024 | 2388029-88  | REQ 3443/2023                                                    | centro    |       126 |         2 |      0 |         128 |    98.4
      2024 | 2388029-88  | REQ 3443/2023                                                    | direita   |       138 |         1 |      0 |         139 |    99.3
      2024 | 2388029-88  | REQ 3443/2023                                                    | esquerda  |        97 |         0 |      0 |          97 |   100.0
      2024 | 2388029-94  | REQ 3443/2023                                                    | centro    |       133 |         6 |      1 |         140 |    95.0
      2024 | 2388029-94  | REQ 3443/2023                                                    | direita   |       143 |         1 |      0 |         144 |    99.3
      2024 | 2388029-94  | REQ 3443/2023                                                    | esquerda  |       102 |         0 |      0 |         102 |   100.0
      2024 | 2388491-7   | (sem proposicao vinculada)                                       | centro    |       122 |        23 |      2 |         147 |    83.0
      2024 | 2388491-7   | (sem proposicao vinculada)                                       | direita   |       152 |         2 |      0 |         154 |    98.7
      2024 | 2388491-7   | (sem proposicao vinculada)                                       | esquerda  |        16 |        86 |      2 |         104 |    15.4
      2024 | 2388837-35  | RDF 1 => MPV 1188/2023                                           | centro    |       157 |         0 |      0 |         157 |   100.0
      2024 | 2388837-35  | RDF 1 => MPV 1188/2023                                           | direita   |       156 |         0 |      1 |         157 |    99.4
      2024 | 2388837-35  | RDF 1 => MPV 1188/2023                                           | esquerda  |       112 |         0 |      0 |         112 |   100.0
      2024 | 2391567-50  | PRL 1 CCJC => PEC 50/2023                                        | centro    |        15 |         2 |      0 |          17 |    88.2
      2024 | 2391567-50  | PRL 1 CCJC => PEC 50/2023                                        | direita   |        23 |         0 |      0 |          23 |   100.0
      2024 | 2391567-50  | PRL 1 CCJC => PEC 50/2023                                        | esquerda  |         0 |        10 |      0 |          10 |     0.0
      2024 | 2396155-24  | PRL 1 CPASF => PL 5014/2023                                      | centro    |         0 |         2 |      0 |           2 |     0.0
      2024 | 2396155-24  | PRL 1 CPASF => PL 5014/2023                                      | direita   |         0 |         7 |      0 |           7 |     0.0
      2024 | 2396155-24  | PRL 1 CPASF => PL 5014/2023                                      | esquerda  |         3 |         0 |      0 |           3 |   100.0
      2024 | 2399598-108 | EMP 1 => PL 5230/2023                                            | centro    |         9 |       147 |      0 |         156 |     5.8
      2024 | 2399598-108 | EMP 1 => PL 5230/2023                                            | direita   |         9 |       150 |      1 |         160 |     5.6
      2024 | 2399598-108 | EMP 1 => PL 5230/2023                                            | esquerda  |       108 |         5 |      0 |         113 |    95.6
      2024 | 2399598-112 | EMP 1 => PL 5230/2023                                            | centro    |       155 |         0 |      0 |         155 |   100.0
      2024 | 2399598-112 | EMP 1 => PL 5230/2023                                            | direita   |       167 |         1 |      1 |         169 |    98.8
      2024 | 2399598-112 | EMP 1 => PL 5230/2023                                            | esquerda  |       115 |         0 |      0 |         115 |   100.0
      2024 | 2399598-70  | EMP 1 => PL 5230/2023                                            | centro    |       128 |        18 |      0 |         146 |    87.7
      2024 | 2399598-70  | EMP 1 => PL 5230/2023                                            | direita   |        81 |        69 |      2 |         152 |    53.3
      2024 | 2399598-70  | EMP 1 => PL 5230/2023                                            | esquerda  |       106 |         0 |      0 |         106 |   100.0
      2024 | 2400758-37  | PRLP 1 => PLP 233/2023                                           | centro    |        37 |        89 |      0 |         126 |    29.4
      2024 | 2400758-37  | PRLP 1 => PLP 233/2023                                           | direita   |        68 |        72 |      1 |         141 |    48.2
      2024 | 2400758-37  | PRLP 1 => PLP 233/2023                                           | esquerda  |         1 |        98 |      0 |          99 |     1.0
      2024 | 2400758-62  | PRLP 1 => PLP 233/2023                                           | centro    |       110 |        54 |      0 |         164 |    67.1
      2024 | 2400758-62  | PRLP 1 => PLP 233/2023                                           | direita   |        83 |        80 |      1 |         164 |    50.6
      2024 | 2400758-62  | PRLP 1 => PLP 233/2023                                           | esquerda  |       111 |         2 |      0 |         113 |    98.2
      2024 | 2401881-9   | (sem proposicao vinculada)                                       | centro    |       135 |        12 |      1 |         148 |    91.2
      2024 | 2401881-9   | (sem proposicao vinculada)                                       | direita   |       151 |         4 |      1 |         156 |    96.8
      2024 | 2401881-9   | (sem proposicao vinculada)                                       | esquerda  |         7 |        95 |      0 |         102 |     6.9
      2024 | 2403068-11  | (sem proposicao vinculada)                                       | centro    |       118 |        24 |      0 |         142 |    83.1
      2024 | 2403068-11  | (sem proposicao vinculada)                                       | direita   |        65 |        78 |      0 |         143 |    45.5
      2024 | 2403068-11  | (sem proposicao vinculada)                                       | esquerda  |       102 |         1 |      2 |         105 |    97.1
      2024 | 2407112-7   | (sem proposicao vinculada)                                       | centro    |       131 |         1 |      0 |         132 |    99.2
      2024 | 2407112-7   | (sem proposicao vinculada)                                       | direita   |       140 |         0 |      1 |         141 |    99.3
      2024 | 2407112-7   | (sem proposicao vinculada)                                       | esquerda  |        66 |        16 |      0 |          82 |    80.5
      2024 | 2408105-8   | REQ 4134/2023                                                    | centro    |       129 |        25 |      1 |         155 |    83.2
      2024 | 2408105-8   | REQ 4134/2023                                                    | direita   |        82 |        80 |      1 |         163 |    50.3
      2024 | 2408105-8   | REQ 4134/2023                                                    | esquerda  |       111 |         0 |      0 |         111 |   100.0
      2024 | 2408107-9   | REQ 4135/2023                                                    | centro    |       152 |         1 |      0 |         153 |    99.3
      2024 | 2408107-9   | REQ 4135/2023                                                    | direita   |       140 |         7 |      3 |         150 |    93.3
      2024 | 2408107-9   | REQ 4135/2023                                                    | esquerda  |       103 |         0 |      0 |         103 |   100.0
      2024 | 2408682-8   | (sem proposicao vinculada)                                       | centro    |       151 |         0 |      0 |         151 |   100.0
      2024 | 2408682-8   | (sem proposicao vinculada)                                       | direita   |       153 |         1 |      1 |         155 |    98.7
      2024 | 2408682-8   | (sem proposicao vinculada)                                       | esquerda  |       104 |         0 |      0 |         104 |   100.0
      2024 | 2408709-73  | REQ 715/2024                                                     | centro    |         4 |       154 |      2 |         160 |     2.5
      2024 | 2408709-73  | REQ 715/2024                                                     | direita   |         3 |        89 |     64 |         156 |     1.9
      2024 | 2408709-73  | REQ 715/2024                                                     | esquerda  |         2 |       109 |      0 |         111 |     1.8
      2024 | 2408709-77  | REQ 715/2024                                                     | centro    |         1 |       143 |      1 |         145 |     0.7
      2024 | 2408709-77  | REQ 715/2024                                                     | direita   |         3 |        84 |     61 |         148 |     2.0
      2024 | 2408709-77  | REQ 715/2024                                                     | esquerda  |         0 |       102 |      0 |         102 |     0.0
      2024 | 2408948-7   | (sem proposicao vinculada)                                       | centro    |       133 |         0 |      0 |         133 |   100.0
      2024 | 2408948-7   | (sem proposicao vinculada)                                       | direita   |       141 |         0 |      1 |         142 |    99.3
      2024 | 2408948-7   | (sem proposicao vinculada)                                       | esquerda  |        92 |         0 |      0 |          92 |   100.0
      2024 | 2410466-47  | REQ 4341/2023                                                    | centro    |         0 |       149 |      1 |         150 |     0.0
      2024 | 2410466-47  | REQ 4341/2023                                                    | direita   |         1 |        88 |     66 |         155 |     0.6
      2024 | 2410466-47  | REQ 4341/2023                                                    | esquerda  |         0 |       110 |      0 |         110 |     0.0
      2024 | 2410466-50  | REQ 4341/2023                                                    | centro    |         1 |       164 |      1 |         166 |     0.6
      2024 | 2410466-50  | REQ 4341/2023                                                    | direita   |         1 |        98 |     59 |         158 |     0.6
      2024 | 2410466-50  | REQ 4341/2023                                                    | esquerda  |         0 |       115 |      0 |         115 |     0.0
      2024 | 2410488-26  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | centro    |         5 |        15 |      0 |          20 |    25.0
      2024 | 2410488-26  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | direita   |         0 |        21 |      0 |          21 |     0.0
      2024 | 2410488-26  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | esquerda  |        13 |         0 |      0 |          13 |   100.0
      2024 | 2410488-40  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | centro    |         3 |        13 |      0 |          16 |    18.8
      2024 | 2410488-40  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | direita   |         0 |        23 |      0 |          23 |     0.0
      2024 | 2410488-40  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | esquerda  |         9 |         0 |      0 |           9 |   100.0
      2024 | 2410488-45  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | centro    |        15 |         3 |      0 |          18 |    83.3
      2024 | 2410488-45  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | direita   |        24 |         0 |      0 |          24 |   100.0
      2024 | 2410488-45  | RPD 1 CCJC => PEC 8/2021 (Fase 1 - CD)                           | esquerda  |         0 |        15 |      0 |          15 |     0.0
      2024 | 2411815-7   | REQ 4244/2023                                                    | centro    |       151 |         0 |      1 |         152 |    99.3
      2024 | 2411815-7   | REQ 4244/2023                                                    | direita   |       164 |         0 |      1 |         165 |    99.4
      2024 | 2411815-7   | REQ 4244/2023                                                    | esquerda  |        98 |        13 |      0 |         111 |    88.3
      2024 | 2415411-9   | (sem proposicao vinculada)                                       | centro    |       118 |        27 |      0 |         145 |    81.4
      2024 | 2415411-9   | (sem proposicao vinculada)                                       | direita   |       129 |        34 |      1 |         164 |    78.7
      2024 | 2415411-9   | (sem proposicao vinculada)                                       | esquerda  |        92 |        21 |      1 |         114 |    80.7
      2024 | 2416729-28  | PRLP 1 => PL 6233/2023                                           | centro    |       150 |         0 |      0 |         150 |   100.0
      2024 | 2416729-28  | PRLP 1 => PL 6233/2023                                           | direita   |       143 |         0 |      1 |         144 |    99.3
      2024 | 2416729-28  | PRLP 1 => PL 6233/2023                                           | esquerda  |        95 |         3 |      1 |          99 |    96.0
      2024 | 2416733-28  | REQ 801/2024                                                     | centro    |         5 |       146 |      0 |         151 |     3.3
      2024 | 2416733-28  | REQ 801/2024                                                     | direita   |        38 |       112 |      1 |         151 |    25.2
      2024 | 2416733-28  | REQ 801/2024                                                     | esquerda  |         1 |       106 |      0 |         107 |     0.9
      2024 | 2416733-37  | REQ 801/2024                                                     | centro    |         8 |       140 |      0 |         148 |     5.4
      2024 | 2416733-37  | REQ 801/2024                                                     | direita   |        30 |       125 |      1 |         156 |    19.2
      2024 | 2416733-37  | REQ 801/2024                                                     | esquerda  |         0 |       113 |      0 |         113 |     0.0
