Q5 complemento - top 5 fornecedores por categoria de gasto e por ano (57a leg.)
 ano_dados | posicao |                         categoria                         |                                             fornecedor                                             | qtd_lancamentos | total_pago  
      2024 |       3 | TELEFONIA                                                 | TELEFONICA BRASIL S.A.                                                                             |             364 |   180409.65
      2024 |       4 | TELEFONIA                                                 | Claro NXT Telecomunicações S.A                                                                     |             839 |   146599.36
      2024 |       5 | TELEFONIA                                                 | TELEFÔNICA BRASIL S/A - VIVO                                                                       |             298 |   140950.49
      2025 |       1 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | MACHADOS PLAZA HOTEL LTDA                                                                          |               1 |      738.00
      2025 |       2 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | sobral & Palacio petroleo LTDA                                                                     |               3 |      700.00
      2025 |       3 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | Adobe Systems Software Ireland Ltd                                                                 |               1 |      275.00
      2025 |       4 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | FOGO DE CHÃO LTDA.                                                                                 |               1 |      264.00
      2025 |       5 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | POSTO DE SERVIÇOS FALKE LTDA                                                                       |               1 |      222.61
      2025 |       1 | ASSINATURA DE PUBLICAÇÕES                                 | SEISELLES DISTRIBUIÇÃO E LOGÍSTICA LTDA                                                            |               9 |    18326.60
      2025 |       2 | ASSINATURA DE PUBLICAÇÕES                                 | RBS ZERO HORA EDITORA JORNALISTICA S-A                                                             |              92 |     7721.88
      2025 |       3 | ASSINATURA DE PUBLICAÇÕES                                 | S.A O ESTADO DE S.PAULO                                                                            |              18 |     5133.46
      2025 |       4 | ASSINATURA DE PUBLICAÇÕES                                 | Empresa Folha da Manhã S.A.                                                                        |               3 |     4927.41
      2025 |       5 | ASSINATURA DE PUBLICAÇÕES                                 | EDITORA GLOBO S/A                                                                                  |              14 |     3909.01
      2025 |       1 | COMBUSTÍVEIS E LUBRIFICANTES.                             | AUTO POSTO CINCO ESTRELAS LTDA                                                                     |            1535 |   327181.18
      2025 |       2 | COMBUSTÍVEIS E LUBRIFICANTES.                             | 031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                           |            1440 |   312140.35
      2025 |       3 | COMBUSTÍVEIS E LUBRIFICANTES.                             | 063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                             |            1103 |   240807.86
      2025 |       4 | COMBUSTÍVEIS E LUBRIFICANTES.                             | MACTRA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA                                               |              76 |   224378.92
      2025 |       5 | COMBUSTÍVEIS E LUBRIFICANTES.                             | AUTO POSTO 303 NORTE LTDA                                                                          |             901 |   197658.07
      2025 |       1 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | Facebook Serviços Online do Brasil Ltda.                                                           |             557 |  2186723.06
      2025 |       2 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA                                                            |             329 |  1064973.20
      2025 |       3 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | ELDORADO COMUNICACAO E JORNALISMO LTDA                                                             |             145 |   772728.57
      2025 |       4 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | WORKING ASSOCIAÇÃO DE INTEGRAÇÃO PROFISSIONAL                                                      |              64 |   759030.00
      2025 |       5 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | MAIS PROPAGANDA LTDA.                                                                              |              23 |   507572.50
      2025 |       1 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | SERVIA O NACIONAL DE APREND. COMERCIAL                                                             |            1091 |    75645.79
      2025 |       2 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | SERVICO NACIONAL DE APREND. COMERCIAL                                                              |             280 |    20602.00
      2025 |       3 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | DO SUL RESTAURANTE LTDA                                                                            |             239 |    14636.95
      2025 |       4 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | TAIOBA SELF-SERVICE LTDA EPP                                                                       |             408 |    13142.62
      2025 |       5 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | RESTAURANTE DAS MINAS LTDA                                                                         |             116 |     7255.67
      2025 |       1 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | HCC HOTELS GESTAO HOTELEIRA LTDA.                                                                  |              35 |    58153.85
      2025 |       2 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | PAIAGUAS HOTEIS LTDA                                                                               |              46 |    53963.36
      2025 |       3 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | VILA GALE BRASIL - ATIVIDADES HOTELEIRAS LTDA                                                      |               8 |    46131.36
      2025 |       4 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | SEZONILDE RAMERY LOPES                                                                             |              37 |    37573.98
      2025 |       5 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | ATLANTICA HOTELS INTERNACIONAL BRASIL LTDA                                                         |              40 |    33245.76
      2025 |       1 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | CTA - CLEITON TAXI AEREO LTDA                                                                      |              15 |   369650.00
      2025 |       2 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | TAXI AEREO VALE DO MADEIRA                                                                         |              12 |   344850.00
      2025 |       3 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | HEISS TAXI AEREO LTDA - EPP                                                                        |              14 |   275400.00
      2025 |       4 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | HAR - SERVIÇOS AUXILIARES AO TRANSPORTE AEREO LTDA                                                 |               5 |   205000.00
      2025 |       5 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | AMAZONAVES TAXI AEREO LTDA                                                                         |              10 |   190150.00
      2025 |       1 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | JUNIO CESAR CARDOSO                                                                                |              30 |   180000.00
      2025 |       2 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | EDENILTON LIMA PEREIRA                                                                             |              11 |    45900.00
      2025 |       3 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | OZEAS AMORAS MACIEL                                                                                |               1 |     5000.00
      2025 |       4 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | MARIA MARLI PINHEIRO DE OLIVEIRA                                                                   |               1 |     4800.00
      2025 |       5 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | Camila Navegação e Transportes Ltda                                                                |               1 |      168.00
      2025 |       1 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | PANTANAL VEÍCULOS LTDA                                                                             |             713 |  3142114.77
      2025 |       2 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | HPE AUTOMOTORES DO BRASIL LTDA                                                                     |             165 |  1447612.19
      2025 |       3 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | SUPREMA MOBILIDADE LTDA                                                                            |             253 |  1419538.37
      2025 |       4 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | VIA LOCADORA DE AUTOMOVEIS LTDA                                                                    |             188 |  1005818.19
      2025 |       5 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | NOVACAR LOCADORA DE VEICULOS LTDA                                                                  |             158 |   893743.33
      2025 |       1 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA                                                          |             743 |   481000.85
      2025 |       2 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | AMORETTO CAFES EXPRESSO LTDA                                                                       |             539 |   408755.77
      2025 |       3 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | BROAD BRASIL LTDA                                                                                  |             386 |   348558.00
      2025 |       4 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | N P IMOVEIS LTDA                                                                                   |              98 |   296183.80
      2025 |       5 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | TELEMAXIMO SISTEMAS CONSULTORIA E SERVIÇOS LTDA - ME                                               |              20 |   254540.11
      2025 |       1 | PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR         | PP CHIARETTI ENSINO DE IDIOMAS LTDA - ME                                                           |               3 |     9200.00
      2025 |       2 | PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR         | SMA PRODUÇÕES LTDA                                                                                 |               1 |     9145.61
      2025 |       3 | PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR         | Above e Beyond                                                                                     |               1 |     4542.65
      2025 |       4 | PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR         | MARIA OLGA CURADO COMUNICADO                                                                       |               1 |     4445.00
      2025 |       5 | PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR         | Associação Internacional de Chefes de Polícia (IACP)                                               |               1 |     2446.43
      2025 |       1 | PASSAGEM AÉREA - REEMBOLSO                                | Latam Linhas Aéreas S.A                                                                            |             150 |   412875.36
      2025 |       2 | PASSAGEM AÉREA - REEMBOLSO                                | Gol Linhas Aereas S.A.                                                                             |              60 |   138103.67
      2025 |       3 | PASSAGEM AÉREA - REEMBOLSO                                | AZUL LINHAS AÉREAS BRASILEIRAS S.A.                                                                |              33 |    72099.66
      2025 |       4 | PASSAGEM AÉREA - REEMBOLSO                                | LATAM                                                                                              |               5 |    52735.51
      2025 |       5 | PASSAGEM AÉREA - REEMBOLSO                                | Azul Linhas Aéreas Inteligentes S.A                                                                |              17 |    42019.61
      2025 |       1 | PASSAGEM AÉREA - RPA                                      | Cia Aérea - TAM                                                                                    |             230 |   438584.62
      2025 |       2 | PASSAGEM AÉREA - RPA                                      | Cia Aérea - AZUL                                                                                   |             186 |   179835.35
      2025 |       3 | PASSAGEM AÉREA - RPA                                      | Cia Aérea - GOL                                                                                    |             103 |   133399.57
      2025 |       1 | PASSAGEM AÉREA - SIGEPA                                   | TAM                                                                                                |           19981 | 22878853.35
      2025 |       2 | PASSAGEM AÉREA - SIGEPA                                   | GOL                                                                                                |            5308 |  7053684.29
      2025 |       3 | PASSAGEM AÉREA - SIGEPA                                   | AZUL                                                                                               |            4762 |  5333548.08
      2025 |       1 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | VIACAO OURO E PRATA S A                                                                            |              81 |    25156.99
      2025 |       2 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | INTERNACIONAL TRAVESSIAS SALVADOR S.A                                                              |             161 |    18038.54
      2025 |       3 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | EMPRESA GONTIJO DE TRANSPORTES LIMITADA                                                            |              61 |    17525.10
      2025 |       4 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | Planalto Transportes ltda                                                                          |              60 |    10637.25
      2025 |       5 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | AGUIAR LOCAÇÃO E TURISMO                                                                           |              19 |     6170.40
      2025 |       1 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | SERVFAZ SERVIÇOS DE SEGURANÇA LTDA                                                                 |              24 |   207930.00
      2025 |       2 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | BRASAO VIGILANCIA E SEGURANCA LTDA                                                                 |              12 |   104400.00
      2025 |       2 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | IMPERIO SECURITY VILANCIA PATRIMONIAL EIRELI                                                       |              12 |   104400.00
      2025 |       4 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | Saturno limpeza e conservação a edifícios -LTDA                                                    |              12 |    96000.00
      2025 |       5 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | GGS SERVIÇOS SOCIEDADE UNIPESSOAL LTDA                                                             |              11 |    91317.49
      2025 |       1 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | SEM PARAR INSTITUIÇÃO DE PAGAMENTO LTDA.                                                           |             695 |   381283.06
      2025 |       2 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | UBER DO BRASIL TECNOLOGIA LTDA.                                                                    |           10265 |   330783.66
      2025 |       3 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | SINPETAXI                                                                                          |             815 |    55065.74
      2025 |       4 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | ASSOCIAÇÃO DOS TAXISTAS DO DISTRITO FEDERAL                                                        |             691 |    39523.83
      2025 |       5 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | TÁXI LEGAL                                                                                         |             347 |    21492.05
      2025 |       1 | SERVIÇOS POSTAIS                                          | EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS                                                        |             108 |    34501.46
      2025 |       2 | SERVIÇOS POSTAIS                                          | SILVA E TEIXEIRA LTDA                                                                              |               1 |    14224.00
      2025 |       3 | SERVIÇOS POSTAIS                                          | ECT EMP. BRAS. DE CORREIOS E TELEGRAFOS                                                            |               4 |    11333.64
      2025 |       4 | SERVIÇOS POSTAIS                                          | ECT - EMP. BRAS de CORREIOS E TELEGRAFOS                                                           |               1 |    10497.50
      2025 |       5 | SERVIÇOS POSTAIS                                          | ECT                                                                                                |               4 |     7029.60
      2025 |       1 | TELEFONIA                                                 | CELULAR FUNCIONAL                                                                                  |            3333 |   808218.01
      2025 |       2 | TELEFONIA                                                 | TELEFÔNICA BRASIL S/A - VIVO                                                                       |             888 |   471411.00
      2025 |       3 | TELEFONIA                                                 | VIVO TELEFONIA BRASIL S/A                                                                          |             382 |   198627.25
      2025 |       4 | TELEFONIA                                                 | Claro NXT Telecomunicações S.A                                                                     |            1053 |   193243.98
      2025 |       5 | TELEFONIA                                                 | Telefônica Brasil S.A. VIVO                                                                        |             321 |   165937.06
      2026 |       1 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | META CERTIFICADO DIGITAL LTDA                                                                      |               1 |      380.00
      2026 |       2 | AQUISIÇÃO DE TOKENS E CERTIFICADOS DIGITAIS               | CERTDATA SERVICOS DE INFORMACAO LTDA                                                               |               1 |      149.00
      2026 |       1 | ASSINATURA DE PUBLICAÇÕES                                 | SEISELLES DISTRIBUIÇÃO E LOGÍSTICA LTDA                                                            |               7 |    12959.60
      2026 |       2 | ASSINATURA DE PUBLICAÇÕES                                 | RBS ZERO HORA EDITORA JORNALISTICA S-A                                                             |              27 |     3732.92
      2026 |       3 | ASSINATURA DE PUBLICAÇÕES                                 | S.A O ESTADO DE S.PAULO                                                                            |               7 |     1876.00
      2026 |       4 | ASSINATURA DE PUBLICAÇÕES                                 | Empresa Folha da Manha S.A.                                                                        |               4 |     1257.40
      2026 |       5 | ASSINATURA DE PUBLICAÇÕES                                 | Empresa Folha da Manhã S.A.                                                                        |               1 |     1256.90
      2026 |       1 | COMBUSTÍVEIS E LUBRIFICANTES.                             | AUTO POSTO CINCO ESTRELAS LTDA                                                                     |             482 |   101098.99
      2026 |       2 | COMBUSTÍVEIS E LUBRIFICANTES.                             | LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA 000557                                                |              10 |    82500.17
      2026 |       3 | COMBUSTÍVEIS E LUBRIFICANTES.                             | 031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                           |             349 |    78999.79
      2026 |       4 | COMBUSTÍVEIS E LUBRIFICANTES.                             | MACTRA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA                                               |              20 |    71865.18
      2026 |       5 | COMBUSTÍVEIS E LUBRIFICANTES.                             | 063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                             |             286 |    62179.09
      2026 |       1 | CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.             | ISIS R. DE V. MARTINS                                                                              |               1 |     7000.00
      2026 |       1 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | Facebook Serviços Online do Brasil Ltda.                                                           |             234 |  1033866.09
      2026 |       2 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | ELDORADO COMUNICACAO E JORNALISMO LTDA                                                             |              46 |   301800.00
      2026 |       3 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | A DE LIMA CARDOSO                                                                                  |              13 |   195786.80
      2026 |       4 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | AMAZON STUDIO E PRODUÇOES LTDA                                                                     |               8 |   179000.00
      2026 |       5 | DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.                      | EVAG COMUNICAÇÃO E TECNOLOGIA LTDA                                                                 |              22 |   172146.40
      2026 |       1 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | SERVICO NACIONAL DE APREND. COMERCIAL                                                              |             321 |    24306.69
      2026 |       2 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | DO SUL RESTAURANTE LTDA                                                                            |              63 |     3722.95
      2026 |       3 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | TAIOBA SELF-SERVICE LTDA EPP                                                                       |              84 |     2922.49
      2026 |       4 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | Outback Steakhouse Restaurantes Brasil S A                                                         |              15 |     1814.49
      2026 |       5 | FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR                | Canal e Costa Ltda                                                                                 |              20 |     1813.49
      2026 |       1 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | PAIAGUAS HOTEIS LTDA                                                                               |              19 |    33603.61
      2026 |       2 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | ATLANTICA HOTELS INTERNACIONAL BRASIL LTDA                                                         |              25 |    21179.21
      2026 |       3 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | POUSADA SÍTIO DO INGÁ DE TERESÓPOLIS LTDA                                                          |               9 |    14040.00
      2026 |       4 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | JK FLY VIAGENS E SERVICOS A EMPRESAS LTDA                                                          |               1 |    11946.80
      2026 |       5 | HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.    | Hotel Curitiba Capital S/A                                                                         |               8 |    11557.85
      2026 |       1 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | CTA - CLEITON TAXI AEREO LTDA                                                                      |               9 |   240650.00
      2026 |       2 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | TAXI AEREO VALE DO MADEIRA                                                                         |               5 |   200000.00
      2026 |       3 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | AMAZONAVES TAXI AEREO LTDA                                                                         |               3 |   143758.00
      2026 |       4 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | HEISS TAXI AEREO LTDA - EPP                                                                        |               5 |   136000.00
      2026 |       5 | LOCAÇÃO OU FRETAMENTO DE AERONAVES                        | HAR - SERVIÇOS AUXILIARES AO TRANSPORTE AEREO LTDA                                                 |               3 |    90000.00
      2026 |       1 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | JUNIO CESAR CARDOSO                                                                                |               7 |    42000.00
      2026 |       2 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | EDENILTON LIMA PEREIRA                                                                             |               4 |    19600.00
      2026 |       3 | LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES                      | OZEAS AMORAS MACIEL                                                                                |               3 |    15000.00
      2026 |       1 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | PANTANAL VEÍCULOS LTDA                                                                             |             172 |   844571.57
      2026 |       2 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | NOVACAR LOCADORA DE VEICULOS LTDA                                                                  |              81 |   512399.80
      2026 |       3 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | HPE AUTOMOTORES DO BRASIL LTDA                                                                     |              40 |   423477.00
      2026 |       4 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | SUPREMA MOBILIDADE LTDA                                                                            |              59 |   361460.00
      2026 |       5 | LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES             | PONTA LOCAÇÃO DE VEÍCULOS LTDA                                                                     |              28 |   237450.00
      2026 |       1 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA                                                          |             245 |   143132.70
      2026 |       2 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | AMORETTO CAFES EXPRESSO LTDA                                                                       |             163 |   132387.39
      2026 |       3 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | BROAD BRASIL LTDA                                                                                  |             128 |   116029.00
      2026 |       4 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | N P IMOVEIS LTDA                                                                                   |              33 |   104760.23
      2026 |       5 | MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR | TELEMAXIMO SISTEMAS CONSULTORIA E SERVIÇOS LTDA - ME                                               |               6 |    83976.90
      2026 |       1 | PASSAGEM AÉREA - REEMBOLSO                                | Latam Linhas Aéreas S.A                                                                            |              50 |   137688.32
      2026 |       2 | PASSAGEM AÉREA - REEMBOLSO                                | Gol Linhas Aereas S.A.                                                                             |              11 |    32991.27
      2026 |       3 | PASSAGEM AÉREA - REEMBOLSO                                | AZUL LINHAS AÉREAS BRASILEIRAS S.A.                                                                |               9 |    22512.15
      2026 |       4 | PASSAGEM AÉREA - REEMBOLSO                                | Latam Airlines S.A                                                                                 |               7 |    14759.78
      2026 |       5 | PASSAGEM AÉREA - REEMBOLSO                                | TAM Linhas Aéreas S.A                                                                              |               1 |    13121.70
      2026 |       1 | PASSAGEM AÉREA - RPA                                      | Cia Aérea - TAM                                                                                    |              49 |    82659.95
      2026 |       2 | PASSAGEM AÉREA - RPA                                      | Cia Aérea - AZUL                                                                                   |              40 |    32853.27
      2026 |       3 | PASSAGEM AÉREA - RPA                                      | Cia Aérea - GOL                                                                                    |               2 |     6137.91
      2026 |       1 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | EMPRESA GONTIJO DE TRANSPORTES LIMITADA                                                            |              27 |     9388.21
      2026 |       2 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | VIACAO OURO E PRATA S A                                                                            |              32 |     9364.65
      2026 |       3 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | VIACAO GARCIA LTDA                                                                                 |              28 |     7168.06
      2026 |       4 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | Planalto Transportes ltda                                                                          |              26 |     5552.95
      2026 |       5 | PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS               | INTERNACIONAL TRAVESSIAS SALVADOR S.A                                                              |              26 |     3071.40
      2026 |       1 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | SERVFAZ SERVIÇOS DE SEGURANÇA LTDA                                                                 |               8 |    64425.98
      2026 |       2 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | Saturno limpeza e conservação a edifícios -LTDA                                                    |               5 |    40000.00
      2026 |       3 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | ATENTE SEGURANÇA LTDA                                                                              |               4 |    34800.00
      2026 |       3 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | BRASAO VIGILANCIA E SEGURANCA LTDA                                                                 |               4 |    34800.00
      2026 |       3 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | IMPACTO SERVICOS DE SEGURANCA LTDA                                                                 |               4 |    34800.00
      2026 |       3 | SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.  | IMPERIO SECURITY VILANCIA PATRIMONIAL EIRELI                                                       |               4 |    34800.00
      2026 |       1 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | SEM PARAR INSTITUIÇÃO DE PAGAMENTO LTDA.                                                           |             207 |   106630.52
      2026 |       2 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | UBER DO BRASIL TECNOLOGIA LTDA.                                                                    |            2404 |    88219.81
      2026 |       3 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | SINPETAXI                                                                                          |             333 |    23111.67
      2026 |       4 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | ASSOCIAÇÃO DOS TAXISTAS DO DISTRITO FEDERAL                                                        |             203 |     9670.03
      2026 |       5 | SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO                 | COOPERTAXI 202 NORTE                                                                               |              23 |     8271.00
      2026 |       1 | SERVIÇOS POSTAIS                                          | EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS                                                        |              77 |    24196.83
      2026 |       2 | SERVIÇOS POSTAIS                                          | ECT EMP. BRAS. CORREIOS E TELEGRAFOS                                                               |               3 |    14427.90
      2026 |       3 | SERVIÇOS POSTAIS                                          | ECT EMP. BRAS. DE CORREIOS E TELEGRAFOS                                                            |               2 |     6918.31
      2026 |       4 | SERVIÇOS POSTAIS                                          | EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS                                                        |               3 |     6120.44
      2026 |       5 | SERVIÇOS POSTAIS                                          | ECT- Emp. Bras. de Correios e Telégrafos / AGENCIA GUTIERREZ LTDA                                  |               5 |     4600.30
      2026 |       1 | TELEFONIA                                                 | TELEFÔNICA BRASIL S/A - VIVO                                                                       |             184 |    97921.07
      2026 |       2 | TELEFONIA                                                 | CELULAR FUNCIONAL                                                                                  |             361 |    78586.11
      2026 |       3 | TELEFONIA                                                 | Telefônica Brasil S.A. VIVO                                                                        |             142 |    73178.14
      2026 |       4 | TELEFONIA                                                 | Claro NXT Telecomunicações S.A                                                                     |             283 |    52805.37
      2026 |       5 | TELEFONIA                                                 | Telefônica Brasil S/A - VIVO                                                                       |              86 |    46424.34
(343 rows)

