"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"2460010-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2460010-35";"PLEN";"Rejeitado o Requerimento. Sim: 82; Não: 193; Total: 275.";"Maioria";"";"Não"
"2460010-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2460010-35";"PLEN";"Rejeitado o Requerimento. Sim: 82; Não: 193; Total: 275.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2460010-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2460010-35";"PLEN";"Rejeitado o Requerimento. Sim: 82; Não: 193; Total: 275.";"Oposição";"";"Sim"
"2460010-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2460010-35";"PLEN";"Rejeitado o Requerimento. Sim: 82; Não: 193; Total: 275.";"Fdr PSOL-REDE";"";"Não"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Fdr PSOL-REDE";"";"Não"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Fdr PT-PCdoB-PV";"";"Sim"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Minoria";"";"Não"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Maioria";"";"Sim"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";""
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Bl MdbPsdRepPode";"";"Sim"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Governo";"";"Sim"
"2473375-78";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-78";"PLEN";"Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.";"Oposição";"";"Não"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Bl MdbPsdRepPode";"";"Sim"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Maioria";"";"Sim"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Oposição";"";"Não"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Fdr PT-PCdoB-PV";"";"Sim"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Fdr PSOL-REDE";"";"Não"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Governo";"";"Sim"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Minoria";"";"Não"
"2473375-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-59";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 4.614, de 2024, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 264; Não: 209; Total: 473.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Bl MdbPsdRepPode";"";"Sim"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Governo";"";"Sim"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Maioria";"";"Sim"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Minoria";"";"Não"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Fdr PSOL-REDE";"";"Não"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Fdr PT-PCdoB-PV";"";"Sim"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"2473375-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2473375-53";"PLEN";"Aprovado o Requerimento. Sim: 290; Não: 170; Total: 460.";"Oposição";"";"Não"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Governo";"";"Sim"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Maioria";"";"Sim"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Minoria";"";"Não"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Oposição";"";"Não"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Fdr PT-PCdoB-PV";"";"Sim"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Bl MdbPsdRepPode";"";"Sim"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Fdr PSOL-REDE";"";"Não"
"347421-224";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-224";"PLEN";"Mantido o texto. Sim: 358; Não: 129; Abstenção: 1; Total: 488.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Fdr PSOL-REDE";"";"Não"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Governo";"";"Sim"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Oposição";"";"Não"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Minoria";"";"Não"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Maioria";"";"Sim"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Fdr PT-PCdoB-PV";"";"Sim"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Bl MdbPsdRepPode";"";"Sim"
"347421-221";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-221";"PLEN";"Aprovada, em segundo turno, a Proposta de Emenda à Constituição n° 31, de 2007, ressalvado o destaque. Sim: 348; Não: 146; Total: 494.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Fdr PT-PCdoB-PV";"";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Fdr PSOL-REDE";"";"Não"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Maioria";"";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Bl MdbPsdRepPode";"";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Governo";"";"Sim"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Oposição";"";"Não"
"2481282-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2481282-8";"PLEN";"Aprovado o Requerimento nº 4.990/2024, dos Senhores Líderes, que solicita a quebra de interstício de 5 sessões previsto no § 6º do art. 202 do RICD, para apreciação do segundo turno da PEC nº 31, de 2007. Sim: 343; Não: 99; Abstenção: 1; Total: 443.";"Minoria";"";"Não"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Fdr PSOL-REDE";"";"Não"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Oposição";"";"Não"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Maioria";"";"Sim"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Bl MdbPsdRepPode";"";"Sim"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Governo";"";"Sim"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Fdr PT-PCdoB-PV";"";"Sim"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Minoria";"";"Não"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"Bl UniPpFdrPsdbCid...";"";"Sim"
"347421-205";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-205";"PLEN";"Mantido o texto. Sim: 349; Não: 143; Abstenção: 1; Total: 493.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Maioria";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Governo";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Fdr PT-PCdoB-PV";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Oposição";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Bl UniPpFdrPsdbCid...";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Minoria";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Bl MdbPsdRepPode";"";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"347421-202";"https://dadosabertos.camara.leg.br/api/v2/votacoes/347421-202";"PLEN";"Suprimido o texto. Sim: 4; Não: 360; Total: 364.";"Fdr PSOL-REDE";"";"Não"
