"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"PRD";"https://dadosabertos.camara.leg.br/api/v2/partidos/38010";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Fdr PT-PCdoB-PV";"";"Não"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Bl UniPpPsd...";"";"Sim"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Solidaried";"";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Maioria";"";"Liberado"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Minoria";"";"Sim"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Oposição";"";"Sim"
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Governo";"";""
"2351506-112";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-112";"PLEN";"Mantido o texto. Sim: 342; Não: 113; Abstenção: 5; Total: 460.";"Missão";"https://dadosabertos.camara.leg.br/api/v2/partidos/38011";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"PRD";"https://dadosabertos.camara.leg.br/api/v2/partidos/38010";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Solidaried";"";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Fdr PSOL-REDE";"";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Fdr PT-PCdoB-PV";"";"Não"
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Maioria";"";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Governo";"";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Missão";"https://dadosabertos.camara.leg.br/api/v2/partidos/38011";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";""
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Bl UniPpPsd...";"";"Sim"
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Oposição";"";"Sim"
"2351506-108";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-108";"PLEN";"Mantido o texto. Sim: 340; Não: 110; Abstenção: 7; Total: 457.";"Minoria";"";"Sim"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Oposição";"";"Sim"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Fdr PT-PCdoB-PV";"";"Não"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Solidaried";"";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Minoria";"";"Sim"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Fdr PSOL-REDE";"";"Não"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Governo";"";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Bl UniPpPsd...";"";"Sim"
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Maioria";"";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Missão";"https://dadosabertos.camara.leg.br/api/v2/partidos/38011";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";""
"2351506-104";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-104";"PLEN";"Aprovada, em primeiro turno, a Proposta de Emenda à Constituição nº 5, de 2023, na forma da Emenda Aglutinativa Substitutiva nº 3. Sim: 385; Não: 93; Abstenção: 7; Total: 485.";"PRD";"https://dadosabertos.camara.leg.br/api/v2/partidos/38010";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Governo";"";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Missão";"https://dadosabertos.camara.leg.br/api/v2/partidos/38011";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Fdr PSOL-REDE";"";"Sim"
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Minoria";"";"Sim"
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"PRD";"https://dadosabertos.camara.leg.br/api/v2/partidos/38010";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Bl UniPpPsd...";"";"Sim"
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Fdr PT-PCdoB-PV";"";"Sim"
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Maioria";"";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Oposição";"";"Sim"
"2351506-102";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-102";"PLEN";"Aprovada a preferência. Sim: 467; Não: 4; Abstenção: 1; Total: 472.";"Solidaried";"";""
"2351506-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-95";"PLEN";"Rejeitado o Requerimento. Sim: 102; Não: 322; Abstenção: 1; Total: 425.";"Minoria";"";"Não"
"2351506-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-95";"PLEN";"Rejeitado o Requerimento. Sim: 102; Não: 322; Abstenção: 1; Total: 425.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";""
"2351506-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-95";"PLEN";"Rejeitado o Requerimento. Sim: 102; Não: 322; Abstenção: 1; Total: 425.";"Solidaried";"";""
"2351506-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-95";"PLEN";"Rejeitado o Requerimento. Sim: 102; Não: 322; Abstenção: 1; Total: 425.";"Fdr PSOL-REDE";"";"Sim"
"2351506-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2351506-95";"PLEN";"Rejeitado o Requerimento. Sim: 102; Não: 322; Abstenção: 1; Total: 425.";"Fdr PT-PCdoB-PV";"";"Sim"
