"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"Oposição";"";"Não"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"Minoria";"";"Não"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Obstrução"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"Fdr PSOL-REDE";"";"Sim"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"Governo";"";"Sim"
"2520670-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-46";"PLEN";"Aprovado o Requerimento. Sim: 276; Não: 67; Total: 343.";"Bl AvanSolidPrd...";"";"Sim"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Bl UniPpPsd...";"";"Não"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Fdr PT-PCdoB-PV";"";"Não"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Oposição";"";"Sim"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";""
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Fdr PSOL-REDE";"";"Não"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Não"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Bl AvanSolidPrd...";"";""
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Minoria";"";"Sim"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Maioria";"";"Não"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Governo";"";"Não"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"2520670-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2520670-40";"PLEN";"Rejeitado o Requerimento. Sim: 114; Não: 319; Abstenção: 2; Total: 435.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Oposição";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Maioria";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Bl UniPpPsd...";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Bl AvanSolidPrd...";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Governo";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Fdr PT-PCdoB-PV";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Minoria";"";"Sim"
"2438459-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-148";"PLEN";"Aprovadas as Emendas de Redação nºs 1, 2 e 4. Sim: 408; Não: 3; Abstenção: 1; Total: 412.";"Fdr PSOL-REDE";"";"Sim"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Fdr PT-PCdoB-PV";"";"Não"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Bl AvanSolidPrd...";"";"Liberado"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Governo";"";"Não"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";""
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Maioria";"";"Liberado"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Fdr PSOL-REDE";"";"Não"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Oposição";"";"Sim"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Bl UniPpPsd...";"";"Liberado"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"2438459-146";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-146";"PLEN";"Suprimido o texto. Sim: 221; Não: 242; Abstenção: 2; Total: 465.";"Minoria";"";"Sim"
"2438459-143";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-143";"PLEN";"Suprimido o texto. Sim: 15; Não: 334; Total: 349.";"Fdr PSOL-REDE";"";"Não"
"2438459-143";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-143";"PLEN";"Suprimido o texto. Sim: 15; Não: 334; Total: 349.";"Fdr PT-PCdoB-PV";"";"Não"
"2438459-143";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2438459-143";"PLEN";"Suprimido o texto. Sim: 15; Não: 334; Total: 349.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
