Ranking global - todos os anos
 id_deputado |                        nome                         | sigla_uf | sigla_partido | gasto_total 
      220641 | RODRIGO GAMBALE VIEIRA                              | SP       | PODE          |  1517561.00
      204364 | ELI DIAS BORGES                                     | TO       | REPUBLICANOS  |  1516034.53
      178910 | JOAQUIM PASSARINHO PINTO DE SOUZA PORTO             | PA       | PL            |  1515401.10
      178881 | ALUISIO GUIMARAES MENDES FILHO                      | MA       | REPUBLICANOS  |  1507253.24
      141531 | RODRIGO BATISTA DE CASTRO                           | MG       | UNIAO         |  1506163.75
      141391 | ARNALDO CALIL PEREIRA JARDIM                        | SP       | CIDADANIA     |  1504009.16
      204407 | FERNANDA MELCHIONNA E SILVA                         | RS       | PSOL          |  1503508.25
      220706 | NELSON FERNANDO PADOVANI                            | PR       | PP            |  1502578.97
       98148 | VALDIR VITAL COBALCHINI                             | SC       | MDB           |  1498538.44
      220654 | PAULO FRANCISCO MUNIZ BILYNSKYJ                     | SP       | PL            |  1497553.82
      220691 | DIEGO HENRIQUE SILVA CERQUEIRA MARTINS              | BA       | REPUBLICANOS  |  1496920.38
      220613 | ROBERTO LUIZ RODRIGUES DE OLIVEIRA                  | RJ       | PL            |  1495385.48
      220622 | NELI PEREIRA DE AQUINO                              | MG       | PODE          |  1495381.53
      160604 | PEDRO FRANCISCO UCZAI                               | SC       | PT            |  1494380.68
      171617 | PAULO FERNANDO DOS SANTOS                           | AL       | PT            |  1494140.65
      160599 | DIMAS FABIANO TOLEDO JÚNIOR                         | MG       | PP            |  1493177.28
      220702 | GERALDO GABRIEL MENDES                              | PR       | UNIAO         |  1492015.45
      165470 | RODRIGO SANTANA VALADARES                           | SE       | PL            |  1489962.83
       74141 | JOSIAS GOMES DA SILVA                               | BA       | PT            |  1488596.72
      171786 | MIGUEL ÂNGELO MONTEIRO ANDRADE                      | MG       | PT            |  1487613.06
      204412 | ZACARIAS CALIL HAMU                                 | GO       | MDB           |  1487575.14
      220618 | JOSÉ PORTUGAL NETO                                  | RJ       | PODE          |  1487350.32
      220580 | MARIA GORETH DA SILVA E SOUSA                       | AP       | PDT           |  1486660.32
      220707 | AMANDA KELLY GENTIL GUIMARÃES ROSA                  | MA       | PP            |  1485520.97
      157130 | TÚLIO GADÊLHA SALES DE MELO                         | PE       | PSD           |  1485061.83
      220600 | JOSE EURIPEDES CLEMENTE                             | RO       | UNIAO         |  1484839.30
      204563 | JOSIMAR CUNHA RODRIGUES                             | MA       | PL            |  1482878.87
       98615 | ISMAEL DOS SANTOS                                   | SC       | PL            |  1481273.41
      122158 | PEDRO PAULO CARVALHO TEIXEIRA                       | RJ       | PSD           |  1481008.89
       73433 | ARLINDO CHIGNALIA JUNIOR                            | SP       | PT            |  1479250.18
      220564 | YANDRA BARRETO FERREIRA                             | SE       | UNIAO         |  1478153.17
      220567 | JEFERSON RODRIGUES LEMOS                            | GO       | PSDB          |  1476683.09
      220575 | SONIZE PIMENTEL DOS SANTOS BARBOSA                  | AP       | PL            |  1476152.56
      141487 | LUIZ FERNANDO RAMOS FARIA                           | MG       | UNIAO         |  1475124.27
      220579 | SILVIA NOBRE LOPES                                  | AP       | PL            |  1472791.83
      220566 | Lêda Borges de Moura                                | GO       | REPUBLICANOS  |  1472564.46
      204394 | GERVÁSIO AGRIPINO MAIA                              | PB       | PCDOB         |  1468182.22
      220563 | ICARO BARBOSA COSTA                                 | SE       | REPUBLICANOS  |  1465184.33
      204560 | ADOLFO VIANA DE CASTRO NETO                         | BA       | PSDB          |  1464556.82
      204460 | Carlos Roberto Jordy Coelho de Mattos               | RJ       | PL            |  1460168.35
       73579 | JOÃO ALBERTO FRAGA SILVA                            | DF       | PL            |  1459230.07
      204570 | GILDENEMIR DE LIMA SOUSA                            | MA       | PL            |  1457579.02
      220689 | MARIA DEUSDETE LIMA CUNHA RODRIGUES                 | MA       | PL            |  1456289.93
      178876 | CELIO ANTONIO DA SILVEIRA                           | GO       | MDB           |  1454419.41
      160558 | PAULO ROBERTO FREIRE DA COSTA                       | SP       | PL            |  1453021.16
      220598 | TARCISIO MOTTA DE CARVALHO                          | RJ       | PSOL          |  1451009.37
       74646 | AÉCIO NEVES DA CUNHA                                | MG       | PSDB          |  1448036.34
      220687 | MARCIO JOSE HONAISER                                | MA       | SOLIDARIEDADE |  1447650.35
      220576 | ALFREDO GASPAR DE MENDONÇA NETO                     | AL       | PL            |  1446135.88
      178854 | ELMAR JOSE VIEIRA NASCIMENTO                        | BA       | UNIAO         |  1443980.50
      141555 | VINICIUS RAPOZO DE CARVALHO                         | SP       | PL            |  1440493.79
      223128 | RODRIGO TLUSTIK VENEK                               | PR       | PSD           |  1439474.62
      141431 | FERNANDO BEZERRA DE SOUZA COELHO FILHO              | PE       | UNIAO         |  1437723.04
      160512 | AUREO LIDIO MOREIRA RIBEIRO                         | RJ       | SOLIDARIEDADE |  1436751.66
       72442 | FELIPE AUGUSTO LYRA CARRERAS                        | PE       | PSB           |  1435861.62
      204559 | JOSÉ CERQUEIRA DE SANTANA NETO                      | BA       | PT            |  1435315.28
      204535 | SAMIA DE SOUZA BOMFIM                               | SP       | PSOL          |  1431567.44
      220629 | DANDARA TONANTZIN SILVA CASTRO                      | MG       | PT            |  1423684.90
      220585 | FRANCISCO EMERSON ASSIS DE LUCENA                   | PB       | PSD           |  1421168.75
       74554 | JOSÉ ALVES ROCHA                                    | BA       | UNIAO         |  1420206.68
      220577 | JOSÉ AUGUSTO PUPPIO REIS JÚNIOR                     | AP       | MDB           |  1418782.95
       74784 | LUIZA ERUNDINA DE SOUSA                             | SP       | PSOL          |  1415757.33
      160575 | ÉRIKA JUCÁ KOKAY                                    | DF       | PT            |  1415141.06
      141516 | PAULO ABI-ACKEL                                     | MG       | PSDB          |  1415024.68
      220565 | ADRIANA SAUTHIER ACCORSI                            | GO       | PT            |  1414557.08
      220605 | EDUARDO CARVALHO BANDEIRA DE MELLO                  | RJ       | PV            |  1414015.47
      178943 | MARCOS BEZERRA RIBEIRO SOARES                       | RJ       | PSDB          |  1413284.38
       73701 | BENEDITA SOUZA DA SILVA SAMPAIO                     | RJ       | PT            |  1412172.35
      220602 | DIMAS DE PAIVA GADELHA JUNIOR                       | RJ       | PT            |  1410443.41
      160598 | FLÁVIA CARREIRO ALBUQUERQUE MORAIS                  | GO       | MDB           |  1410337.05
       74158 | MÁRIO LÚCIO HERINGER                                | MG       | PDT           |  1409343.74
      220621 | EVANDRO GONÇALVES DA SILVA JÚNIOR                   | RN       | PL            |  1408626.88
      204526 | LUIZ PHILIPPE DE ORLEANS BRAGANÇA                   | SP       | PL            |  1408442.33
      204419 | GLAUSKSTON BATISTA RIOS                             | GO       | PODE          |  1408006.48
      204524 | ANTÔNIO PINHEIRO NETO                               | MG       | PP            |  1406089.89
      220661 | MATHEUS SOARES NORONHA                              | CE       | PL            |  1405822.17
      220623 | DUDA SALABERT ROSA                                  | MG       | PSOL          |  1405242.33
      220630 | PEDRO DOSHIKAZU PIANCHAO AIHARA                     | MG       | PP            |  1403604.20
      204515 | ANDRE LUIS GASPAR JANONES                           | MG       | REDE          |  1403298.98
      141458 | JOÃO CARLOS PAOLILO BACELAR FILHO                   | BA       | PL            |  1402635.53
       74283 | VICENTE PAULO DA SILVA                              | SP       | PT            |  1401545.11
       74161 | REGINALDO LÁZARO DE OLIVEIRA LOPES                  | MG       | PT            |  1400829.65
      214694 | JORGE GOETTEN DE LIMA                               | SC       | REPUBLICANOS  |  1400782.51
      220676 | ANDREIA BRITO GONÇALVES SIQUEIRA                    | PA       | PSB           |  1400617.01
      204456 | GUTEMBERG REIS DE OLIVEIRA                          | RJ       | MDB           |  1398139.43
      204404 | LUCAS BELLO REDECKER                                | RS       | PSD           |  1387468.97
      204494 | FREDERICO BORGES DA COSTA                           | MG       | PRD           |  1387276.41
       73604 | RUI GOETHE DA COSTA FALCÃO                          | SP       | PT            |  1384402.62
      204572 | ALBERTO BARROS CAVALCANTE NETO                      | AM       | PL            |  1379608.05
      204464 | TALIRIA PETRONE SOARES                              | RJ       | PSOL          |  1379098.15
      220604 | MARCOS PAULO BARBOSA TAVARES                        | RJ       | PDT           |  1376833.08
       73801 | RENILDO VASCONCELOS CALHEIROS                       | PE       | PCDOB         |  1373984.14
      220534 | DAVYS FREDERICO TEIXEIRA LINHARES                   | DF       | REPUBLICANOS  |  1373116.96
      220532 | RAFAEL CAVALCANTI PRUDENTE                          | DF       | MDB           |  1369455.69
      141480 | LÁZARO BOTELHO MARTINS                              | TO       | PP            |  1369042.18
      160640 | EROS FERREIRA BIONDINI                              | MG       | PL            |  1367421.53
      160161 | MARCELO ANDRE CID HERACLITO DO PORTO QUEIROZ        | RJ       | PSDB          |  1367406.85
      220681 | FÁBIO HENRIQUE DIAS DE MACEDO                       | MA       | PODE          |  1364053.73
       74848 | JANDIRA FEGHALI                                     | RJ       | PCDOB         |  1360360.40
      220665 | ERICA CLARISSA BORBA CORDEIRO DE MOURA              | PE       | PP            |  1359223.84
      218086 | ELIANE DE SOUSA ALVES                               | SP       | REPUBLICANOS  |  1357640.81
      204374 | BEATRIZ KICIS TORRENTS DE SORDI                     | DF       | PL            |  1354243.01
      160976 | FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA          | SP       | PSD           |  1354074.04
      220616 | LUCIANO VIEIRA MENDES                               | RJ       | PSDB          |  1353207.35
      204573 | OTTO ROBERTO MENDONÇA DE ALENCAR FILHO              | BA       | PSD           |  1346690.52
       73531 | IVAN VALENTE                                        | SP       | PSOL          |  1341704.69
      220686 | HILDELIS SILVA DUARTE JUNIOR                        | MA       | AVANTE        |  1335330.05
      198197 | GREYCE DE QUEIROZ ELIAS                             | MG       | PL            |  1335323.78
      220645 | ERIKA SANTOS SILVA                                  | SP       | PSOL          |  1333970.40
      220660 | YURY BRUNO ALENCAR ARAUJO                           | CE       | MDB           |  1328492.04
      220526 | GILVAN AGUIAR COSTA                                 | ES       | PL            |  1324486.69
      178966 | Geovânia de Sá                                      | SC       | REPUBLICANOS  |  1323538.82
      204539 | HERCÍLIO ARAÚJO DINIZ FILHO                         | MG       | MDB           |  1320195.22
       73778 | LUIZ CARLOS JORGE HAULY                             | PR       | PODE          |  1319657.73
      178896 | NEWTON CARDOSO JUNIOR                               | MG       | MDB           |  1319489.04
      204571 | ALEX MARCO SANTANA SOUSA                            | BA       | REPUBLICANOS  |  1319321.16
      226708 | ALLAN QUADROS GARCÊS                                | MA       | PP            |  1302604.62
      220569 | SILVYE ALVES DA SILVA                               | GO       | UNIAO         |  1299092.92
      220638 | ANTONIO CARLOS RODRIGUES                            | SP       | PODE          |  1294510.01
      178937 | ALTINEU CÔRTES FREITAS COUTINHO                     | RJ       | PL            |  1283601.83
      204474 | JUAREZ ALVES DA COSTA                               | MT       | REPUBLICANOS  |  1282427.13
      226837 | SAULO PEDROSO DE SOUZA                              | SP       | PSD           |  1269513.25
      220712 | FAUSTO VIEIRA DOS SANTOS JUNIOR                     | AM       | UNIAO         |  1264414.25
      204422 | OSSESIO JOSE DA SILVA                               | PE       | REPUBLICANOS  |  1255170.09
      178873 | HELDER IGNACIO SALOMAO                              | ES       | PT            |  1253998.53
       74478 | LUCIANO CALDAS BIVAR                                | PE       | MDB           |  1235019.59
      161440 | RAFAEL PEZENTI                                      | SC       | MDB           |  1222362.32
      221338 | LUCIENE CAVALCANTE DA SILVA                         | SP       | PSOL          |  1222030.59
      220644 | ROSANGELA MARIA WOLFF DE QUADROS MORO               | SP       | PL            |  1220320.29
      220533 | Reginaldo Veras Coelho                              | DF       | PV            |  1218268.42
      204462 | CHRISTINE NOGUEIRA DOS REIS TONIETTO                | RJ       | PL            |  1215960.70
      220639 | GUILHERME CASTRO BOULOS                             | SP       | PSOL          |  1211737.28
      220713 | SAULLO VELAME VIANNA                                | AM       | MDB           |  1207586.12
      152605 | GLAUBER DE MEDEIROS BRAGA                           | RJ       | PSOL          |  1207506.91
      204507 | CARLA ZAMBELLI SALGADO DE OLIVEIRA                  | SP       | PL            |  1199457.19
      220552 | LUCIANO LORENZINI ZUCCO                             | RS       | PL            |  1185979.37
      204485 | LUIZ CARLOS MOTTA                                   | SP       | PL            |  1181463.92
       74858 | LUIZ LINDBERGH FARIAS FILHO                         | RJ       | PT            |  1173420.17
      138286 | LUCIANO ALVES DOS SANTOS                            | PR       | PSD           |  1172127.70
      209787 | NIKOLAS FERREIRA DE OLIVEIRA                        | MG       | PL            |  1170043.29
      160510 | LUIS HENRIQUE DE OLIVEIRA RESENDE                   | MG       | AVANTE        |  1153034.71
      220646 | FELIPE BECARI COMENALE                              | SP       | PODE          |  1147500.26
      226179 | GISELA SIMONA VIANA DE SOUZA                        | MT       | UNIAO         |  1130117.75
      178972 | ALEX SPINELLI MANENTE                               | SP       | CIDADANIA     |  1125909.95
      178985 | MIGUEL LOMBARDI                                     | SP       | PL            |  1122207.88
      204497 | JOÃO FERRARI JÚNIOR                                 | PA       | PSD           |  1121974.49
      178975 | LUIZ FELIPE BALEIA TENUTO ROSSI                     | SP       | MDB           |  1121908.76
      163321 | RONALDO NOGUEIRA DE OLIVEIRA                        | RS       | REPUBLICANOS  |  1119752.52
      221378 | REGINETE SOUZA BISPO                                | RS       | PT            |  1115453.49
      220568 | GUSTAVO GAYER MACHADO DE ARAUJO                     | GO       | PL            |  1114825.21
      220587 | GEHLEN DINIZ ANDRADE                                | AC       | PP            |  1107082.05
      204444 | HELIO FERNANDO BARBOSA LOPES                        | RJ       | PL            |  1104402.13
      220619 | ALEXANDRE RAMAGEM RODRIGUES                         | RJ       | PL            |  1101562.70
      107283 | GLEISI HELENA HOFFMANN                              | PR       | PT            |  1098114.52
      204436 | ISNALDO BULHOES BARROS JUNIOR                       | AL       | MDB           |  1091226.96
       74299 | JOSÉ LEÔNIDAS DE MENEZES CRISTINO                   | CE       | PDT           |  1090308.60
      220531 | GILVAM MAXIMO                                       | DF       | REPUBLICANOS  |  1083952.43
      204549 | ANTONIO JOSE AGUIAR ALBUQUERQUE                     | CE       | PP            |  1083074.74
      219585 | MARCO AURELIO RIBEIRO                               | PR       | PP            |  1057690.06
      221339 | BENJAMIM DE OLIVEIRA                                | MA       | UNIAO         |  1057264.32
      204482 | EUCLYDES MARCOS PETTERSEN NETO                      | MG       | REPUBLICANOS  |  1056043.26
      204372 | JULIO CESAR RIBEIRO                                 | DF       | REPUBLICANOS  |  1055271.40
      137070 | VICENTE ALVES DE OLIVEIRA JUNIOR                    | TO       | PSDB          |  1027416.00
      204449 | NELSON NED PREVIDENTE                               | MT       | PODE          |  1021603.38
      204520 | GERALDO JUNIO DO AMARAL                             | MG       | PL            |  1017893.59
       74079 | JOSÉ BENITO PRIANTE JÚNIOR                          | PA       | MDB           |  1012970.90
      204533 | ANTONIO IDILVAN DE LIMA ALENCAR                     | CE       | PSB           |  1012722.86
      220653 | Fábio Eduardo de Oliveira Teruel                    | SP       | MDB           |  1003096.00
      220627 | PAULO EDUARDO DA COSTA FREIRE                       | RN       | UNIAO         |   999971.97
      178946 | SORAYA ALENCAR DOS SANTOS                           | RJ       | PL            |   996982.75
       74095 | PAUDERNEY TOMAZ AVELINO                             | AM       | UNIAO         |   987902.04
      220657 | ANDRÉ FERNANDES DE MOURA                            | CE       | PL            |   985665.93
      141450 | HUGO LEAL MELO DA SILVA                             | RJ       | PSD           |   973247.56
      220549 | ANY MACHADO ORTIZ                                   | RS       | PP            |   964179.75
      204450 | LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR               | RJ       | PP            |   963026.49
       74075 | ELCIONE THEREZINHA ZAHLUTH BARBALHO                 | PA       | MDB           |   945440.92
      204362 | RICARDO ZANATTA GUIDI                               | SC       | PL            |   939413.99
      204541 | EDUARDO HENRIQUE MAIA BISMARCK                      | CE       | PV            |   938732.53
      220601 | WASHINGTON LUIZ CARDOSO SIQUEIRA                    | RJ       | PT            |   937018.98
      133810 | MARCELO PIRES MORAES                                | RS       | PL            |   928930.63
      204489 | MARCOS ROBERIO RIBEIRO MONTEIRO                     | CE       | PSB           |   926319.71
      220650 | PAULO ALEXANDRE PEREIRA BARBOSA                     | SP       | PSD           |   880895.06
      220642 | BRUNO MARCELLO DE OLIVEIRA LIMA                     | SP       | PODE          |   878198.96
      220593 | ABILIO JACQUES BRUNINI MOUMER                       | MT       | PL            |   871819.53
      204459 | DANIELA MOTE DE SOUZA CARNEIRO                      | RJ       | REPUBLICANOS  |   871616.15
      156190 | MARCEL VAN HATTEM                                   | RS       | NOVO          |   869824.86
       73806 | Roseana Sarney Murad                                | MA       | MDB           |   833031.00
      230768 | JOSE ADRIANO RIBEIRO DA SILVA                       | AC       | PP            |   825739.43
       92346 | EDUARDO NANTES BOLSONARO                            | SP       | PL            |   824286.63
      225730 | ANA PAULA BRANDÃO DA SILVA FARIAS                   | CE       | PODE          |   811752.19
      171623 | FABIO DE ALMEIDA REIS                               | SE       | PSD           |   809905.25
       73441 | CELSO UBIRAJARA RUSSOMANNO                          | SP       | REPUBLICANOS  |   802310.73
      227433 | DOUGLAS DE PAULO VIEGAS                             | SP       | UNIAO         |   801898.27
      213274 | RICARDO AUGUSTO MACHADO DA SILVA                    | SP       | PSD           |   789558.83
      213762 | HILKEA CARLA DE SOUZA MEDEIROS LIMA                 | RN       | PL            |   784861.55
      204361 | CARLOS ALBERTO CHIODINI                             | SC       | MDB           |   781532.55
      141518 | PAULO PEREIRA DA SILVA                              | SP       | SOLIDARIEDADE |   767359.83
      204387 | GILSON CARDOSO FAHUR                                | PR       | PL            |   765563.24
      222142 | PAULO ADRIANO LOPES LUCINDA TELHADA                 | SP       | PP            |   765528.23
      178909 | HELIO LEITE DA SILVA                                | PA       | UNIAO         |   763163.11
      220673 | LENILDO MENDES DOS SANTOS SERTÃO                    | PA       | PL            |   761983.53
       74696 | ALBERTO PEREIRA MOURÃO                              | SP       | MDB           |   737490.97
      178884 | HILDO AUGUSTO DA ROCHA NETO                         | MA       | MDB           |   733922.33
      230767 | RODRIGO LUGLI                                       | MT       | PL            |   730659.75
      103758 | LUCIANO PALMA DE AZEVEDO                            | RS       | PSD           |   722353.16
       74400 | PAULO ROBERTO SEVERO PIMENTA                        | RS       | PT            |   699467.48
      204369 | CAROLINE RODRIGUES DE TONI                          | SC       | PL            |   697937.08
      230957 | João Cury Neto                                      | SP       | MDB           |   692751.12
      220596 | AMÁLIA SCUDELER DE BARROS SANTOS                    | MT       | PL            |   689194.99
      227660 | JOSENITO VITALE DE JESUS                            | SE       | PSD           |   685527.08
      221329 | RICARDO MARTINS DAVID                               | RJ       | PSDB          |   683775.29
      160552 | DANRLEI DE DEUS HINTERHOLZ                          | RS       | PSD           |   649339.10
      160545 | ALEXANDRE LEITE DA SILVA                            | SP       | UNIAO         |   625113.17
      204553 | MANOEL ISIDORIO DE SANTANA JUNIOR                   | BA       | AVANTE        |   622571.92
      175765 | RIBAMAR ANTONIO DA SILVA                            | SP       | PODE          |   619155.16
      116379 | DARCI DE MATOS                                      | SC       | PSD           |   609073.68
      220571 | DANIEL VIEIRA RAMOS                                 | GO       | PSD           |   585347.14
      229432 | LUIZ FERNANDO CARDOSO                               | SC       | MDB           |   564787.21
      204536 | KIM PATROCA KATAGUIRI                               | SP       | MISSAO        |   549390.73
      143942 | CAIO SANTOS VIANNA                                  | RJ       | PSD           |   544250.81
      160541 | ARTHUR CÉSAR PEREIRA DE LIRA                        | AL       | PP            |   531928.23
      204365 | GILSON MARQUES VIEIRA                               | SC       | NOVO          |   516804.08
      230762 | CLAUDIO MARIANO SILVA                               | PA       | UNIAO         |   511089.19
      204448 | LUIZ ANTONIO C. C. CORRÊA DA SILVA                  | RJ       | PP            |   499029.25
      231911 | LENIR CANDIDA DE ASSIS                              | PR       | PT            |   484733.80
      230765 | REJANE DE ALMEIDA                                   | RJ       | PCDOB         |   477668.94
      204496 | CELSO SABINO DE OLIVEIRA                            | PA       | PDT           |   473180.31
      220634 | MARCELO DE LIMA FERNANDES                           | SP       | PSB           |   452932.25
      233594 | RAFAEL BENTO PEREIRA                                | RO       | PODE          |   448288.43
       73788 | RICARDO JOSÉ MAGALHÃES BARROS                       | PR       | PP            |   445465.70
      178831 | ANDRE DOS SANTOS ABDON                              | AP       | PP            |   404111.80
      204476 | JOÃO FRANCISCO INÁCIO BRAZÃO                        | RJ       | S.PART.       |   399039.18
      160561 | JOSÉ OLIMPIO SILVEIRA MORAES                        | SP       | PL            |   395846.83
      178886 | JOSE JUSCELINO DOS SANTOS REZENDE FILHO             | MA       | PSDB          |   387963.68
      220614 | DANIEL RICARDO SORANZ PINTO                         | RJ       | PSD           |   384916.96
      143084 | Tiago Dimas Braga Pereira                           | TO       | PODE          |   367419.27
      227310 | SILVIO ANTONIO GUIMARAES MACHADO                    | MA       | PL            |   364432.69
      220698 | CARLOS ALBERTO GEBRIM PRETO                         | PR       | PSD           |   353337.20
      160641 | MARCIVANIA DO SOCORRO DA ROCHA FLEXA                | AP       | PCDOB         |   336171.13
      227991 | FLAVIO CAMPOS FERREIRA                              | RJ       | PL            |   332430.30
      178962 | ANTONIO CARLOS GOMES DA SILVA                       | RS       | REPUBLICANOS  |   322583.75
      204425 | SILVIO SERAFIM COSTA FILHO                          | PE       | REPUBLICANOS  |   320706.28
      141533 | RODRIGO SOBRAL ROLLEMBERG                           | DF       | PSB           |   284492.33
      154178 | MILTON VIEIRA PINTO                                 | SP       | REPUBLICANOS  |   282699.73
      217480 | JONES BARBOSA DE MOURA                              | RJ       | PSD           |   275949.59
      229585 | ELISANGELA DOS SANTOS ARAUJO                        | BA       | PT            |   270131.28
      128760 | PAULO CELSO FONSECA MARINHO JÚNIOR                  | MA       | PL            |   249619.70
       89536 | PAULO FERNANDO MELO DA COSTA                        | DF       | REPUBLICANOS  |   246997.40
       74065 | FÁTIMA LÚCIA PELAES                                 | AP       | REPUBLICANOS  |   240537.04
      234788 | HELOÍSA HELENA LIMA DE MORAES CARVALHO              | RJ       | REDE          |   238837.86
      204528 | ADRIANA MIGUEL VENTURA                              | SP       | NOVO          |   231401.90
      182146 | WOLMER DE AZEVEDO ARAUJO                            | MA       | SOLIDARIEDADE |   198602.50
      115200 | ROBERTO RANIERY DE AQUINO PAULINO                   | PB       | REPUBLICANOS  |   198107.21
      227401 | FABIO GONÇALVES DE RUEDA                            | AC       | UNIAO         |   196344.58
       73808 | SÉRGIO LUÍS LACERDA BRITO                           | BA       | PSD           |   193203.99
      234673 | VALDERLAN ALVES DE SOUZA                            | CE       | SOLIDARIEDADE |   192921.82
      227275 | TACILLA MARIANA CARVALHO SILVA                      | MA       | REPUBLICANOS  |   188355.18
      229082 | KARLA LUCYANA SOARES CANTO COSTA                    | MA       | PDT           |   188221.02
      228616 | REMY ALVES SOARES FILHO                             | MA       | PP            |   187671.30
      204522 | MARCO AURELIO BERTAIOLLI                            | SP       | PSD           |   186772.51
      227323 | LUCIANO RODRIGUES SEIDEL                            | MA       | PL            |   185617.55
      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR         | MA       | PL            |   184239.21
      204376 | LUIZ ARMANDO SCHROEDER REIS                         | SC       | PP            |   181874.33
      229225 | DAÍZE MICHELE DE AGUIAR GONÇALVES COLLINS           | PE       | PP            |   180903.67
      220008 | ELIZA VIRGINIA DE SOUZA FERNANDES                   | PB       | PP            |   179732.24
      178882 | ANDRE LUIZ CARVALHO RIBEIRO                         | MA       | PP            |   178469.77
      122195 | LEONARDO DE MELO GADELHA                            | PB       | PODE          |   177945.54
      229112 | PEDRO SOUZA CATINGUEIRO JUNIOR                      | TO       | PL            |   175492.24
      229069 | SAMUEL ALVES BARRETO                                | SE       | PP            |   174706.21
       74052 | JOÃO BOSCO DA COSTA                                 | SE       | PL            |   173716.14
      233218 | RONDINELLE PEREIRA DE FREITAS                       | CE       | MDB           |   173089.99
      229939 | NEWTON BONIN                                        | PR       | UNIAO         |   172069.17
      226075 | PRISCILA BEZERRA DA COSTA                           | CE       | PL            |   170230.05
      230177 | TADEU MAGELA DE OLIVEIRA                            | CE       | PL            |   169926.25
      229333 | GLÁUCIA MARIA SANTIAGO RODRIGUES                    | MG       | PL            |   166310.14
      225727 | ANA FLÁVIA RODRIGUES RAMIRO                         | MT       | MDB           |   161654.52
      129618 | MARIA GORETE PEREIRA                                | CE       | MDB           |   160407.34
      223398 | ULISSES SUAID PORTO GUIMARÃES BORGES                | MG       | MDB           |   158398.59
      234310 | RICARDO MAGNUS OSÓRIO GALVÃO                        | SP       | REDE          |   156472.52
      220705 | DELTAN MARTINAZZO DALLAGNOL                         | PR       | PODE          |   156371.72
      208297 | KATIA REGINA OLIVEIRA DIAS                          | MG       | REPUBLICANOS  |   152277.87
      100689 | OSMARILDO ALVES DE SOUSA                            | GO       | REPUBLICANOS  |   149927.90
       68720 | FABIO HENRIQUE SANTANA DE CARVALHO                  | SE       | UNIAO         |   147119.22
      227370 | FELIPE MAURÍCIO SALIBA DE SOUZA                     | MG       | PRD           |   146797.99
      228941 | DANIEL JOSÉ DA SILVA OLIVEIRA                       | SP       | PODE          |   144400.00
      235088 | AIRES DO ESPIRITO SANTO RIBEIRO NETO                | MA       | SOLIDARIEDADE |   143072.67
      178983 | MARCIO LUIZ ALVINO DE SOUZA                         | SP       | PL            |   137961.35
      233598 | SAMUEL JOSE DOS SANTOS                              | GO       | PODE          |   137787.62
      178905 | FABIO PAULINO GARCIA                                | MT       | UNIAO         |   137218.42
      228797 | JÚLIO DA SILVA OLIVEIRA                             | TO       | PP            |   136758.01
      228837 | JULIANA ROSA DE SOUZA KOLANKIEWICZ                  | MT       | MDB           |   131844.31
      229106 | CARLA SIMARA LUCIANA DA SILVA AYRES                 | SC       | PT            |   129327.56
      226410 | MÁRCIO AURÉLIO CORRÊA                               | GO       | MDB           |   128836.37
      230764 | MAURO IVAN F. SANTIAGO JR                           | MA       | UNIAO         |   126968.00
       77003 | SERGIO AUGUSTO SANTOS RODRIGUES                     | MG       | PODE          |   120320.49
      164360 | CARMEN EMÍLIA BONFÁ ZANOTTO                         | SC       | CIDADANIA     |   116920.36
      226553 | FRANCISCA ELIANE BRAZ DE CARVALHO                   | CE       | PSD           |   114344.94
      234406 | ELMANO FÉRRER DE ALMEIDA                            | PI       | PP            |   114099.77
      234388 | FABIANO LOPES FERREIRA CAZECA                       | MG       | PRD           |   113065.75
      160621 | SANDRO ALEX CRUZ DE OLIVEIRA                        | PR       | PSD           |   110838.58
      230088 | MAYRA ISABEL CORREIA PINHEIRO                       | CE       | PL            |   105982.73
      228272 | DELIO PINHEIRO NETO                                 | MG       | PDT           |    97742.25
      220715 | AMOM MANDEL LINS FILHO                              | AM       | REPUBLICANOS  |    89463.44
      234253 | LUCAS ABRAHAO ROSA CEZARIO DE ALMEIDA               | AP       | REDE          |    84345.50
      233592 | PAULO CESAR LEMOS DE OLIVEIRA                       | AP       | PT            |    83989.33
      227800 | DUARTE EUSTÁQUIO GONÇALVES JUNIOR                   | MG       | REPUBLICANOS  |    81944.51
      160531 | JOHNATHAN PEREIRA DE JESUS                          | RR       | REPUBLICANOS  |    81927.19
      234840 | CRISTIANO BEVILACQUA FURLAN                         | AP       | REDE          |    80000.00
      229259 | PEDRO TOURINHO DE SIQUEIRA                          | SP       | PT            |    78180.83
      222565 | NOELIO DA ROCHA OLIVEIRA                            | CE       | UNIAO         |    72171.34
      132504 | ENIO JOSÉ VERRI                                     | PR       | PT            |    70442.84
      204531 | GUILHERME MURARO DERRITE                            | SP       | PP            |    64848.18
      171139 | LORENY MAYARA CAETANO ROBERTO                       | SP       | SOLIDARIEDADE |    64801.73
      160508 | AFONSO BANDEIRA FLORENCE                            | BA       | PT            |    62174.47
      235776 | SERGIO BERGONSI TURRA                               | RS       | PP            |    53286.96
