"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"1548579-126";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-126";"PLEN";"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 2.148, de 2015, adotada pelo relator da Comissão Especial, ressalvado o destaque. Sim: 299; não: 103; abstenção: 1; total: 403.";"Maioria";"";"Sim"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Fdr PSOL-REDE";"";"Sim"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Obstrução"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Minoria";"";"Obstrução"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Bl MdbPsdRepPode";"";"Não"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Maioria";"";""
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Obstrução"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Fdr PT-PCdoB-PV";"";"Não"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Governo";"";"Não"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Bl UniPpFdrPsdbCid...";"";"Não"
"1548579-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-122";"PLEN";"Rejeitado o Requerimento. Sim: 51; não: 295; total: 346.";"Oposição";"";"Obstrução"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Bl UniPpFdrPsdbCid...";"";"Não"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Obstrução"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Fdr PSOL-REDE";"";"Sim"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Governo";"";"Não"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Maioria";"";""
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Fdr PT-PCdoB-PV";"";"Não"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Minoria";"";"Obstrução"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Bl MdbPsdRepPode";"";"Não"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Obstrução"
"1548579-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-114";"PLEN";"Rejeitado o Requerimento. Sim: 56; não: 281; total: 337.";"Oposição";"";"Obstrução"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Governo";"";"Não"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Oposição";"";"Obstrução"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Fdr PT-PCdoB-PV";"";"Não"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Bl MdbPsdRepPode";"";"Não"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Bl UniPpFdrPsdbCid...";"";"Não"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Obstrução"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Maioria";"";"Não"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Minoria";"";"Obstrução"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Obstrução"
"1548579-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-109";"PLEN";"Rejeitado o Requerimento. Sim:  52;  não: 267; abstenção: 1; total: 320.";"Fdr PSOL-REDE";"";"Sim"
"2410517-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2410517-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; não: 21; abstenção: 2; total:341.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2410517-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2410517-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; não: 21; abstenção: 2; total:341.";"Minoria";"";"Obstrução"
"2410517-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2410517-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; não: 21; abstenção: 2; total:341.";"Maioria";"";"Sim"
