Q8 complemento - ranking completo de influencia legislativa global
Tabela principal - ranking completo de influencia legislativa global
id_deputado |                                nome | proposicoes_autoria | proposicoes_aprovadas | pct_aprovadas
     204557 |                        Sidney Leite |                 254 |                     1 |          0.25
     220579 |                       Silvia Waiãpi |                 429 |                     1 |          0.25
     220569 |                        Silvye Alves |                 435 |                     1 |          0.25
     104552 |                        Socorro Neri |                 471 |                     1 |          0.25
     178946 |                       Soraya Santos |                 188 |                     1 |          0.25
      92776 |                      Stefano Aguiar |                  81 |                     1 |          0.25
     204464 |                     Talíria Petrone |                 563 |                     1 |          0.25
     220597 |                       Thiago Flores |                 156 |                     1 |          0.25
     220560 |                    Thiago de Joaldo |                 200 |                     1 |          0.25
     178934 |                  Toninho Wandscheer |                 241 |                     1 |          0.25
     157130 |                       Túlio Gadêlha |                 368 |                     1 |          0.25
     204396 |                            Vermelho |                 206 |                     1 |          0.25
      74283 |                          Vicentinho |                 226 |                     1 |          0.25
      91228 |                   Waldemar Oliveira |                 115 |                     1 |          0.25
     160518 |                       Weliton Prado |                 262 |                     1 |          0.25
      74043 |                  Wellington Roberto |                 146 |                     1 |          0.25
     224333 |                              Welter |                 178 |                     1 |          0.25
     220564 |                        Yandra Moura |                 510 |                     1 |          0.25
     220660 |                     Yury do Paredão |                 145 |                     1 |          0.25
     220592 |                     Zezinho Barbary |                 263 |                     1 |          0.25
     220558 |                           Zé Trovão |                 679 |                     1 |          0.25
      74090 |                          Átila Lins |                  97 |                     1 |          0.25
     123086 |                          Átila Lira |                 131 |                     1 |          0.25
     204549 |                      AJ Albuquerque |                  47 |                     0 |          0.00
     220714 |                         Adail Filho |                 277 |                     0 |          0.00
     121948 |                    Adriano do Baldy |                 399 |                     0 |          0.00
