Q8 complemento - ranking completo de influencia legislativa global
Tabela principal - ranking completo de influencia legislativa global
id_deputado |                                nome | proposicoes_autoria | proposicoes_aprovadas | pct_aprovadas
     220664 |                     Guilherme Uchoa |                 116 |                     0 |          0.00
     178964 |                       Heitor Schuch |                 268 |                     0 |          0.00
     178873 |                      Helder Salomão |                 740 |                     0 |          0.00
     204444 |                         Helio Lopes |                 349 |                     0 |          0.00
     234788 |                      Heloísa Helena |                  82 |                     0 |          0.00
     227324 |                     Henrique Júnior |                   2 |                     0 |          0.00
     204539 |               Hercílio Coelho Diniz |                 122 |                     0 |          0.00
     178884 |                         Hildo Rocha |                  47 |                     0 |          0.00
     100689 |                   Hildo do Candango |                   2 |                     0 |          0.00
     178909 |                         Hélio Leite |                  17 |                     0 |          0.00
     204533 |                     Idilvan Alencar |                 187 |                     0 |          0.00
     204508 |                           Igor Timo |                  55 |                     0 |          0.00
      74295 |                       Inácio Arruda |                  11 |                     0 |          0.00
     225846 |                         Itamar Paim |                   2 |                     0 |          0.00
      73531 |                        Ivan Valente |                 170 |                     0 |          0.00
     220527 |                          Jack Rocha |                 202 |                     0 |          0.00
     220697 |                      Jadyel Alencar |                 477 |                     0 |          0.00
     220567 |                  Jeferson Rodrigues |                 252 |                     0 |          0.00
     160531 |                   Jhonatan de Jesus |                   7 |                     0 |          0.00
     141456 |                        Jilmar Tatto |                 201 |                     0 |          0.00
     178910 |                  Joaquim Passarinho |                 368 |                     0 |          0.00
     217480 |                         Jones Moura |                  41 |                     0 |          0.00
     209189 |                      Joseildo Ramos |                 187 |                     0 |          0.00
     220578 |                           Josenildo |                 254 |                     0 |          0.00
      74141 |                        Josias Gomes |                  61 |                     0 |          0.00
     204563 |               Josimar Maranhãozinho |                  35 |                     0 |          0.00
     215043 |                        Josivaldo JP |                 125 |                     0 |          0.00
     204472 |                       José Medeiros |                 752 |                     0 |          0.00
     204391 |                          José Nelto |                 159 |                     0 |          0.00
      74554 |                          José Rocha |                 354 |                     0 |          0.00
     230957 |                           João Cury |                   4 |                     0 |          0.00
      74550 |                           João Leão |                 123 |                     0 |          0.00
     220559 |                       Julia Zanatta |                 786 |                     0 |          0.00
     204372 |                 Julio Cesar Ribeiro |                 371 |                     0 |          0.00
     204457 |                     Juninho do Pneu |                 263 |                     0 |          0.00
     204574 |                     Junior Lourenço |                 117 |                     0 |          0.00
     178886 |                     Juscelino Filho |                   9 |                     0 |          0.00
     204550 |                         Júnior Mano |                 300 |                     0 |          0.00
     220677 |                      Keniston Braga |                  37 |                     0 |          0.00
     162067 |                       Kiko Celeguim |                 204 |                     0 |          0.00
     220600 |                              Lebrão |                 159 |                     0 |          0.00
     231911 |                      Lenir de Assis |                  38 |                     0 |          0.00
      80815 |                          Leo Prates |                 234 |                     0 |          0.00
      92102 |                 Leur Lomanto Júnior |                 135 |                     0 |          0.00
      74299 |                   Leônidas Cristino |                 142 |                     0 |          0.00
      74858 |                    Lindbergh Farias |                 373 |                     0 |          0.00
     234253 |                       Lucas Abrahao |                  20 |                     0 |          0.00
     220662 |                         Lucas Ramos |                 275 |                     0 |          0.00
     204404 |                      Lucas Redecker |                 363 |                     0 |          0.00
     138286 |                       Luciano Alves |                  79 |                     0 |          0.00
     220581 |                      Luciano Amaral |                  66 |                     0 |          0.00
     227323 |                      Luciano Galego |                   1 |                     0 |          0.00
     220616 |                      Luciano Vieira |                 437 |                     0 |          0.00
     204448 |                 Luiz Antonio Corrêa |                  24 |                     0 |          0.00
     141485 |                  Luiz Carlos Busato |                 168 |                     0 |          0.00
      73778 |                   Luiz Carlos Hauly |                 104 |                     0 |          0.00
     229432 |               Luiz Fernando Vampiro |                   1 |                     0 |          0.00
     220636 |                        Luiz Marinho |                   1 |                     0 |          0.00
     162332 |                      Luiz Nishimori |                 252 |                     0 |          0.00
     204526 | Luiz Philippe de Orleans e Bragança |                 538 |                     0 |          0.00
     141480 |                      Lázaro Botelho |                  84 |                     0 |          0.00
     220566 |                         Lêda Borges |                 368 |                     0 |          0.00
     156190 |                   Marcel van Hattem |                 810 |                     0 |          0.00
     220634 |                        Marcelo Lima |                 177 |                     0 |          0.00
     178983 |                       Marcio Alvino |                  93 |                     0 |          0.00
     160535 |                              Marcon |                 653 |                     0 |          0.00
     178943 |                       Marcos Soares |                  91 |                     0 |          0.00
     220604 |                      Marcos Tavares |                 639 |                     0 |          0.00
     227275 |                    Mariana Carvalho |                   7 |                     0 |          0.00
     220637 |                        Marina Silva |                   5 |                     0 |          0.00
     220655 |                         Mario Frias |                 346 |                     0 |          0.00
     178843 |                        Marx Beltrão |                 268 |                     0 |          0.00
     204486 |               Mauro Benevides Filho |                 160 |                     0 |          0.00
     220609 |                   Maurício Carvalho |                 155 |                     0 |          0.00
     220607 |                           Max Lemos |                 393 |                     0 |          0.00
     220585 |                     Mersinho Lucena |                 202 |                     0 |          0.00
     160561 |            Missionário José Olimpio |                  14 |                     0 |          0.00
     220617 |                      Murillo Gouvea |                 281 |                     0 |          0.00
     226410 |                       Márcio Correa |                  25 |                     0 |          0.00
     220687 |                     Márcio Honaiser |                 434 |                     0 |          0.00
      81055 |                        Márcio Jerry |                 250 |                     0 |          0.00
      74158 |                      Mário Heringer |                 427 |                     0 |          0.00
     178858 |                Mário Negromonte Jr. |                  60 |                     0 |          0.00
     204449 |                      Nelson Barbudo |                  30 |                     0 |          0.00
     204479 |                           Nicoletti |                 493 |                     0 |          0.00
     209787 |                    Nikolas Ferreira |                 537 |                     0 |          0.00
     178987 |                       Orlando Silva |                 232 |                     0 |          0.00
      73692 |                         Osmar Terra |                 250 |                     0 |          0.00
     204422 |                       Ossesio Silva |                  44 |                     0 |          0.00
     220706 |                            Padovani |                 177 |                     0 |          0.00
     204570 |                          Pastor Gil |                 120 |                     0 |          0.00
     220615 |              Pastor Henrique Vieira |                 619 |                     0 |          0.00
     204553 |            Pastor Sargento Isidório |                 131 |                     0 |          0.00
      74160 |                      Patrus Ananias |                 499 |                     0 |          0.00
      74095 |                   Pauderney Avelino |                   6 |                     0 |          0.00
     141518 |                   Paulinho da Força |                   8 |                     0 |          0.00
     141516 |                     Paulo Abi-Ackel |                  76 |                     0 |          0.00
     220650 |             Paulo Alexandre Barbosa |                 362 |                     0 |          0.00
     178860 |                           Paulo Azi |                  70 |                     0 |          0.00
     160558 |                  Paulo Freire Costa |                 110 |                     0 |          0.00
     204492 |                        Paulo Guedes |                 283 |                     0 |          0.00
     233592 |                         Paulo Lemos |                   7 |                     0 |          0.00
     128760 |                    Paulo Marinho Jr |                  12 |                     0 |          0.00
      74400 |                       Paulo Pimenta |                  31 |                     0 |          0.00
     141488 |                      Paulo Teixeira |                  11 |                     0 |          0.00
     220630 |                        Pedro Aihara |                 488 |                     0 |          0.00
     122974 |               Pedro Lucas Fernandes |                 405 |                     0 |          0.00
     160604 |                         Pedro Uczai |                1008 |                     0 |          0.00
      73486 |                    Pompeo de Mattos |                 406 |                     0 |          0.00
     220533 |               Prof. Reginaldo Veras |                 341 |                     0 |          0.00
     204390 |                   Professor Alcides |                 213 |                     0 |          0.00
     160641 |               Professora Marcivania |                  27 |                     0 |          0.00
     233594 |                         Rafael Fera |                  19 |                     0 |          0.00
     115200 |                     Raniery Paulino |                   2 |                     0 |          0.00
      74161 |                     Reginaldo Lopes |                 164 |                     0 |          0.00
     205865 |                  Reinhold Stephanes |                  66 |                     0 |          0.00
     225386 |                   Renan Ferreirinha |                   7 |                     0 |          0.00
     175765 |                       Ribamar Silva |                  11 |                     0 |          0.00
     235088 |                        Ribeiro Neto |                  69 |                     0 |          0.00
     221329 |                       Ricardo Abrão |                 116 |                     0 |          0.00
      73788 |                      Ricardo Barros |                   9 |                     0 |          0.00
     234310 |                      Ricardo Galvão |                  35 |                     0 |          0.00
     204362 |                       Ricardo Guidi |                  49 |                     0 |          0.00
     220694 |                        Ricardo Maia |                  64 |                     0 |          0.00
     220633 |                      Ricardo Salles |                 253 |                     0 |          0.00
     220613 |                Roberto Monteiro Pai |                 358 |                     0 |          0.00
     220624 |                      Robinson Faria |                  86 |                     0 |          0.00
     204489 |                    Robério Monteiro |                  10 |                     0 |          0.00
     220546 |                    Rodolfo Nogueira |                 268 |                     0 |          0.00
     141533 |                  Rodrigo Rollemberg |                  70 |                     0 |          0.00
     165470 |                   Rodrigo Valadares |                 517 |                     0 |          0.00
     230767 |                    Rodrigo da Zaeli |                 143 |                     0 |          0.00
     204480 |                     Rogério Correia |                 442 |                     0 |          0.00
     160629 |                    Romero Rodrigues |                 280 |                     0 |          0.00
     163321 |                    Ronaldo Nogueira |                  13 |                     0 |          0.00
     204525 |                        Rosana Valle |                 303 |                     0 |          0.00
     178945 |                     Rosangela Gomes |                  15 |                     0 |          0.00
     178887 |               Rubens Pereira Júnior |                 863 |                     0 |          0.00
      73604 |                          Rui Falcão |                 134 |                     0 |          0.00
     220631 |                        Samuel Viana |                 141 |                     0 |          0.00
     160621 |                         Sandro Alex |                  13 |                     0 |          0.00
     220621 |                  Sargento Gonçalves |                 373 |                     0 |          0.00
     226837 |                       Saulo Pedroso |                  40 |                     0 |          0.00
      77003 |             Sergio Santos Rodrigues |                  15 |                     0 |          0.00
      74356 |                        Silas Câmara |                 445 |                     0 |          0.00
     204360 |                     Silvia Cristina |                 504 |                     0 |          0.00
     227310 |                      Silvio Antonio |                  30 |                     0 |          0.00
     204425 |                  Silvio Costa Filho |                 260 |                     0 |          0.00
     222565 |                      Soldado Noelio |                  45 |                     0 |          0.00
     220575 |                      Sonize Barbosa |                 175 |                     0 |          0.00
     204535 |                        Sâmia Bomfim |                1344 |                     0 |          0.00
      73808 |                        Sérgio Brito |                   3 |                     0 |          0.00
     235776 |                        Sérgio Turra |                   6 |                     0 |          0.00
     220643 |                     Sônia Guajajara |                   4 |                     0 |          0.00
     220682 |                        Tadeu Veneri |                 287 |                     0 |          0.00
     220598 |                      Tarcísio Motta |                1075 |                     0 |          0.00
     143084 |                         Tiago Dimas |                   3 |                     0 |          0.00
     160976 |                            Tiririca |                 102 |                     0 |          0.00
     220684 |                       Tião Medeiros |                 222 |                     0 |          0.00
     160610 |                     Valmir Assunção |                 618 |                     0 |          0.00
      74376 |                       Vander Loubet |                 281 |                     0 |          0.00
     234673 |                     Vanderlan Alves |                  36 |                     0 |          0.00
     160591 |                     Vinicius Gurgel |                  35 |                     0 |          0.00
     178992 |                         Vitor Lippi |                 440 |                     0 |          0.00
     160569 |                    Waldenor Pereira |                 240 |                     0 |          0.00
     220601 |                   Washington Quaquá |                 318 |                     0 |          0.00
     160592 |                         Zeca Dirceu |                 820 |                     0 |          0.00
     230768 |                          Zé Adriano |                  25 |                     0 |          0.00
     204559 |                             Zé Neto |                 241 |                     0 |          0.00
     160632 |                            Zé Silva |                 295 |                     0 |          0.00
(600 rows)
